"","source node","dest node","edge weight"
"268","2028","2015","3.23373901389276e-07"
"269","54","12","2.00837632522371e-06"
"270","2022","53","6.39287143196633e-07"
"271","2008","1007","4.19574402133529e-07"
"272","2019","2008","5.87549992294535e-07"
"273","2013","17","8.11933544596076e-07"
"274","2029","2020","4.86502599417311e-07"
"275","2027","1014","4.44823288780313e-07"
"276","2010","2002","1.71571369807086e-06"
"277","1010","1007","7.83271500380281e-07"
"278","2035","2029","4.71383981484728e-07"
"279","1016","12","1.6351304873498e-06"
"280","1021","13","2.166415391305e-06"
"281","2025","2009","4.61707710884901e-07"
"282","1020","17","1.43289078180497e-06"
"283","1034","1029","6.79466808080159e-07"
"284","1009","50","8.76311550444393e-07"
"285","2015","2007","5.27620484276337e-07"
"286","2008","52","7.44501819663382e-07"
"287","2014","2011","6.07517185160636e-07"
"288","2035","2028","4.76345397702696e-07"
"289","2025","2015","5.2960885651307e-07"
"290","2010","1029","7.28448254417065e-07"
"291","2021","2012","1.12794701160773e-06"
"292","2024","1029","4.33307377958903e-07"
"293","2021","1029","7.15546066446878e-07"
"294","2013","1029","5.82822754476147e-07"
"295","2026","2021","1.90843709505337e-06"
"296","2033","49","2.68008431454815e-06"
"297","2029","1007","5.52043967907936e-07"
"298","53","10","2.15771649679088e-06"
"299","2025","50","9.14795900566083e-07"
"300","2028","53","6.80291518290811e-07"
"301","2025","2024","5.3730291924911e-07"
"302","1024","50","8.85357437677755e-07"
"303","2029","1022","5.26343787214558e-07"
"304","2027","1003","6.88876618521929e-07"
"305","54","17","3.71058695734392e-06"
"306","52","11","3.16165429210727e-06"
"307","1020","1015","1.16452560730065e-06"
"308","1030","1005","1.04976204508218e-06"
"309","2007","1009","9.1399367928854e-07"
"310","51","11","2.28116195076805e-06"
"311","1006","49","3.43364425212755e-06"
"312","50","17","2.58967886363356e-06"
"313","2029","1011","6.17370560222361e-07"
"314","2013","1007","9.51124795673766e-07"
"315","1012","18","2.1547063358863e-06"
"316","49","18","4.3641739925677e-06"
"317","2009","10","1.29844737536091e-06"
"318","2032","2019","4.22858270131408e-06"
"319","2030","2025","8.04112369328419e-07"
"320","2030","1029","7.33200672858765e-07"
"321","2017","1010","2.39132604657668e-06"
"322","1034","1012","2.16185701958013e-06"
"323","2026","51","2.88226476863845e-06"
"324","2006","52","7.10609900665344e-06"
"325","2030","49","1.37440509683652e-06"
"326","53","13","4.39125697561752e-06"
"327","2022","10","1.35290097675306e-06"
"328","1029","1016","1.21679931661302e-06"
"329","2013","10","1.71478866814094e-06"
"330","1035","1013","1.49192668356919e-06"
"331","1009","54","2.14661306945047e-06"
"332","1033","1029","1.33471624410126e-06"
"333","2022","2007","1.07985897935055e-06"
"334","2025","1022","9.09166991578868e-07"
"335","2032","2020","3.67852708918241e-06"
"336","1018","1001","2.9305783008532e-06"
"337","2029","2006","1.41405008430485e-06"
"338","1020","1003","2.32033601392414e-06"
"339","1010","54","5.26360614278175e-06"
"340","51","13","5.38811811684523e-06"
"341","1025","26","2.25629588312489e-06"
"342","2025","52","2.08468848222708e-06"
"343","2008","2006","1.79475487301065e-06"
"344","2014","1027","1.25808373104877e-06"
"345","1029","26","1.88898622083056e-06"
"346","2005","53","3.50659013823095e-06"
"347","1020","11","3.54004772592891e-06"
"348","1028","51","1.174355317489e-06"
"349","2030","2029","1.06891713675115e-06"
"350","2021","2007","2.28062525247391e-06"
"351","2012","13","3.49522051039783e-06"
"352","1033","26","9.86263361173705e-06"
"353","2011","2006","2.22600087595906e-06"
"354","2027","2015","1.1245959120101e-06"
"355","1024","1007","1.34552002617933e-06"
"356","1024","1012","1.50522168288666e-06"
"357","1029","49","1.88764078428415e-06"
"358","1009","13","3.11823439944197e-06"
"359","1010","18","6.79723831553449e-06"
"360","2013","52","3.21194666719242e-06"
"361","1007","50","2.60929923820103e-06"
"362","51","17","4.9554308249183e-06"
"363","2015","2003","1.73583319300764e-06"
"364","1034","1008","2.48700236152976e-06"
"365","1030","1021","2.27129010211666e-06"
"366","2026","53","5.49689890255117e-06"
"367","58","53","9.58023166927563e-06"
"368","2022","1017","2.33249606017854e-06"
"369","2025","1009","1.86932993860942e-06"
"370","1013","13","3.97038466053666e-06"
"371","1029","1013","1.76610772706693e-06"
"372","2014","52","5.44660291167802e-06"
"373","2025","1016","2.82632262847067e-06"
"374","1033","54","1.13410921150682e-05"
"375","1027","51","2.16450605773908e-06"
"376","1018","1008","2.44424856842357e-06"
"377","1025","11","2.85368019512847e-06"
"378","2020","2003","3.52251669883505e-06"
"379","2023","1024","2.39699967990236e-06"
"380","2027","10","2.276136644474e-06"
"381","1033","1011","2.9496001476357e-06"
"382","2021","2014","4.41870524060083e-06"
"383","1033","11","7.09918841514659e-06"
"384","2031","2027","1.63758497691779e-06"
"385","58","26","3.55489068546164e-05"
"386","2022","2013","2.23095434876533e-06"
"387","2030","2007","2.26095574844344e-06"
"388","1013","53","3.9544815777282e-06"
"389","2022","2020","2.87942533789036e-06"
"390","17","11","7.00980563056199e-06"
"391","1006","1005","7.94855498388852e-06"
"392","1028","13","2.30260057185638e-06"
"393","1007","1005","3.76781188606321e-06"
"394","2025","1033","3.59476206921941e-06"
"395","2003","11","4.62138951380178e-06"
"396","1011","51","3.28894966672958e-06"
"397","2003","52","6.08584312883347e-06"
"398","2023","2014","5.39199240193288e-06"
"399","2014","1019","6.30139519740392e-06"
"400","2029","2009","2.11610537389016e-06"
"401","2007","1007","3.09626721956206e-06"
"402","2026","1028","2.42361809512059e-06"
"403","53","11","8.5695859433551e-06"
"404","2029","1013","2.5015200375276e-06"
"405","2015","54","4.7684729473018e-06"
"406","1022","1020","3.38850187475116e-06"
"407","2002","1026","1.1793161349131e-05"
"408","1021","1014","6.64708691347414e-06"
"409","1019","1018","8.13699029839797e-06"
"410","1025","53","4.63460050525929e-06"
"411","1007","54","6.63711956151906e-06"
"412","1014","1011","3.68872163710199e-06"
"413","2002","1028","3.05439777655768e-06"
"414","2014","53","7.61789481732224e-06"
"415","1022","17","4.20349634125669e-06"
"416","1028","49","3.07236907325194e-06"
"417","2009","49","5.26075326627754e-06"
"418","1027","17","3.90075942804453e-06"
"419","1033","1005","1.08717638656534e-05"
"420","2025","2007","3.53391857819086e-06"
"421","1008","17","5.07555820587214e-06"
"422","1027","1015","3.02152374794151e-06"
"423","1033","50","1.34057328685618e-05"
"424","1030","1007","3.80493289866603e-06"
"425","1028","58","3.79255990972691e-06"
"426","1010","26","1.89120232616852e-05"
"427","2014","1012","6.41592837542945e-06"
"428","2022","2018","5.39848197861916e-06"
"429","2031","2020","5.32302960354451e-06"
"430","1018","12","9.7715220369844e-06"
"431","2033","52","2.77616648051645e-05"
"432","2014","13","1.23571124958664e-05"
"433","1035","1011","5.17216162220284e-06"
"434","2006","1013","9.40417613457818e-06"
"435","2009","52","8.01934417539763e-06"
"436","2020","2008","5.32313667493294e-06"
"437","1018","1007","6.71231007252698e-06"
"438","1033","52","2.63744463540932e-05"
"439","1013","49","8.76087975381663e-06"
"440","1016","18","2.72348056060085e-05"
"441","1021","1009","8.26284608489962e-06"
"442","2028","2008","3.42347158460885e-06"
"443","1029","17","6.32899131067884e-06"
"444","2021","49","1.58315508992669e-05"
"445","2012","53","1.05295159329954e-05"
"446","2003","1028","4.04185475839846e-06"
"447","2031","2018","7.4101623939026e-06"
"448","1032","10","2.84017338711543e-05"
"449","2027","1027","3.75546000442098e-06"
"450","2031","2028","4.12931950571185e-06"
"451","49","13","2.80145767451021e-05"
"452","1018","1012","9.68978377618398e-06"
"453","1022","1012","5.84040830794402e-06"
"454","2025","1017","8.21006645554977e-06"
"455","1032","13","5.74697242156172e-05"
"456","1016","1005","1.97064220310751e-05"
"457","2024","2008","4.84418315055799e-06"
"458","2015","52","1.07361106120638e-05"
"459","2006","51","2.77151045292348e-05"
"460","1015","1012","8.47127667362102e-06"
"461","2021","2010","2.0534106570036e-05"
"462","2014","2002","1.63293847522635e-05"
"463","18","11","3.00054144819252e-05"
"464","1010","13","2.9595118207289e-05"
"465","1021","1006","2.81908053540569e-05"
"466","2008","53","9.01346457369059e-06"
"467","2024","1025","5.72347318647753e-06"
"468","2009","17","1.16859059291916e-05"
"469","2015","2013","7.88318793913557e-06"
"470","1035","1008","9.15865292990482e-06"
"471","1007","11","1.25276005288293e-05"
"472","2026","52","3.75540359521873e-05"
"473","1035","1015","1.08969573673055e-05"
"474","2011","49","1.10188794492737e-05"
"475","1030","1009","8.27405996589814e-06"
"476","2022","50","1.14047052109955e-05"
"477","1008","13","1.31412309257901e-05"
"478","2010","1005","2.43693503084182e-05"
"479","1009","51","1.42343373500606e-05"
"480","2025","1006","1.35719142367672e-05"
"481","1007","51","1.43975558679669e-05"
"482","2034","51","3.85362864653082e-05"
"483","2030","2011","7.90312556465691e-06"
"484","1024","1020","1.0508072623312e-05"
"485","2023","58","4.23374359568393e-05"
"486","2007","49","1.66556706973762e-05"
"487","1010","49","3.0879408454088e-05"
"488","1025","1014","1.18408485818332e-05"
"489","2027","2022","7.71138610178842e-06"
"490","2025","1013","1.05148144557636e-05"
"491","2021","2015","1.40962365052721e-05"
"492","2016","54","6.01633565063957e-05"
"493","1008","10","1.49337793140382e-05"
"494","2011","1021","1.44819718759177e-05"
"495","2028","2022","7.81858182767203e-06"
"496","1022","1007","9.89635621945881e-06"
"497","1007","13","2.19799109437311e-05"
"498","1026","58","7.39311976042414e-05"
"499","1005","17","3.35376114975999e-05"
"500","1025","54","1.98753977849051e-05"
"501","1007","53","2.06600812080762e-05"
"502","50","13","5.58986026681179e-05"
"503","2030","52","2.113907507552e-05"
"504","1005","13","4.83700349783758e-05"
"505","53","17","4.27555311038629e-05"
"506","1014","52","3.59520743018294e-05"
"507","2026","1002","5.70154989558086e-05"
"508","2023","50","3.7644934870606e-05"
"509","1019","11","4.34292420220963e-05"
"510","1015","12","2.15022059593483e-05"
"511","2013","1011","1.34674586062402e-05"
"512","1014","1010","2.88570545488078e-05"
"513","1005","10","3.93580329908702e-05"
"514","1030","1019","2.0443387894569e-05"
"515","1009","53","2.36798130979385e-05"
"516","1030","1014","1.65156891467902e-05"
"517","17","13","6.72946874656222e-05"
"518","1002","11","5.47581927554029e-05"
"519","2021","2016","4.67639446841591e-05"
"520","1020","1007","2.2380297184497e-05"
"521","2030","54","2.40561757884069e-05"
"522","2016","51","4.97217734838272e-05"
"523","1028","1020","1.2372945690747e-05"
"524","1031","1003","1.81306439058305e-05"
"525","1013","1006","2.96603417293936e-05"
"526","1009","1006","2.83027236005603e-05"
"527","2011","1025","1.31636620556103e-05"
"528","2003","10","2.97857471781389e-05"
"529","49","12","4.71128903734679e-05"
"530","2024","2020","1.587195569346e-05"
"531","2014","10","3.48283833244628e-05"
"532","1033","1013","2.91259290362705e-05"
"533","2029","53","1.72688212682276e-05"
"534","1009","49","2.67500691773902e-05"
"535","1025","1006","2.50646110112427e-05"
"536","49","11","4.91409221719075e-05"
"537","1029","18","2.2305162529612e-05"
"538","1003","17","3.45238534113457e-05"
"539","1006","12","6.2768808293978e-05"
"540","2005","1011","2.03305409836678e-05"
"541","1017","10","4.5573448521337e-05"
"542","2029","11","1.9187194157604e-05"
"543","2005","51","4.47659321506592e-05"
"544","1011","18","2.81582602457164e-05"
"545","2011","53","2.53555207683418e-05"
"546","1009","12","3.18310265126911e-05"
"547","52","12","8.29143881443023e-05"
"548","1027","1008","1.48655363737037e-05"
"549","2031","2024","1.59005698574461e-05"
"550","2020","50","5.13791518439163e-05"
"551","1028","1009","1.43064564607336e-05"
"552","2022","1013","2.11817078546097e-05"
"553","2025","1007","2.1265024368327e-05"
"554","1034","12","8.39704945026812e-05"
"555","2021","2009","3.07639353519363e-05"
"556","2028","1026","2.28222477100862e-05"
"557","2030","2013","2.28368456877176e-05"
"558","1016","10","8.00604198357718e-05"
"559","2029","2013","1.92682927864203e-05"
"560","1014","1002","5.88534133810758e-05"
"561","1030","1020","3.01116643327791e-05"
"562","1010","12","6.63263270901097e-05"
"563","2018","2012","4.22929839454969e-05"
"564","2013","2006","4.85125185714716e-05"
"565","2017","1029","2.78729379592556e-05"
"566","2027","1028","1.41992735179389e-05"
"567","54","10","0.000122671525947299"
"568","1010","1002","9.84626952738725e-05"
"569","2007","1013","3.06542991598778e-05"
"570","1010","51","7.61014396608521e-05"
"571","1013","10","4.78151247801384e-05"
"572","2012","2009","3.09127926727661e-05"
"573","1033","51","9.28706564774496e-05"
"574","52","18","0.000253198757975764"
"575","2015","53","4.00471970431494e-05"
"576","1014","58","8.60915706063283e-05"
"577","2008","54","4.15061056679019e-05"
"578","2021","1011","3.80816010622926e-05"
"579","2022","1029","2.43162972553401e-05"
"580","2029","2018","3.15136722446134e-05"
"581","2025","2008","2.52254633485205e-05"
"582","2029","54","3.88967552388526e-05"
"583","1021","53","9.72228405157536e-05"
"584","2019","50","0.000108051420369776"
"585","2008","49","4.02258328833528e-05"
"586","2014","1028","2.5609577559495e-05"
"587","1009","10","5.65572372907e-05"
"588","1033","13","0.000182360129641415"
"589","1012","1006","7.74824954690665e-05"
"590","2028","1024","2.33757060911958e-05"
"591","51","10","0.000110398740652066"
"592","2029","1029","2.51115243955511e-05"
"593","53","50","0.000112440271807945"
"594","2025","1021","4.96709683326542e-05"
"595","2027","11","3.92489030434069e-05"
"596","1011","10","5.04337572617585e-05"
"597","1020","1009","5.99434784386411e-05"
"598","2028","2010","3.90320188787193e-05"
"599","2022","1022","3.1788960846771e-05"
"600","1033","49","0.000147133717902901"
"601","2028","1023","3.90246525489831e-05"
"602","1002","26","0.000365170115933366"
"603","2010","2006","0.000179775628321274"
"604","1023","1014","8.45958512785244e-05"
"605","1005","12","0.000108773092387733"
"606","1003","11","8.26688428461823e-05"
"607","2028","1027","2.65014308767051e-05"
"608","1006","10","0.000178180811615736"
"609","2008","2003","4.26628057931385e-05"
"610","49","17","0.000145791818310046"
"611","51","12","0.000125174053753179"
"612","1031","1012","5.39936601934778e-05"
"613","1028","1010","3.89245052214513e-05"
"614","2025","1029","3.74781552197992e-05"
"615","2026","2025","6.48100413520548e-05"
"616","2026","2023","0.000134785923735342"
"617","2029","2010","5.30490626688374e-05"
"618","1024","1008","3.814315408501e-05"
"619","2030","2021","6.79213332785702e-05"
"620","1017","11","0.000125494018684479"
"621","17","12","0.00016027389669189"
"622","1035","1029","5.4988855693484e-05"
"623","1005","53","0.000145677997711778"
"624","1007","12","8.49170776344792e-05"
"625","1031","12","7.9495222291857e-05"
"626","1014","10","0.000117850281831108"
"627","1018","1009","7.67163675997844e-05"
"628","2022","1025","4.87051028471322e-05"
"629","2016","2005","0.000155804111335798"
"630","1027","10","6.02004431807963e-05"
"631","2010","1023","0.000167217026482939"
"632","1015","1007","6.28116724056333e-05"
"633","2035","2006","0.000156816477601184"
"634","1029","53","6.98273098666908e-05"
"635","2024","1017","6.18708367919016e-05"
"636","2003","49","0.000116384370765911"
"637","2010","2005","0.000156147542399724"
"638","1032","12","0.000263527953122899"
"639","2025","53","8.3366291575161e-05"
"640","2028","2012","5.0126387212832e-05"
"641","2023","1025","8.14443804795608e-05"
"642","2025","17","8.86299848586956e-05"
"643","1026","50","0.000221742055617026"
"644","2029","52","7.97675201533785e-05"
"645","1007","49","0.00010972201997483"
"646","1031","1009","7.0199501149807e-05"
"647","1029","1010","7.66529498696382e-05"
"648","53","12","0.000200499976017604"
"649","1030","1013","6.83191328640978e-05"
"650","2026","26","0.000376308429486726"
"651","1033","53","0.000245261544673163"
"652","2026","11","0.000205053239434678"
"653","2025","54","0.000111329467441896"
"654","1005","51","0.000184318324407032"
"655","2028","1032","7.73600591045911e-05"
"656","2017","1023","0.000186259408660634"
"657","2010","54","0.000350911053578485"
"658","1029","1024","5.33177743130622e-05"
"659","2029","10","8.23470849349494e-05"
"660","1033","1021","0.000260573671370623"
"661","1027","1007","6.26608626625523e-05"
"662","2029","2017","7.91657594974753e-05"
"663","26","18","0.000959029711428377"
"664","53","52","0.000351325249822244"
"665","2011","1029","6.02037572337528e-05"
"666","1021","1007","0.000125144554077451"
"667","2024","1024","5.50521502499137e-05"
"668","1023","26","0.000382094161478867"
"669","2021","1010","0.000218947460682405"
"670","2026","50","0.000258919579958111"
"671","2007","54","0.00016770174279226"
"672","1003","12","0.000166172209436127"
"673","2011","2010","0.000111255509859097"
"674","2010","10","0.000286501865669316"
"675","1021","1010","0.000250882117868035"
"676","2009","54","0.000157550677825002"
"677","2028","2019","9.24577533867559e-05"
"678","2029","1010","0.000100382893308578"
"679","2030","2019","0.000136200643427585"
"680","1022","13","0.000126969594229528"
"681","2012","49","0.000189130305199215"
"682","2030","2008","7.94365472286363e-05"
"683","1011","17","0.000129589988221933"
"684","50","10","0.000308358179069234"
"685","2003","50","0.000187186497379329"
"686","2013","1010","0.00016051057176866"
"687","1034","1024","0.000130255784971221"
"688","2010","1025","0.000143111489206481"
