"","source node","dest node","edge weight"
"472","1034","1029","1.0288869542574e-06"
"473","1003","12","1.7861847203473e-06"
"474","2034","53","3.75946082303006e-06"
"475","2035","26","2.57972678814495e-06"
"476","2030","1025","8.39080138991592e-07"
"477","1029","1006","1.02930959639556e-06"
"478","1025","1014","1.09550299340405e-06"
"479","1007","49","1.49279510864721e-06"
"480","2023","49","2.82340476135027e-06"
"481","1009","1005","1.23472823783394e-06"
"482","2022","1024","7.65182571703281e-07"
"483","2013","50","1.74171751418688e-06"
"484","2030","10","1.33841008776356e-06"
"485","1032","10","4.97598398311496e-06"
"486","2030","2014","1.11353635917e-06"
"487","54","12","4.29847988749754e-06"
"488","1014","51","2.00152578053427e-06"
"489","2026","2012","1.83803301374988e-06"
"490","2029","2010","1.09111835173035e-06"
"491","2007","2005","1.30883110808394e-06"
"492","1013","49","1.84763547973116e-06"
"493","1029","1012","8.94971236970518e-07"
"494","2020","1019","3.45397520569599e-06"
"495","2010","1012","1.9508442986875e-06"
"496","1018","1006","2.65805706597525e-06"
"497","2026","2011","1.3606633921397e-06"
"498","1035","1009","1.27365420151647e-06"
"499","2035","2010","2.2640960515772e-06"
"500","1005","10","2.71494282895303e-06"
"501","2015","50","1.3514965590931e-06"
"502","2026","52","5.38303792246861e-06"
"503","1014","54","2.86170860633644e-06"
"504","2026","2005","2.85726420656496e-06"
"505","1014","53","2.26250978500629e-06"
"506","2012","52","2.45859088097949e-06"
"507","2003","49","2.55522320179397e-06"
"508","1006","11","4.14122033204548e-06"
"509","2003","13","3.23674572442373e-06"
"510","2018","10","3.29508480101015e-06"
"511","54","13","9.24982603561871e-06"
"512","2002","1014","2.50903756504481e-06"
"513","2017","10","3.512561432898e-06"
"514","2020","2003","2.48123554407427e-06"
"515","1020","1014","2.43568251016871e-06"
"516","2030","2007","1.10610480797408e-06"
"517","1025","1007","1.27626643931984e-06"
"518","2029","2018","1.26930683901234e-06"
"519","2021","1011","1.44669748263143e-06"
"520","1013","1012","1.65669120641355e-06"
"521","2011","1025","1.16972661286572e-06"
"522","2013","1007","1.56557963092811e-06"
"523","1030","1010","1.77411581403693e-06"
"524","2025","1024","1.16828109232831e-06"
"525","1011","10","1.6189427503577e-06"
"526","2027","2002","1.42666358015877e-06"
"527","2029","12","1.44760758796901e-06"
"528","1012","1010","2.53756294131321e-06"
"529","2028","1025","9.8893162045836e-07"
"530","1029","1014","1.26702333325189e-06"
"531","2020","2002","4.21562560382784e-06"
"532","2029","1010","1.54646789687488e-06"
"533","2029","1030","1.06951158478354e-06"
"534","2025","1012","1.66605240795066e-06"
"535","1025","1009","1.46101683249351e-06"
"536","1017","13","6.1746698866015e-06"
"537","1030","1009","1.40079397415368e-06"
"538","2013","10","3.00251206111801e-06"
"539","1021","1006","5.81389698779566e-06"
"540","2025","18","2.87536876026567e-06"
"541","1011","13","2.24326271445403e-06"
"542","52","26","1.84191442049181e-05"
"543","1035","1027","1.5862405136432e-06"
"544","2022","1022","1.39059617886589e-06"
"545","2025","1030","1.57559065471147e-06"
"546","2007","51","2.51915892025064e-06"
"547","2007","52","3.00315438107611e-06"
"548","2029","1007","1.44117456622764e-06"
"549","1020","52","7.65218458921227e-06"
"550","2034","2018","6.91055319915661e-06"
"551","2015","52","2.66064211617769e-06"
"552","54","10","8.47874698802325e-06"
"553","2028","26","1.98406611843253e-06"
"554","1030","11","2.43717836743173e-06"
"555","2011","1009","1.60809226415588e-06"
"556","1035","1007","2.48061393830383e-06"
"557","1030","1016","2.65805456464072e-06"
"558","54","18","1.66508151178002e-05"
"559","1007","50","3.11959966052354e-06"
"560","1002","51","7.00671468546552e-06"
"561","2011","2001","2.60939890095146e-06"
"562","2016","49","7.82031363180583e-06"
"563","1007","1003","2.54901238375427e-06"
"564","2024","2023","2.43821100024879e-06"
"565","2020","52","8.00470082757557e-06"
"566","2029","1017","2.12202114670289e-06"
"567","2026","51","6.50377380119336e-06"
"568","2029","2020","2.13675575669028e-06"
"569","1005","13","6.99064543119832e-06"
"570","1021","1012","3.87480333020786e-06"
"571","1025","1011","1.86347613520265e-06"
"572","1018","1016","5.61352815078762e-06"
"573","2002","26","1.26147588125905e-05"
"574","1027","51","2.39613769769264e-06"
"575","1012","17","4.25282999722447e-06"
"576","2026","11","7.32748055076771e-06"
"577","1021","51","6.65885190767432e-06"
"578","50","12","6.89171499365679e-06"
"579","1009","11","3.3512288167513e-06"
"580","2026","2023","7.33331358794905e-06"
"581","2030","2010","3.30863053376872e-06"
"582","1021","1009","3.55802700262851e-06"
"583","1015","17","3.70931030321347e-06"
"584","2010","1030","3.3879370133613e-06"
"585","1033","51","9.62941757993415e-06"
"586","1009","13","4.28142608494816e-06"
"587","2022","2018","3.14421603913665e-06"
"588","1014","52","6.67158594837615e-06"
"589","2013","1016","5.12672498157342e-06"
"590","1021","1007","4.1059820207437e-06"
"591","1033","1021","9.82042532961624e-06"
"592","1015","1006","4.12571413639195e-06"
"593","2028","1023","2.45683600313914e-06"
"594","2011","54","3.96486454281962e-06"
"595","2035","1014","4.24065300386706e-06"
"596","1033","1027","3.21351663429624e-06"
"597","2028","1029","1.67840437306976e-06"
"598","1029","17","3.07970421115132e-06"
"599","1035","11","6.16737564144637e-06"
"600","2013","2006","6.01787685668432e-06"
"601","1035","1010","6.26380552913113e-06"
"602","2028","1002","2.95517258028157e-06"
"603","1035","1029","2.85548557279433e-06"
"604","50","18","1.41176617367759e-05"
"605","1010","18","1.45533564777427e-05"
"606","2034","2024","4.4268031802006e-06"
"607","1007","13","6.04875833758339e-06"
"608","2013","2009","3.24540792911506e-06"
"609","2028","1009","2.2182817999071e-06"
"610","2030","2018","4.15527563604612e-06"
"611","17","13","1.50540121964464e-05"
"612","1016","1008","4.46926623675604e-06"
"613","53","17","1.0145804361086e-05"
"614","2027","10","3.46522320463318e-06"
"615","2012","2005","5.22279015490795e-06"
"616","1025","1012","3.80428715408186e-06"
"617","1035","1013","4.80550558884469e-06"
"618","1035","50","7.34159617409559e-06"
"619","2029","50","3.61403396317562e-06"
"620","1012","51","6.22378263623312e-06"
"621","2021","1010","9.82924892241805e-06"
"622","1035","1025","4.46716944612223e-06"
"623","2035","2016","8.55564919902808e-06"
"624","2024","2015","2.92290604747119e-06"
"625","51","11","1.10676009905003e-05"
"626","1035","1028","2.97485420063329e-06"
"627","2014","2002","8.25549897451306e-06"
"628","2027","13","4.27462455995525e-06"
"629","1018","1007","5.07582124703529e-06"
"630","1009","51","5.52951806049032e-06"
"631","1028","1008","2.4780360052304e-06"
"632","1005","51","9.69516999214366e-06"
"633","2024","1029","2.9390754960495e-06"
"634","2018","1028","3.61751451383251e-06"
"635","1013","10","7.47810892358425e-06"
"636","1014","1013","6.12138032502881e-06"
"637","1025","49","6.88018039454376e-06"
"638","1021","1014","9.09971220818609e-06"
"639","1023","1014","8.89245325238116e-06"
"640","1026","1025","6.95136982503637e-06"
"641","2005","53","1.13657098145164e-05"
"642","1030","17","6.39741134009212e-06"
"643","50","10","1.51039478036821e-05"
"644","2010","52","2.3095410550835e-05"
"645","1024","49","6.21321627630747e-06"
"646","1005","12","1.22533180311177e-05"
"647","1020","13","2.13541079274478e-05"
"648","1030","1005","6.19010690793487e-06"
"649","2027","2009","3.70102831367087e-06"
"650","2018","2010","1.49393985025451e-05"
"651","2025","2012","5.6708058249235e-06"
"652","2035","12","1.07370145423747e-05"
"653","2028","1003","4.2758189508459e-06"
"654","2022","2001","6.98802773109738e-06"
"655","2024","2001","6.81744175752033e-06"
"656","1015","51","7.70502756402154e-06"
"657","2034","2016","3.13632712221102e-05"
"658","1015","1005","7.05286540737897e-06"
"659","2035","52","1.43384059806385e-05"
"660","1014","1011","5.35304586611036e-06"
"661","2019","2014","1.20734610302664e-05"
"662","2007","1007","5.51035243580648e-06"
"663","1035","1019","1.37137316138435e-05"
"664","2025","13","9.48856138546113e-06"
"665","2026","54","2.67707049296285e-05"
"666","2013","1009","6.09658785648543e-06"
"667","1027","49","6.23328236549285e-06"
"668","2030","1030","5.02616358894998e-06"
"669","1014","49","1.27058346031851e-05"
"670","2030","1007","5.94867324708292e-06"
"671","1006","10","2.35810482920465e-05"
"672","1010","1007","1.08930848511891e-05"
"673","58","53","3.36024134577452e-05"
"674","2025","12","1.01116950722929e-05"
"675","1012","53","1.26924099807451e-05"
"676","2003","11","1.53788932887797e-05"
"677","2013","1029","6.15857007092811e-06"
"678","2012","12","1.27328892642567e-05"
"679","1029","1001","7.81377060694166e-06"
"680","52","10","3.45397703149507e-05"
"681","1010","49","2.40966159419701e-05"
