"","source node","dest node","edge weight"
"120","2016","2015","4.47447390138852e-08"
"121","2028","2007","1.94597421969999e-08"
"122","2022","2009","2.8956327247821e-08"
"123","2032","51","1.48858942462672e-07"
"124","2021","1016","8.79956643753452e-08"
"125","2033","1014","9.70366130784241e-08"
"126","2007","1016","5.02701910856676e-08"
"127","2005","1015","4.60048702279161e-08"
"128","1008","11","4.88599652542854e-08"
"129","1006","1005","9.48020184929771e-08"
"130","2015","1007","3.41281714417711e-08"
"131","2028","1010","2.99231852906274e-08"
"132","2022","2003","4.05527497824651e-08"
"133","2028","53","3.0716365569417e-08"
"134","1029","1012","3.04344504531349e-08"
"135","1021","52","1.4447745398547e-07"
"136","1025","1015","3.74336401123318e-08"
"137","2025","26","6.33034478623697e-08"
"138","2025","2007","3.60922650711646e-08"
"139","2013","26","7.68929329565003e-08"
"140","2030","1012","4.73176158904433e-08"
"141","1028","1001","3.5588785848608e-08"
"142","2025","1011","3.42280732385099e-08"
"143","2026","1023","1.59500722003207e-07"
"144","2028","1013","2.91957725564044e-08"
"145","1013","54","8.17831794047413e-08"
"146","1025","1007","4.23633585408947e-08"
"147","2035","12","8.98174769496436e-08"
"148","1029","1016","4.552204837946e-08"
"149","2014","2010","1.03237028381958e-07"
"150","2023","11","1.38478071052558e-07"
"151","1002","18","2.80419736434711e-07"
"152","2015","2006","7.63814807489603e-08"
"153","2021","2009","6.79236397972739e-08"
"154","2016","1005","1.33976574551888e-07"
"155","2033","1025","7.7297760660319e-08"
"156","1015","18","1.00582418793353e-07"
"157","1033","1019","2.89732052963084e-07"
"158","2035","1010","1.14338099112188e-07"
"159","2035","1002","1.32608219417788e-07"
"160","2034","2024","9.01571457833743e-08"
"161","2007","2005","7.89893171015897e-08"
"162","2003","2001","1.45224275130112e-07"
"163","2029","1013","4.81504732840773e-08"
"164","1010","1009","9.07805370123605e-08"
"165","1006","13","3.80348174542582e-07"
"166","2016","2008","7.40994391470225e-08"
"167","2030","1015","6.71047441508356e-08"
"168","2013","12","1.01178117636131e-07"
"169","2035","17","1.35582696998799e-07"
"170","2033","2024","9.42094274808212e-08"
"171","2007","50","1.00003893463687e-07"
"172","1028","26","6.36125559600038e-08"
"173","1012","50","1.31572082406657e-07"
"174","2016","1016","2.76994319121974e-07"
"175","1022","1007","6.81334168086122e-08"
"176","2012","2001","1.44701883384345e-07"
"177","2028","1020","6.19060142258482e-08"
"178","2025","1035","7.77116399598059e-08"
"179","2007","1025","6.99759610186348e-08"
"180","2029","17","7.91393868887263e-08"
"181","2013","2006","1.35941369736424e-07"
"182","1009","1005","1.06871698843403e-07"
"183","1011","1010","1.03846928119801e-07"
"184","1013","58","1.63127410902969e-07"
"185","1021","51","2.46475079483329e-07"
"186","2033","2008","1.02936427105972e-07"
"187","2016","1029","9.27763862116768e-08"
"188","2009","17","1.42623237779059e-07"
"189","2025","2014","1.05602089843807e-07"
"190","2029","1010","9.44562694117783e-08"
"191","2015","50","1.33340460683723e-07"
"192","2035","1028","6.90652640109025e-08"
"193","2028","1032","8.94404101965244e-08"
"194","2017","52","3.25038760197421e-07"
"195","2008","2006","1.13089622819274e-07"
"196","1005","13","3.1482578283208e-07"
"197","2006","49","4.15368557143276e-07"
"198","2022","1023","1.35959060314209e-07"
"199","2024","2006","1.47073624389942e-07"
"200","2023","26","4.53478041375607e-07"
"201","2014","2006","2.67846616495291e-07"
"202","1023","58","4.92630110859047e-07"
"203","51","26","5.45815112047475e-07"
"204","2003","53","2.38623144456486e-07"
"205","1035","1009","1.24581738314164e-07"
"206","2035","2005","1.87517575212424e-07"
"207","1031","1028","6.52282736755879e-08"
"208","1035","51","2.12169523284887e-07"
"209","2025","2003","1.25055314606697e-07"
"210","1022","17","1.61270563839508e-07"
"211","1030","1027","8.56479671601315e-08"
"212","1029","51","1.13007757862469e-07"
"213","2007","1011","1.03481032170277e-07"
"214","2009","50","1.83157253821884e-07"
"215","1011","49","1.55232514180011e-07"
"216","1009","26","2.18514919852365e-07"
"217","2008","53","1.35384519504459e-07"
"218","2014","10","2.77998198200046e-07"
"219","2010","50","4.08201068713692e-07"
"220","2013","2009","1.34364430013296e-07"
"221","2024","12","1.72371758791298e-07"
"222","1033","54","9.08989746578604e-07"
"223","51","13","6.40336045823999e-07"
"224","2035","1015","1.73619239937413e-07"
"225","1016","49","5.13096107623774e-07"
"226","2015","17","2.07421660505387e-07"
"227","58","17","7.56528766580376e-07"
"228","1035","49","2.8778997693357e-07"
"229","1021","49","4.28322301063083e-07"
"230","1015","50","2.36525184290187e-07"
"231","1009","51","2.21678048910288e-07"
"232","2027","26","1.72628235230529e-07"
"233","2011","10","1.98782011921331e-07"
"234","2035","1029","1.33033557417587e-07"
"235","1007","1005","2.19855166879843e-07"
"236","2013","1006","2.80445701328904e-07"
"237","49","11","5.89455212348283e-07"
"238","2030","1033","2.89170511662699e-07"
"239","1011","52","2.57364575199149e-07"
"240","2030","2005","2.48429833320466e-07"
"241","2035","1033","4.49083592556369e-07"
"242","2028","2001","1.69257679469305e-07"
"243","1020","10","6.08030779328757e-07"
"244","2029","1033","2.16113868853829e-07"
"245","2029","1007","1.5186322931724e-07"
"246","1035","1003","3.08083291525779e-07"
"247","1030","1028","1.31668413388452e-07"
"248","1029","52","2.25977514767668e-07"
"249","1023","18","9.19252977805802e-07"
"250","52","17","1.03246658626534e-06"
"251","2010","2008","2.39539882238985e-07"
"252","2010","10","7.1956111406218e-07"
"253","2018","50","6.03243580223145e-07"
"254","2027","2009","1.71849506521482e-07"
"255","1021","18","8.90259537992188e-07"
"256","1007","26","4.54047881993634e-07"
"257","2014","1023","5.13128359880248e-07"
"258","58","13","2.50902855577457e-06"
"259","2028","13","2.37870429855707e-07"
"260","1012","1005","4.28244182355625e-07"
"261","1010","54","1.15331510661422e-06"
"262","2035","1012","3.95485236121067e-07"
"263","2015","1025","2.49825204242237e-07"
"264","2007","2003","3.37887776813623e-07"
"265","2026","11","1.14125454556747e-06"
"266","2035","1007","3.4240656548072e-07"
"267","52","13","2.34645688856333e-06"
"268","1035","54","6.66729898264842e-07"
"269","1015","1010","4.47209961198024e-07"
"270","2024","2014","3.21777138786124e-07"
"271","49","18","1.41670254236786e-06"
"272","1030","1003","3.57074208270616e-07"
"273","2029","1021","2.8916730835032e-07"
"274","1027","1001","3.22877701635844e-07"
"275","2025","12","4.09289006854181e-07"
"276","2009","2001","5.0833901361672e-07"
"277","54","17","1.49585548487452e-06"
"278","1034","1007","5.52917777622617e-07"
"279","2032","50","1.46813383225728e-06"
"280","1011","18","4.60567329186435e-07"
"281","1015","26","6.31451699789522e-07"
"282","1034","1024","4.62245314215806e-07"
"283","54","26","3.31830336359541e-06"
"284","1012","10","6.43262455503541e-07"
"285","2014","1002","8.29406695754331e-07"
"286","2009","1025","3.1780710666682e-07"
"287","49","26","1.87629988445583e-06"
"288","2027","1014","3.27643060930218e-07"
"289","2022","2018","4.57178392386537e-07"
"290","2035","1023","7.06628413722055e-07"
"291","2030","2003","4.50781435240794e-07"
"292","1011","11","4.82828363639936e-07"
"293","1009","1006","5.98502677732433e-07"
"294","2022","1024","3.17003050847611e-07"
"295","1009","49","5.86754716294266e-07"
"296","2025","11","5.31634577684143e-07"
"297","1033","1010","1.49513421132166e-06"
"298","1021","11","1.15716240454119e-06"
"299","1033","52","2.66706814240827e-06"
"300","1035","53","7.76288329932944e-07"
"301","2016","1007","6.72766694714116e-07"
"302","1013","13","7.47377195398268e-07"
"303","1033","26","3.22297318414256e-06"
"304","1005","12","1.03215363442533e-06"
"305","1008","17","6.26834960238535e-07"
"306","2022","1010","5.88161255265696e-07"
"307","52","12","1.99251519372695e-06"
"308","1030","1021","6.31063552395509e-07"
"309","2030","1007","4.65115511246991e-07"
"310","2005","58","1.65152769361145e-06"
"311","1035","1008","5.31106512668219e-07"
"312","2017","10","1.24873101139868e-06"
"313","2025","1012","5.13046877611712e-07"
"314","1029","18","5.42216745010038e-07"
"315","1024","17","6.5601231607677e-07"
"316","1033","13","3.3513083020714e-06"
"317","1023","50","1.51993685091585e-06"
"318","2029","10","5.28807583893742e-07"
"319","1012","1007","6.12690540551516e-07"
"320","2013","1029","3.87339737792507e-07"
"321","2028","1023","4.3434764124472e-07"
"322","2025","1015","5.13355726457581e-07"
"323","2021","26","2.02245243784619e-06"
"324","2030","50","8.27256959165032e-07"
"325","1021","54","2.09232678820052e-06"
"326","2024","2001","7.73310297839423e-07"
"327","1011","51","7.12729486632838e-07"
"328","2003","1008","6.6302087393307e-07"
"329","1021","1006","1.81765955093635e-06"
"330","1029","53","5.73742059953903e-07"
"331","2003","1009","7.04036021786172e-07"
"332","1016","13","3.02374409459619e-06"
"333","1021","58","2.49250479633513e-06"
"334","2016","2009","9.93791065893243e-07"
"335","2028","2009","4.01611064802175e-07"
"336","2035","13","1.52431478764252e-06"
"337","2029","11","6.44167838657779e-07"
"338","1013","26","1.19250689768675e-06"
"339","2016","1013","1.04256943280127e-06"
"340","2023","2022","8.43509042842099e-07"
"341","2018","2009","9.44909131529688e-07"
"342","1033","1025","1.03418867780971e-06"
"343","1028","1022","4.45646098612731e-07"
"344","2027","2008","4.50028126757922e-07"
"345","2028","26","6.88459267690991e-07"
"346","1013","49","1.16815903921631e-06"
"347","1002","50","2.72255702222884e-06"
"348","2016","10","2.72460631638922e-06"
"349","2025","58","1.18616497709143e-06"
"350","1017","49","2.04441841542616e-06"
"351","1007","52","1.39415545281262e-06"
"352","2028","2008","4.31506267738937e-07"
"353","1030","1013","7.87427130057541e-07"
"354","2010","1005","1.96460049504407e-06"
"355","54","10","3.85612153012743e-06"
"356","1033","50","3.31101990095323e-06"
"357","1013","52","1.53573174007036e-06"
"358","1014","10","2.20921524066885e-06"
"359","2014","13","2.41080042971806e-06"
"360","1012","1011","8.7016736121726e-07"
"361","2030","2010","1.32273591340231e-06"
"362","1035","1015","1.04275082956142e-06"
"363","2033","2014","2.22007910779915e-06"
"364","1012","51","1.6962630002227e-06"
"365","1034","1018","2.69317504312739e-06"
"366","2035","10","1.88555436858645e-06"
"367","1011","54","1.39076955332885e-06"
"368","1029","1015","7.34463562906538e-07"
"369","1029","1028","5.25915445900936e-07"
"370","58","18","1.00107738955785e-05"
"371","1009","10","1.49254931274864e-06"
"372","2025","2011","8.29750454008656e-07"
"373","1014","13","3.47160840570048e-06"
"374","2003","1024","1.15929024640639e-06"
"375","1035","1027","9.18955526808846e-07"
"376","1018","1001","2.96436967701342e-06"
"377","2016","17","4.07339383390208e-06"
"378","2030","17","1.68214732235087e-06"
"379","51","12","3.44982192577279e-06"
"380","2011","2006","1.51673090317163e-06"
"381","2029","1008","8.1297310608612e-07"
"382","1034","1008","1.76134451615984e-06"
"383","1011","58","1.68910508309428e-06"
"384","2002","50","3.97330352658513e-06"
"385","1015","10","1.87345230529045e-06"
"386","1007","50","1.81829803509649e-06"
"387","2005","49","2.97116418155349e-06"
"388","2028","1009","7.72998456959137e-07"
"389","2024","1022","1.07109433572401e-06"
"390","1015","1005","1.71581820819838e-06"
"391","49","12","4.07191719364076e-06"
"392","2002","1035","2.51576441723945e-06"
"393","1026","18","5.55956202822586e-06"
"394","1007","11","2.04945833350651e-06"
"395","2007","12","1.90200504037052e-06"
"396","54","50","5.98541787708474e-06"
"397","1031","1020","1.61687032199913e-06"
"398","2035","1025","1.5610804821137e-06"
"399","2003","52","3.86855082646121e-06"
"400","1014","49","3.87043817447897e-06"
"401","2011","1021","1.76134276962164e-06"
"402","2019","50","5.00089672393788e-06"
"403","2032","1026","6.64610763038416e-06"
"404","2035","53","3.04201288336011e-06"
"405","1007","13","2.86489400425926e-06"
"406","2011","12","1.97998104616452e-06"
"407","1029","54","1.70844173869715e-06"
"408","1028","1015","1.07801604168428e-06"
"409","2009","2005","2.23571314069721e-06"
"410","2005","52","5.41482589734798e-06"
"411","1013","51","2.66270580653983e-06"
"412","1032","50","8.49347638359103e-06"
"413","2029","2016","1.9269207591812e-06"
"414","1024","49","2.42952093150054e-06"
"415","1029","1009","1.3611117444823e-06"
"416","2029","1011","1.30951371160255e-06"
"417","1022","1009","1.79124132414821e-06"
"418","1026","58","9.34164097882929e-06"
"419","2014","1010","4.12505940478448e-06"
"420","2025","1022","1.70175478985218e-06"
"421","2028","1029","1.02973731782101e-06"
"422","1033","1029","2.09495663863889e-06"
"423","1022","1003","2.43133802620145e-06"
"424","2020","2009","2.72644946610361e-06"
"425","2029","2015","1.52073889128082e-06"
"426","2033","2013","3.53229930043865e-06"
"427","58","10","1.07646775207412e-05"
"428","1027","50","2.16899739974912e-06"
"429","2017","51","5.42389843718792e-06"
"430","1010","1008","3.00719842619945e-06"
"431","2021","50","5.51965381155458e-06"
"432","2030","2025","1.99123485192683e-06"
"433","2005","17","5.49067920305556e-06"
"434","1003","1001","5.32740798211578e-06"
"435","2016","2011","2.97337030334837e-06"
"436","2035","2010","4.50956821564594e-06"
"437","1009","53","3.34621161888576e-06"
"438","1022","1015","2.22398593451473e-06"
"439","1019","1014","6.69063148606712e-06"
"440","2014","1025","2.62711071412161e-06"
"441","1016","1011","3.0097323714896e-06"
"442","1010","50","7.08362564359044e-06"
"443","2022","2015","2.10336530193116e-06"
"444","1035","1007","2.75899454609806e-06"
"445","1005","53","5.90918430485839e-06"
"446","1027","1008","1.75352601009606e-06"
"447","1034","1009","3.94089607452424e-06"
"448","1029","58","2.67452180708282e-06"
"449","2023","50","6.87714931870862e-06"
"450","2030","1025","2.26949006424278e-06"
"451","1010","51","7.45453568737956e-06"
"452","2011","1007","2.24512308343095e-06"
"453","2033","2011","3.601830313678e-06"
"454","2010","54","1.22159459162706e-05"
"455","1025","54","4.19738622889867e-06"
"456","2013","50","4.16167157319044e-06"
"457","1015","51","4.32138182108049e-06"
"458","53","26","1.4168148593521e-05"
"459","2013","1016","4.39118048481384e-06"
"460","2035","2025","2.99535780988435e-06"
"461","2023","2014","5.73169143849737e-06"
"462","2029","2003","2.49454820551872e-06"
"463","1011","1006","3.85778493386448e-06"
"464","2035","2003","4.59016209422098e-06"
"465","1012","49","5.92377235359714e-06"
"466","1031","1018","3.28474261955428e-06"
"467","1021","1016","9.15515280011827e-06"
"468","1009","13","5.31365506717818e-06"
"469","1013","10","4.89843708852697e-06"
"470","1027","1009","2.34294121973157e-06"
"471","2028","1008","1.99617417805057e-06"
"472","53","12","1.00723289873158e-05"
"473","1005","17","8.03723062934856e-06"
"474","2007","10","4.80720920552965e-06"
"475","2014","11","7.35394859487808e-06"
"476","2021","2007","4.37859393004099e-06"
"477","1029","1003","2.86686591715132e-06"
"478","2005","54","1.05779427706562e-05"
"479","2010","1029","3.29392141097694e-06"
"480","1018","1009","4.38014641009076e-06"
"481","1006","10","1.29153636417067e-05"
"482","1013","1012","4.03541067509436e-06"
"483","1030","1020","5.0708607261667e-06"
"484","2021","2010","9.10636442056012e-06"
"485","1027","51","3.65919191454165e-06"
"486","1021","53","1.0130415585196e-05"
"487","2014","1027","3.26883557746463e-06"
"488","1035","1029","3.10840673573541e-06"
"489","2008","51","4.19649140790889e-06"
"490","1025","1014","4.83091962679327e-06"
"491","1033","1005","1.14578438508882e-05"
"492","2008","1025","3.04865695645918e-06"
"493","2024","1028","2.48355704168704e-06"
"494","2022","1029","2.84147034426242e-06"
"495","2013","54","7.49044101598966e-06"
"496","2014","52","1.17909788822763e-05"
"497","2021","17","1.12453457406936e-05"
"498","1010","1006","1.53361750756415e-05"
"499","2002","26","2.62096213232967e-05"
"500","1028","1019","3.84924026785976e-06"
"501","1013","53","7.0217490174951e-06"
"502","2024","10","5.92667732141974e-06"
"503","2025","17","6.15013930453726e-06"
"504","2003","10","9.97184666961268e-06"
"505","2035","52","1.15439567798657e-05"
"506","2014","53","1.03451675451471e-05"
"507","1025","17","6.4543935214312e-06"
"508","1027","1015","3.74730749275435e-06"
"509","1015","49","7.86597038519672e-06"
"510","2003","1027","4.31543697035194e-06"
"511","50","18","2.23802442735406e-05"
"512","2028","1012","3.75784700746403e-06"
"513","2026","26","3.78005539670903e-05"
"514","51","10","1.70023935335822e-05"
"515","1010","1007","8.23901411472479e-06"
"516","2012","53","1.03294097258672e-05"
"517","1014","1002","1.5981571238794e-05"
"518","2029","2010","5.631619231667e-06"
"519","2021","2016","1.57307660987393e-05"
"520","2006","51","2.14468112819419e-05"
"521","2029","2013","4.23769795302445e-06"
"522","2029","50","5.89136670480307e-06"
"523","1025","1006","8.4818061804898e-06"
"524","2025","1008","5.16710002313955e-06"
"525","2035","2008","5.35409033436035e-06"
"526","1035","1021","1.05316792183196e-05"
"527","1035","1002","1.26439466258602e-05"
"528","1021","1009","8.79408322620659e-06"
"529","1029","17","6.31174301639434e-06"
"530","2010","1013","9.97416201781963e-06"
"531","2030","54","1.14058608350814e-05"
"532","1024","1020","8.23598027143411e-06"
"533","2031","2020","9.03219991390857e-06"
"534","2013","49","1.03315707418063e-05"
"535","2015","2012","7.23500095477224e-06"
"536","1009","17","9.96231178270813e-06"
"537","2028","52","6.15671893998003e-06"
"538","2025","54","1.03526583376947e-05"
"539","1012","53","1.30497438877828e-05"
"540","51","17","2.20446653498072e-05"
"541","1010","11","2.16984327454563e-05"
"542","2035","2021","1.21930041323176e-05"
"543","1013","1009","7.08159320973174e-06"
"544","2003","11","1.567346836407e-05"
"545","2022","2016","1.02482244286053e-05"
"546","2011","54","1.04355744008083e-05"
"547","1031","1009","6.04193502949418e-06"
"548","2030","2007","7.06921645120125e-06"
"549","1018","10","1.85406393056593e-05"
"550","2025","10","1.00936530528335e-05"
"551","2016","1010","2.60349116656717e-05"
"552","1010","26","3.63799624618656e-05"
"553","2019","2018","2.18467386523991e-05"
"554","2024","1009","6.95251520143634e-06"
"555","2017","1010","1.93452594771346e-05"
"556","1028","13","7.15092911502397e-06"
"557","1028","50","6.62485427051625e-06"
"558","1019","10","3.14900237388877e-05"
"559","2025","1033","1.21618998027296e-05"
"560","2017","11","2.20966738827416e-05"
"561","2035","1026","1.67385512859638e-05"
"562","1035","1013","9.95854144313543e-06"
"563","2024","1008","7.40663899927799e-06"
"564","1029","1013","6.37315319662344e-06"
"565","1028","1012","6.18146707427299e-06"
"566","1021","13","3.30133168049314e-05"
"567","17","13","4.13444830959199e-05"
"568","2007","1010","1.27175739346494e-05"
"569","2013","10","1.37022715557488e-05"
"570","1025","26","1.44202427373988e-05"
"571","1028","1009","5.66389511068441e-06"
"572","1035","1011","8.83421258199219e-06"
"573","2011","49","1.14731924580111e-05"
"574","2026","2010","3.52171582307789e-05"
"575","1014","58","3.31093878323079e-05"
"576","1014","1010","2.25822160405734e-05"
"577","2003","12","1.97419594899275e-05"
"578","2029","2018","9.24157083986305e-06"
"579","1018","1015","1.33448709839146e-05"
"580","2027","1020","9.42978249747569e-06"
"581","2027","52","1.05992651002502e-05"
"582","2024","11","1.30241749587396e-05"
"583","1035","1023","1.79824961509678e-05"
"584","1025","50","1.34750663258895e-05"
"585","1010","52","4.26376442668e-05"
"586","1023","1014","2.44864885852994e-05"
"587","1005","10","2.48068534581482e-05"
"588","1028","51","8.68028777663015e-06"
"589","2017","2010","2.74183988118627e-05"
"590","1002","11","4.20611857053586e-05"
"591","1025","53","1.53451554392594e-05"
"592","50","13","5.19471193936924e-05"
"593","2029","2007","8.8064102458009e-06"
"594","1007","12","1.83820275907538e-05"
"595","1013","1006","2.02319286684329e-05"
"596","2031","2018","1.80028366187227e-05"
"597","1025","1008","1.10074597392017e-05"
"598","1021","1012","2.18272828856094e-05"
"599","2027","1003","1.07814879826645e-05"
"600","2011","53","1.59604712947099e-05"
"601","2033","49","5.1452183247398e-05"
"602","1034","1029","1.35639575607317e-05"
"603","52","10","6.01935220364302e-05"
"604","2025","1007","1.21052853608283e-05"
"605","1029","26","1.4466269607312e-05"
"606","1035","17","2.50065862628235e-05"
"607","18","11","6.43293397307465e-05"
"608","2035","2028","9.7553164432515e-06"
"609","53","10","4.38324350778e-05"
"610","1025","1016","1.91960974869821e-05"
"611","1035","1019","2.92558431502959e-05"
"612","2024","2007","1.25220763967091e-05"
"613","1011","53","1.84640685947857e-05"
"614","2009","49","2.28292721682978e-05"
"615","2022","1025","1.28031067282671e-05"
"616","2010","2002","5.25278653127583e-05"
"617","2024","2020","1.73288867511613e-05"
"618","1007","51","2.36743574290773e-05"
"619","1027","13","1.73331777285692e-05"
"620","1003","10","3.39321651778375e-05"
"621","2026","1028","1.39591811200013e-05"
"622","1033","49","6.89977255608085e-05"
"623","1021","10","4.60740558762087e-05"
"624","1015","53","2.67363424749304e-05"
"625","53","52","7.84414550154723e-05"
"626","2016","2005","4.54905464391954e-05"
"627","1011","26","2.53235086466255e-05"
"628","2021","54","5.92076242889703e-05"
"629","26","18","0.000177919533680986"
"630","1032","11","9.23571787772496e-05"
"631","2014","2002","4.20907192359216e-05"
"632","50","12","5.52819583761467e-05"
"633","2013","58","3.40307579554642e-05"
"634","1020","11","5.78863946044783e-05"
"635","1017","1002","5.43105328596458e-05"
"636","2026","2025","2.64126845727312e-05"
"637","2030","2021","2.47663758000085e-05"
"638","2031","51","3.04230331123641e-05"
"639","2021","2015","2.45194727118059e-05"
"640","2026","2023","6.42090354712813e-05"
"641","2022","1022","1.70285082491867e-05"
"642","2007","13","3.32956445621425e-05"
"643","17","11","6.71468367782459e-05"
"644","2022","53","2.7113728989543e-05"
"645","1030","1011","1.74121936398964e-05"
"646","2035","2009","2.43002282590335e-05"
"647","1008","10","3.01745411208587e-05"
"648","1029","50","2.08493275177844e-05"
"649","1015","17","3.42584496476992e-05"
"650","2024","2016","2.94263265564295e-05"
"651","1024","50","2.79845588449949e-05"
"652","2028","1002","1.92711897381367e-05"
"653","2014","54","6.28772509363851e-05"
"654","2014","1012","3.4198092058419e-05"
"655","1021","26","9.5826234314668e-05"
"656","2011","13","3.43164780169675e-05"
"657","1033","51","9.64304423556659e-05"
"658","1024","13","3.55784306265703e-05"
"659","2010","49","8.10620887237583e-05"
"660","50","17","7.82118909321856e-05"
"661","2016","54","0.000135050070027969"
"662","1029","49","2.43677192541617e-05"
"663","2033","53","9.95567087091633e-05"
"664","2020","2003","4.59425745366722e-05"
"665","1031","1003","2.72175791172996e-05"
"666","2035","2006","6.00137240386251e-05"
"667","2009","2003","3.31909476255223e-05"
"668","2021","49","7.11127896334298e-05"
"669","2029","54","3.04594254318169e-05"
"670","2020","50","6.39094370440017e-05"
"671","1010","49","8.57897899099524e-05"
"672","1025","11","3.80087032284066e-05"
"673","2035","26","7.29670729017838e-05"
"674","2021","52","9.51406875108936e-05"
"675","2021","58","0.000102684737802451"
"676","2013","1007","2.86759045344677e-05"
"677","2007","1013","2.7996138748108e-05"
"678","2015","49","4.11503079381368e-05"
"679","1016","18","0.000145525582164328"
"680","1025","52","4.4505891708049e-05"
"681","2024","53","3.71953368918879e-05"
"682","2028","2010","2.45101191170778e-05"
"683","1007","49","4.63136892384827e-05"
