Source Node	Dest Node	Inverse Sum of Streamline Lenght	Streamline Count	Average Length	
2007	1011	0.2310	41	179.3124	
2024	2007	0.2364	40	169.7606	
2015	2005	0.2379	19	79.9016	
2026	12	0.2381	8	33.6160	
2007	1005	0.2393	21	90.6376	
1014	1011	0.2440	38	155.8710	
2014	1021	0.2494	33	134.9241	
1025	1007	0.2525	14	66.7981	
1007	26	0.2535	32	126.3193	
2005	1030	0.2583	41	158.8066	
2021	11	0.2624	46	175.3505	
50	10	0.2632	12	74.5038	
1011	52	0.2642	32	121.1460	
2015	1023	0.2670	43	161.2047	
1021	1006	0.2678	21	78.4219	
2013	54	0.2756	27	98.0179	
2013	52	0.2766	30	113.5459	
2033	10	0.2784	32	115.0569	
2013	12	0.2785	51	183.7433	
2017	51	0.2809	19	67.6443	
1023	49	0.2824	13	46.0669	
2007	52	0.2848	30	107.1989	
1014	1006	0.2882	8	28.5124	
2035	1025	0.2893	33	114.2714	
2013	1029	0.2961	54	182.8727	
2035	1026	0.3010	4	13.2935	
2022	11	0.3124	28	89.6683	
52	17	0.3153	46	157.5987	
2035	10	0.3178	25	85.5647	
1029	1013	0.3198	45	142.8435	
2033	17	0.3249	39	120.1433	
2007	1010	0.3278	32	101.1041	
2033	1011	0.3312	67	202.3863	
1009	52	0.3440	44	130.8313	
2025	13	0.3478	42	121.0025	
1018	1008	0.3494	40	114.5980	
2002	1025	0.3576	29	81.2830	
2033	2016	0.3656	24	67.5200	
2030	2023	0.3753	23	61.4757	
1005	12	0.3774	28	74.1866	
1035	49	0.3792	48	126.5852	
2007	10	0.3842	50	142.1870	
1006	52	0.3979	66	165.8973	
1033	1008	0.4041	43	106.4690	
2003	1003	0.4079	44	109.1944	
2007	11	0.4117	77	189.5419	
1033	49	0.4119	58	140.9881	
1033	26	0.4161	52	125.0682	
1035	1025	0.4323	26	60.5396	
2033	1002	0.4371	87	199.4512	
2034	2023	0.4423	25	56.5727	
2030	1005	0.4485	61	136.2637	
2035	2028	0.4583	27	58.9588	
1014	17	0.4592	18	63.8233	
2030	1002	0.4603	87	189.2777	
1010	53	0.4616	26	57.6473	
2009	1021	0.4619	84	183.1641	
2029	2003	0.4728	29	61.4593	
1011	49	0.4818	72	159.4146	
2029	2020	0.4897	90	184.1503	
1002	51	0.4933	87	176.7995	
2014	18	0.5081	56	110.2677	
2015	1002	0.5143	100	194.6144	
2013	11	0.5144	87	169.4100	
2019	52	0.5189	28	53.9961	
1015	51	0.5212	80	153.9236	
2002	49	0.5230	25	47.8091	
1024	50	0.5240	45	85.8959	
1029	17	0.5618	51	91.6790	
1028	51	0.5660	61	112.3295	
2001	52	0.5709	42	76.7875	
1030	26	0.5729	75	131.0260	
2030	50	0.5806	42	74.0414	
2012	53	0.5849	57	98.1248	
50	12	0.5860	21	49.2519	
2033	1013	0.5933	87	146.7392	
1009	18	0.5992	13	22.2243	
1011	26	0.6057	81	133.8978	
2025	1034	0.6064	71	117.4132	
2009	1002	0.6194	125	202.0764	
2025	50	0.6257	39	62.4060	
1033	1014	0.6299	16	25.4812	
1015	52	0.6336	102	161.1308	
2035	1029	0.6683	73	109.2489	
1021	1016	0.6724	30	44.6237	
2024	10	0.6781	162	239.0567	
2027	2015	0.6856	86	125.7444	
2024	2013	0.7015	106	151.5481	
1022	49	0.7043	72	102.4580	
1002	53	0.7045	80	113.9326	
1030	49	0.7126	93	130.5656	
2018	49	0.7129	48	72.4518	
2035	1013	0.7290	86	117.9979	
1029	1009	0.7291	65	95.3271	
2005	12	0.7321	120	163.9580	
2022	2020	0.7377	60	81.6121	
2014	1012	0.7488	27	36.4819	
2030	2007	0.7593	56	83.5051	
2015	49	0.7675	60	84.7010	
1010	49	0.7758	48	77.0236	
1014	13	0.7850	10	12.7435	
2010	1002	0.8022	68	85.8347	
2024	1013	0.8065	153	190.3329	
52	13	0.8090	51	66.9398	
1015	49	0.8193	113	138.0378	
1003	49	0.8252	67	81.2889	
1009	49	0.8673	170	196.7463	
2034	51	0.8814	37	42.1336	
2015	1013	0.8869	125	140.9913	
2030	2005	0.9036	82	91.2541	
1028	52	0.9109	119	131.1867	
1021	49	0.9165	115	125.6413	
2011	2006	0.9192	94	105.2942	
2019	2001	0.9216	103	112.3251	
2027	12	0.9453	81	86.7405	
2011	1030	0.9496	154	162.2516	
2006	1013	0.9640	93	97.6428	
2028	11	0.9731	56	59.9041	
2022	1025	1.0037	23	32.4528	
1015	13	1.0350	91	93.7056	
2026	1012	1.0765	39	36.2737	
2007	1007	1.0835	123	120.5525	
1030	1010	1.1074	73	66.6922	
1005	13	1.1289	98	86.8147	
1006	12	1.1342	32	28.2718	
1029	1016	1.1351	100	89.1089	
1020	13	1.1426	72	63.0868	
1019	10	1.1432	77	67.4039	
2023	49	1.1506	40	35.9382	
1013	52	1.1561	118	104.0221	
1021	1009	1.1974	96	80.4825	
1011	1006	1.2603	111	88.3099	
2002	26	1.2651	51	40.5810	
1022	51	1.2664	141	111.3511	
1033	51	1.2792	205	160.3050	
2035	2001	1.2902	123	95.7169	
1009	12	1.2944	97	76.3713	
2016	2011	1.2963	88	69.8112	
1012	10	1.3038	65	56.7114	
2030	1013	1.3083	168	128.8424	
2030	1030	1.3148	228	173.5033	
1010	26	1.3245	173	130.6476	
2007	1023	1.3349	146	113.2308	
2010	2007	1.3652	43	34.3060	
2015	1005	1.3723	196	142.9016	
1030	10	1.3852	83	73.8699	
2034	2008	1.4034	112	80.3019	
2016	1009	1.4637	137	94.1113	
2010	1029	1.4875	84	56.6362	
1035	1007	1.5267	103	67.7970	
1027	13	1.5881	124	84.5419	
2031	2017	1.6032	122	76.2173	
2026	1028	1.6143	54	33.6123	
1029	1024	1.6231	78	50.3030	
2033	1005	1.6266	242	148.9315	
2030	1022	1.6353	212	129.7627	
2023	11	1.6639	68	40.8856	
2015	12	1.6940	315	186.1989	
1009	17	1.6942	78	49.8097	
2021	1035	1.7397	280	160.9534	
2035	2005	1.7576	140	79.7060	
1010	1007	1.7752	64	39.6551	
2011	1010	1.7764	151	85.5522	
2016	51	1.7800	83	51.2861	
2012	49	1.7875	47	30.6750	
1015	10	1.7891	113	70.2409	
2018	1003	1.8816	195	103.7061	
2035	26	1.9353	17	9.9068	
1034	12	1.9716	70	47.7707	
2014	2002	1.9788	57	30.5336	
2009	1025	2.0406	283	138.9730	
1032	11	2.0535	82	39.9451	
2024	2012	2.0825	131	63.8397	
1028	17	2.0897	229	113.3180	
1012	1006	2.0981	42	23.2884	
2028	2012	2.1187	120	56.7830	
2033	2011	2.1209	270	127.4200	
1020	1008	2.1305	261	122.8176	
2031	2003	2.1396	213	99.6305	
2009	58	2.1735	110	52.7382	
2013	1009	2.1920	326	159.2379	
1020	1003	2.2509	166	74.4217	
1007	51	2.2845	380	166.6246	
1033	52	2.3138	383	165.5606	
2030	2020	2.3138	36	19.8390	
1029	1003	2.3274	163	70.0439	
1008	13	2.4170	204	86.2882	
1021	1015	2.4385	210	88.8027	
52	11	2.5552	232	90.8885	
1034	1010	2.5555	152	59.5575	
1025	1024	2.5580	81	35.6058	
2018	50	2.5589	116	45.3335	
1015	1013	2.5671	226	88.6898	
1011	13	2.5736	203	80.0509	
2014	49	2.6369	49	18.6563	
2033	1021	2.6835	541	201.7506	
2013	1023	2.6841	236	88.3599	
51	17	2.7310	283	107.2771	
2011	12	2.7592	462	167.5551	
2016	1016	2.7769	164	63.2921	
2025	1030	2.8035	355	127.8147	
1018	10	2.8176	406	144.1298	
1014	49	2.8645	83	29.1240	
2030	11	2.8650	290	106.2751	
2030	1035	2.8675	484	168.9154	
2007	1002	3.0174	442	151.2205	
1030	13	3.0182	222	76.0687	
2029	2024	3.0295	181	59.9665	
1022	1015	3.0319	276	91.6317	
1007	49	3.0519	335	115.2877	
1022	1018	3.0619	286	93.4667	
1034	1001	3.1134	47	15.1325	
2013	10	3.1820	255	85.7303	
2017	52	3.1845	239	75.0608	
2016	10	3.1966	80	28.1021	
2033	1025	3.2433	466	143.9107	
1021	11	3.2502	411	127.5246	
2021	1023	3.3133	311	94.4109	
2031	2019	3.3177	354	107.2037	
1035	17	3.3470	217	64.8936	
2025	1013	3.3755	305	98.6634	
2033	58	3.3975	158	47.2878	
1020	1009	3.4144	430	126.0003	
2035	2015	3.5386	82	23.6176	
2014	52	3.5996	119	34.0728	
2007	1016	3.6006	365	101.7949	
2024	1003	3.6412	379	104.6810	
2006	52	3.7108	127	34.2510	
2007	1009	3.7698	576	153.4126	
1005	53	3.8341	303	80.1945	
2029	1017	3.8715	372	106.8393	
2003	10	3.8869	678	174.4527	
2020	2015	3.9111	460	117.8310	
1013	49	3.9479	373	110.3632	
2029	2013	4.0513	544	150.8763	
1007	52	4.0688	697	171.4567	
2030	54	4.0885	151	36.9359	
58	53	4.1477	375	91.3573	
1035	51	4.1946	685	163.5503	
2009	52	4.2092	157	37.5272	
1015	17	4.2958	199	47.3698	
2002	11	4.3005	177	41.3705	
1029	52	4.3097	530	123.1203	
1027	49	4.3135	351	81.7407	
2022	1028	4.3560	108	24.8256	
2031	52	4.3752	340	78.4957	
49	13	4.3768	65	19.1869	
49	11	4.3981	356	82.2068	
1019	50	4.4292	310	70.1084	
2016	1013	4.4293	281	66.2576	
1026	1010	4.4451	487	109.7774	
1001	13	4.4956	449	103.6263	
1033	1021	4.5586	377	82.8438	
2021	1030	4.5730	718	157.1978	
51	11	4.5955	393	87.3953	
1016	49	4.6862	242	60.5207	
1035	1015	4.7375	432	93.7296	
2015	53	4.7538	321	68.2416	
1017	1002	4.8405	251	52.9655	
2028	1025	4.8498	519	107.1858	
2029	1010	4.9468	360	75.2842	
1009	10	5.0197	392	80.5112	
1014	1010	5.0435	605	120.2426	
2028	58	5.0540	178	35.2330	
1014	10	5.0674	177	43.6572	
1024	17	5.1569	409	79.3929	
2009	12	5.1679	895	173.2071	
1026	1025	5.1828	564	109.4391	
2029	1013	5.1884	581	113.7779	
1014	58	5.2015	118	22.7156	
2005	49	5.2772	563	110.7573	
2010	2005	5.2795	60	19.0322	
2002	50	5.2842	138	26.6104	
2021	1002	5.4307	688	127.0655	
2013	1021	5.4335	83	17.8174	
2015	1025	5.4579	752	137.8765	
2035	2027	5.5213	297	54.0287	
2014	17	5.5496	449	81.1951	
2028	10	5.7139	994	174.9259	
1016	1005	5.8840	200	34.9072	
2030	58	5.9036	261	44.8419	
1028	26	5.9126	240	41.4391	
54	50	5.9624	201	37.2620	
2030	2010	6.0386	482	80.2220	
2025	2016	6.1367	296	49.7484	
2021	53	6.1543	357	58.3596	
1010	13	6.1588	409	66.4686	
1012	13	6.1794	177	28.7849	
2017	11	6.2267	508	81.9930	
2022	2003	6.3208	373	60.8328	
2024	1022	6.3245	105	16.6138	
2029	11	6.5357	568	87.2256	
2022	1024	6.5484	96	80.7238	
2029	10	6.5713	651	99.4459	
1028	1022	6.5842	213	44.9707	
1033	1013	6.8084	579	86.5449	
2022	2018	6.8694	528	84.3981	
2030	52	7.2141	232	32.4761	
52	10	7.2328	562	88.1412	
2008	52	7.3005	515	70.6445	
2005	1029	7.3698	957	136.1205	
2027	52	7.3983	454	61.4866	
1024	1015	7.5439	795	106.7963	
53	10	7.7017	309	43.4651	
2020	2003	7.9694	436	55.4745	
2033	2021	8.2010	891	109.8710	
2023	50	8.2549	187	22.7455	
2019	49	8.2679	509	61.6367	
1003	13	8.2839	469	56.9478	
2029	12	8.5569	1190	139.2300	
2030	1029	8.5731	1085	126.7595	
2033	2010	8.5907	817	95.3413	
1025	26	8.6517	827	96.5354	
2012	2001	8.6609	762	88.1024	
2030	2006	8.8673	250	28.4322	
2010	10	9.2243	198	32.1686	
2018	1028	9.2416	1029	112.2369	
2018	52	9.7321	499	51.7415	
1023	50	9.8355	338	34.4064	
2003	2001	10.1408	1060	104.5702	
2016	54	10.2058	224	26.8138	
2033	2013	10.2766	1061	108.6158	
2024	2019	10.3522	108	14.9860	
1005	51	10.5318	1341	127.4075	
1030	51	10.5565	1572	149.3756	
2013	1002	10.6069	1258	119.0571	
1018	1012	10.8330	128	11.9598	
2028	1019	10.8403	1177	108.7463	
2027	11	11.0234	727	66.4916	
2028	53	11.0799	993	90.1689	
1035	1001	11.1322	905	82.9112	
1001	10	11.1682	1007	90.5094	
2025	2015	11.1837	882	80.0641	
2030	1025	11.2787	1370	122.8913	
2017	1029	11.3791	367	41.0023	
2035	2008	11.4274	738	64.7136	
2028	12	11.8426	968	82.6481	
1030	1011	11.8835	1029	87.1212	
51	10	11.9239	1157	99.4395	
1021	1010	11.9673	514	42.9774	
1007	12	12.1185	945	78.4580	
2025	2009	12.2619	1075	87.7244	
1013	51	12.3377	1548	125.6453	
2023	1017	12.3452	125	11.9172	
1032	12	12.5608	595	47.3879	
1028	1012	12.7544	655	51.9001	
2015	2010	13.1413	1172	89.2519	
2015	1021	13.2913	2259	170.0461	
2027	2001	13.6480	1531	112.8250	
2025	11	14.1685	1239	87.8049	
2035	1011	14.4294	2241	155.3710	
2016	1025	14.8158	793	53.9350	
2021	1010	15.1341	904	63.9148	
2024	1017	15.5282	260	17.5585	
1025	53	16.2485	1190	73.9591	
1035	1029	16.3104	864	53.6843	
2015	1011	16.3603	2783	170.1619	
2031	2025	16.5035	1387	84.5854	
1006	10	16.5265	829	50.8291	
2033	52	16.5389	478	29.4377	
2025	1002	16.7060	1845	110.9453	
1012	18	16.7650	516	31.8452	
2018	2001	16.8599	1642	97.8237	
2011	49	17.3500	1959	115.4158	
1035	13	17.6248	245	14.7745	
53	52	17.6782	104	8.7467	
1028	1019	17.9154	1040	58.2094	
1030	18	18.2009	100	5.5832	
2003	52	18.2660	1142	62.5644	
1025	1014	18.4774	2133	116.0725	
2029	1021	18.9290	2261	120.2107	
2025	2001	18.9555	1636	87.2084	
49	12	19.0553	2807	147.9198	
2035	53	19.0710	255	15.0479	
1007	10	19.1093	1194	67.4554	
2028	52	19.6744	1275	66.5030	
2005	51	19.8192	1392	70.3899	
2023	1029	19.9108	1236	62.1769	
1008	10	20.0361	1431	71.6145	
2003	1024	20.3142	2276	112.1157	
1029	1023	21.1384	1100	52.4442	
1023	11	21.6186	628	36.3857	
2031	2012	23.2315	1707	74.6222	
1021	26	23.4069	2890	125.6503	
2008	2007	24.0542	1164	49.6927	
1021	53	24.2957	1900	78.6247	
2007	1025	24.5322	1837	81.0902	
2021	1029	24.7387	3655	147.8349	
2034	2025	24.7681	1997	80.8444	
1025	13	25.4031	2170	85.6593	
2014	10	25.4448	839	50.7295	
2008	51	25.4877	1603	63.1006	
1029	1015	25.6560	1952	76.1665	
2025	1021	26.0479	2593	100.4355	
58	26	26.1870	288	12.0490	
1026	50	26.4398	522	23.5501	
58	11	26.6474	328	13.3666	
2035	12	26.8680	4307	160.3674	
2029	1011	27.7660	3820	137.7123	
1020	1001	28.3049	3221	113.9775	
2029	2023	28.6771	1650	58.0374	
1020	50	28.9607	1898	65.5783	
1009	1006	29.2685	967	37.4362	
1029	51	29.3106	3193	109.1720	
2003	1028	29.3483	3022	103.2302	
2013	2006	29.5911	2171	74.6327	
2014	51	29.7357	67	2.4175	
2013	1007	30.4066	1551	55.4332	
1031	1018	30.5311	2481	81.7521	
2029	50	31.6401	2061	65.3734	
1030	1020	32.0267	293	22.5258	
2035	1021	32.1944	5062	157.3855	
1013	1006	32.3370	2990	92.7491	
2033	49	32.7524	2655	85.7413	
1035	1011	33.6089	2635	79.2427	
2029	1022	34.0710	4142	121.7337	
1025	11	34.1748	1898	66.4641	
26	18	34.2023	2670	95.4912	
1035	1019	34.2118	279	8.2168	
1025	49	34.3743	3340	97.5478	
1019	1018	34.6558	332	9.8775	
1017	11	34.8499	1766	50.9846	
2035	2021	34.9271	2912	83.4037	
2025	52	34.9381	2676	76.7919	
1022	1001	35.2604	2544	72.3855	
2007	51	35.4491	1341	41.8202	
2010	51	35.6116	2501	70.3267	
2025	1022	35.9974	4223	117.4992	
1016	1011	36.6264	2988	81.7001	
2035	1014	36.7000	280	8.4644	
1028	13	37.0847	2444	66.3866	
2025	2008	37.1202	591	16.4381	
2027	1019	38.0137	3780	99.8825	
2016	1010	38.7918	1784	46.0324	
1015	1003	38.8033	4480	115.5925	
1012	17	38.9570	1135	30.3939	
49	17	39.2305	1077	32.1630	
2007	49	39.3962	3697	94.7441	
1030	17	40.3537	2568	66.5766	
2006	51	40.4840	1105	27.6241	
1013	53	40.4882	3002	74.5674	
1022	1008	41.4077	2408	58.5006	
2024	2020	41.8014	1370	56.3585	
2023	1024	42.7593	2746	64.2362	
52	12	42.7836	5885	141.7448	
2022	1022	43.0226	2706	110.7827	
53	17	43.9801	1904	47.7680	
2005	1011	44.5865	6064	136.2238	
2030	2013	45.1095	3279	78.9528	
2021	49	45.7644	5157	114.5772	
2026	11	46.1518	909	26.6172	
2007	1013	46.5343	3258	78.0237	
2020	50	48.2885	1856	38.6090	
1021	1007	48.8943	3556	81.2657	
2021	12	49.7598	8254	166.0614	
2015	51	49.8851	1987	45.2083	
1028	49	49.9613	4799	96.6591	
1025	51	50.0253	5570	112.0617	
1010	12	50.7231	2785	55.0253	
2028	1003	51.0258	4744	93.4002	
2003	50	51.8323	2406	49.3192	
1028	50	52.1694	3533	73.6280	
1035	1013	53.2810	4476	84.2125	
1021	17	54.4112	1914	37.0057	
2008	2003	54.8027	4494	82.1502	
1025	52	55.0334	6308	114.7681	
1010	1005	57.5762	1710	30.5707	
2011	1029	57.7856	8223	142.4494	
1014	50	58.8698	1905	34.4236	
2023	1028	60.2146	2909	51.8788	
1025	1016	60.5711	1486	27.7983	
1034	1029	61.5958	4576	74.5707	
2011	1013	62.4452	1934	73.4769	
1022	13	63.1646	3894	62.1764	
2014	26	64.4470	972	16.9812	
53	50	64.8645	3003	50.9644	
2025	10	65.1734	7162	111.3476	
2017	1022	65.3490	1512	49.7810	
2013	51	65.4819	3450	58.7034	
2028	2020	65.6261	3936	60.1329	
1029	11	65.7298	3171	49.0678	
2025	2007	65.7740	689	37.4097	
2029	1023	66.4606	4660	70.5773	
1035	1021	67.9569	4869	74.3469	
2020	2001	70.2831	7525	107.8748	
1030	1007	70.5351	4635	76.5685	
1024	13	71.2146	4418	62.1554	
1001	12	72.8499	5472	75.8185	
