Source Node	Dest Node	Inverse Sum of Streamline Lenght	Streamline Count	Average Length	
2035	53	0.0173	2	115.3031	
1012	1001	0.0175	2	114.2172	
2028	2007	0.0183	3	164.3309	
2029	18	0.0185	3	162.5659	
1024	17	0.0188	4	213.1239	
2033	12	0.0189	4	211.6243	
2030	17	0.0192	4	208.1225	
2022	1027	0.0193	3	155.7471	
2009	1008	0.0203	4	196.8124	
51	26	0.0206	4	194.2480	
2030	10	0.0207	4	193.6232	
1035	1027	0.0208	1	48.0000	
2028	54	0.0211	2	95.2395	
2012	1005	0.0212	4	188.3739	
2031	2012	0.0213	2	93.9939	
2033	1007	0.0213	5	234.4497	
2030	13	0.0215	5	232.7005	
2008	10	0.0219	4	182.6866	
2030	1010	0.0235	3	127.5000	
2035	2016	0.0237	3	126.6188	
2021	17	0.0239	2	83.7500	
1025	1007	0.0243	4	165.1627	
2014	1010	0.0245	3	122.4989	
2009	13	0.0253	5	197.6463	
1012	58	0.0258	1	38.7501	
1006	51	0.0262	5	191.0995	
2011	12	0.0275	5	186.2967	
2014	17	0.0276	4	144.9376	
2035	2003	0.0290	2	69.0000	
1014	53	0.0291	5	172.1503	
2009	1007	0.0307	6	202.8237	
2016	1013	0.0308	2	65.2098	
2026	2012	0.0308	1	32.5000	
2029	12	0.0309	7	226.6431	
2022	1024	0.0310	1	32.2500	
2005	49	0.0319	3	94.0832	
2011	54	0.0326	3	91.9721	
2011	10	0.0330	4	121.5573	
1024	49	0.0330	4	135.1875	
2009	12	0.0335	8	239.8417	
2011	52	0.0348	5	143.8000	
1014	1005	0.0378	5	132.2975	
2007	1025	0.0393	8	203.8707	
2011	1033	0.0394	9	228.1903	
2023	1029	0.0419	3	71.5819	
1006	54	0.0462	9	194.7166	
2010	18	0.0469	5	106.6991	
2007	2005	0.0474	4	87.4868	
2007	1029	0.0479	10	209.4213	
2012	2008	0.0501	6	119.8505	
2033	2010	0.0505	6	118.9116	
1028	1012	0.0513	2	38.9977	
1021	51	0.0514	10	194.8468	
2017	10	0.0542	5	92.3493	
2028	58	0.0549	4	72.8751	
2026	13	0.0552	2	36.4222	
1027	1006	0.0561	11	196.1957	
1002	10	0.0566	4	70.6236	
2028	1002	0.0575	3	52.1656	
2021	50	0.0596	8	134.3160	
2011	58	0.0597	8	134.1228	
1029	1020	0.0599	6	100.3325	
1016	13	0.0601	6	99.9572	
2029	2012	0.0629	8	127.3382	
2014	1025	0.0635	8	125.9938	
1012	1008	0.0648	13	200.7235	
1028	1022	0.0666	7	105.1258	
2030	1009	0.0682	16	235.0154	
1016	49	0.0698	9	129.2153	
1008	18	0.0707	8	113.1929	
2014	1002	0.0721	3	41.8334	
2022	2008	0.0766	4	76.6241	
2012	11	0.0820	3	38.5818	
1029	1014	0.0826	11	133.2273	
2020	1027	0.0833	8	96.1109	
1006	1003	0.0838	14	167.0508	
1001	12	0.0860	8	93.0924	
1012	1011	0.0860	12	140.0830	
1012	1009	0.0880	5	56.7999	
52	26	0.0899	2	22.2500	
2009	1029	0.0940	19	204.6560	
54	18	0.0945	18	190.7735	
1006	50	0.0970	16	165.0612	
2020	52	0.1018	5	49.8451	
2009	1006	0.1039	9	86.6642	
1035	1009	0.1050	6	59.9920	
1005	18	0.1066	12	113.2294	
1028	1007	0.1072	20	187.4348	
1020	10	0.1088	6	55.2495	
2025	18	0.1091	16	147.4044	
1030	26	0.1099	5	45.5930	
2008	1009	0.1130	26	230.2014	
2014	1029	0.1134	16	141.3525	
2010	12	0.1135	12	121.1962	
1011	1006	0.1146	11	95.9531	
2028	26	0.1197	6	50.2077	
1013	51	0.1227	32	266.5367	
2020	49	0.1228	7	59.2450	
1014	1009	0.1245	5	41.3478	
53	18	0.1261	23	182.4829	
1002	58	0.1280	6	47.0417	
2010	1009	0.1322	22	185.2415	
1010	52	0.1331	14	105.3168	
2016	52	0.1356	14	103.8736	
1033	1025	0.1362	14	112.3883	
2017	2002	0.1370	11	80.8570	
1012	17	0.1373	4	30.7375	
2033	1029	0.1381	26	188.3538	
1008	26	0.1396	17	121.7763	
1022	1009	0.1409	13	92.2643	
1031	1020	0.1420	9	63.4156	
2026	54	0.1423	3	21.0822	
2026	2011	0.1469	19	129.4050	
2025	2011	0.1508	7	46.4269	
2002	1014	0.1526	10	65.5531	
2007	10	0.1528	23	151.5587	
2025	1028	0.1533	21	137.0391	
2030	1033	0.1550	37	238.8971	
2029	2028	0.1583	25	159.0580	
1006	53	0.1592	30	188.5075	
1012	10	0.1595	9	56.9617	
2010	52	0.1599	14	87.8716	
2010	17	0.1608	18	137.0236	
1010	1009	0.1626	17	105.7200	
2013	12	0.1640	23	140.2320	
1021	1015	0.1748	18	102.9989	
2030	1007	0.1775	41	231.0137	
2022	1028	0.1810	29	160.2773	
2029	1009	0.1826	45	247.1766	
54	50	0.1828	6	32.9130	
2011	11	0.1852	25	135.0843	
1011	26	0.1966	27	137.4144	
2021	2006	0.1972	21	107.3311	
2030	2010	0.1988	23	115.7234	
2013	1016	0.2017	15	83.1609	
2023	11	0.2043	8	39.3745	
50	12	0.2043	31	151.7646	
2029	17	0.2074	39	197.4859	
1021	11	0.2312	34	147.0831	
2010	1033	0.2316	37	179.1469	
2035	2027	0.2337	10	43.1161	
2009	1025	0.2413	44	182.4390	
1009	11	0.2484	44	181.0231	
1027	1022	0.2508	25	100.0263	
2024	1013	0.2569	45	175.2338	
54	11	0.2618	14	53.4800	
1030	13	0.2651	13	66.1865	
2028	12	0.2755	37	134.5582	
26	17	0.2780	38	136.7458	
2013	1009	0.2786	37	156.1939	
2027	52	0.2795	16	57.3565	
2030	1025	0.2823	49	173.6460	
1018	17	0.2828	51	180.5838	
2030	12	0.2850	60	210.7968	
2006	1016	0.2889	33	114.2475	
2026	1032	0.2932	10	34.4096	
1029	1006	0.2990	29	97.0250	
1013	1008	0.3007	54	185.7324	
2010	1016	0.3108	18	57.9569	
2009	1013	0.3305	44	145.8764	
2029	1017	0.3305	17	74.1135	
2025	12	0.3341	45	140.9718	
1028	50	0.3346	29	98.1409	
1028	1015	0.3358	51	152.0576	
1029	1009	0.3506	50	148.5616	
2028	1003	0.3517	36	102.3869	
2023	1002	0.3521	4	13.4238	
2021	58	0.3569	46	128.9054	
1006	11	0.3670	51	139.6647	
2006	49	0.3750	47	125.5025	
2024	2013	0.3791	65	172.2545	
1009	1001	0.3800	3	7.9167	
1024	1015	0.3821	36	94.3022	
1032	1019	0.3828	16	41.8743	
2023	1022	0.3838	24	62.5718	
2006	2005	0.3903	43	110.2362	
1009	1005	0.3930	57	145.0722	
2010	1007	0.3940	70	196.2697	
2028	1020	0.3969	39	98.6559	
2028	1019	0.4107	38	92.7537	
2020	2014	0.4160	18	43.4378	
51	18	0.4176	77	184.5006	
1033	1010	0.4206	46	109.5063	
1009	17	0.4220	24	78.5151	
2002	26	0.4266	23	54.0990	
1011	11	0.4266	64	150.0204	
2019	2014	0.4329	22	51.5044	
1010	1006	0.4437	22	49.6890	
1028	52	0.4609	66	144.4650	
2012	2006	0.4645	5	10.7797	
2024	2007	0.4648	77	165.6724	
2014	54	0.4656	10	21.7158	
2029	2015	0.4664	61	131.3213	
2008	1033	0.4711	112	237.9546	
1013	52	0.4757	57	120.0996	
1023	11	0.4771	25	52.4268	
2029	1033	0.4780	120	251.4588	
2012	26	0.4834	5	10.3493	
2021	11	0.4885	64	131.0514	
2028	2015	0.4928	66	134.0426	
54	12	0.4942	85	172.2187	
2022	53	0.4952	43	86.8547	
2008	1007	0.4968	116	233.5099	
2019	2008	0.4973	67	134.8110	
2013	17	0.5057	37	91.0334	
2029	2020	0.5145	61	118.8386	
2027	1014	0.5148	51	99.1027	
2010	2002	0.5228	23	44.2880	
1010	1007	0.5279	57	109.2081	
2035	2029	0.5283	49	93.7483	
1016	12	0.5363	49	91.4626	
1021	13	0.5374	61	114.5592	
2025	2009	0.5391	44	81.8195	
1020	17	0.5408	91	168.3441	
1034	1029	0.5539	48	87.4197	
1009	50	0.5687	96	168.9039	
2015	2007	0.5711	54	107.5053	
2008	52	0.5722	54	94.4988	
2014	2011	0.5822	77	132.3843	
2035	2028	0.5865	24	40.9440	
2025	2015	0.6437	57	88.5805	
2010	1029	0.6488	52	80.1566	
2021	2012	0.6534	72	110.2474	
2024	1029	0.6548	19	29.1028	
2021	1029	0.6626	102	154.0128	
2013	1029	0.6929	144	207.9593	
2026	2021	0.6934	83	120.1446	
2033	49	0.7053	49	69.5543	
2029	1007	0.7102	177	249.9315	
53	10	0.7140	97	153.5883	
2025	50	0.7166	37	52.5772	
2028	53	0.7375	90	122.3054	
2025	2024	0.7474	25	34.8549	
1024	50	0.8010	68	84.8936	
2029	1022	0.8064	106	131.5047	
2027	1003	0.8108	74	91.3276	
54	17	0.8126	139	171.5522	
52	11	0.8231	28	34.7781	
1020	1015	0.8348	124	148.7087	
1030	1005	0.8645	71	82.2493	
2007	1009	0.8654	141	164.2878	
51	11	0.8678	65	88.5401	
1006	49	0.8731	148	169.8120	
50	17	0.8739	107	125.3760	
2029	1011	0.8924	28	32.2008	
2013	1007	0.8969	133	166.6996	
1012	18	0.9245	24	26.8355	
49	18	0.9342	157	168.2678	
2009	10	0.9387	132	147.8401	
2032	2019	0.9611	55	57.6042	
2030	2025	0.9649	82	85.0111	
2030	1029	0.9679	177	182.9134	
2017	1010	0.9926	36	36.2799	
1034	1012	0.9978	104	104.2500	
2026	51	1.0104	26	25.7371	
2006	52	1.0307	41	39.7948	
2030	49	1.0328	72	69.7859	
53	13	1.0375	196	189.5324	
2022	10	1.0398	120	115.4600	
1029	1016	1.0549	72	69.2396	
2013	10	1.0701	113	116.2471	
1035	1013	1.1146	111	99.6058	
1009	54	1.1388	224	196.7139	
1033	1029	1.1447	154	135.3214	
2022	2007	1.1665	188	161.3002	
2025	1022	1.2129	139	119.9329	
2032	2020	1.2360	71	57.8164	
1018	1001	1.2478	118	94.6713	
2029	2006	1.2504	152	121.7420	
1020	1003	1.3128	87	66.3551	
1010	54	1.3178	121	93.7836	
51	13	1.3673	254	186.3057	
1025	26	1.3993	170	121.7806	
2025	52	1.4030	118	84.2220	
2008	2006	1.4032	162	115.4988	
2014	1027	1.4247	138	97.4552	
1029	26	1.4301	186	130.3474	
2005	53	1.4449	110	78.2274	
1020	11	1.4537	24	17.8578	
1028	51	1.4741	189	130.0095	
2030	2029	1.4943	154	104.9469	
2021	2007	1.5345	93	64.8602	
2012	13	1.5670	53	33.8627	
1033	26	1.5799	77	49.1688	
2011	2006	1.6023	177	110.9502	
2027	2015	1.6146	212	131.4440	
1024	1007	1.6279	230	149.2158	
1024	1012	1.6589	98	59.0846	
1029	49	1.6722	209	126.8460	
1009	13	1.6855	84	50.1091	
1010	18	1.6860	163	97.1189	
2013	52	1.6943	206	122.1886	
1007	50	1.7159	291	169.6510	
51	17	1.7205	294	171.1843	
2015	2003	1.7233	218	126.5171	
1034	1008	1.7642	152	86.3072	
1030	1021	1.7785	192	108.1738	
2026	53	1.8308	234	127.9303	
58	53	1.9599	204	113.1037	
2022	1017	1.9636	237	120.8370	
2025	1009	2.0186	360	182.4196	
1013	13	2.0341	218	107.2931	
1029	1013	2.0695	118	119.3792	
2014	52	2.0891	69	33.4994	
2025	1016	2.1107	195	92.4450	
1033	54	2.1338	424	198.8064	
1027	51	2.1661	287	132.6144	
1018	1008	2.2134	239	115.5139	
1025	11	2.2396	103	46.1173	
2020	2003	2.2435	139	62.0520	
2023	1024	2.2436	160	71.3794	
2027	10	2.2530	202	89.6959	
1033	1011	2.2734	304	134.0386	
2021	2014	2.2819	285	125.0948	
1033	11	2.3060	337	150.8244	
2031	2027	2.3285	275	118.1259	
58	26	2.3433	20	8.5980	
2022	2013	2.3821	421	176.9097	
2030	2007	2.4123	259	107.5819	
1013	53	2.4241	143	61.9871	
2022	2020	2.4722	125	51.6183	
17	11	2.4932	255	108.3642	
1006	1005	2.5151	234	93.4144	
1028	13	2.6182	168	64.1740	
1007	1005	2.6455	156	59.9905	
2025	1033	2.6511	495	193.8303	
2003	11	2.6754	200	74.9452	
1011	51	2.7178	522	192.6536	
2003	52	2.7408	172	62.7700	
2023	2014	2.8318	194	68.9693	
2014	1019	2.8804	227	78.9725	
2029	2009	2.8898	344	121.3927	
2007	1007	2.9584	445	151.4314	
2026	1028	2.9904	184	62.1277	
53	11	3.1101	277	97.1731	
2029	1013	3.1260	558	179.7710	
2015	54	3.1762	85	26.8555	
1022	1020	3.1959	308	96.6468	
2002	1026	3.2794	70	22.2538	
1021	1014	3.3912	443	130.6441	
1019	1018	3.4465	69	20.0625	
1025	53	3.5169	488	139.3094	
1007	54	3.5784	710	198.4527	
1014	1011	3.5791	485	135.5874	
2002	1028	3.6976	99	33.3356	
2014	53	3.7034	414	123.5389	
1022	17	3.7335	440	117.9289	
1028	49	3.7725	430	116.8896	
2009	49	3.7831	329	88.3839	
1027	17	3.8071	668	175.8781	
1033	1005	3.8174	553	144.9589	
2025	2007	3.8209	191	52.6579	
1008	17	3.9724	376	95.0451	
1027	1015	3.9746	565	142.4380	
1033	50	4.1103	732	178.3253	
1030	1007	4.1251	491	119.0817	
1028	58	4.1922	283	67.6601	
1010	26	4.2061	465	111.0262	
2014	1012	4.4352	80	22.3867	
2022	2018	4.5073	270	62.4494	
2031	2020	4.5083	408	91.5344	
1018	12	4.6163	401	130.4261	
2033	52	4.7318	211	44.6300	
2014	13	4.7632	189	39.9547	
1035	1011	4.8770	473	97.9701	
2006	1013	4.9248	347	70.5044	
2009	52	5.0233	247	53.0084	
2020	2008	5.0842	593	116.9028	
1018	1007	5.1383	968	191.0548	
1033	52	5.1764	324	62.6771	
1013	49	5.2840	563	114.4522	
1016	18	5.3146	205	38.6334	
1021	1009	5.3957	639	119.0781	
2028	2008	5.5402	708	128.3677	
1029	17	5.6232	423	81.0233	
2021	49	5.6575	599	105.9270	
2012	53	5.7808	103	20.3273	
2003	1028	5.8758	568	96.8624	
2031	2018	6.1007	512	85.9052	
1032	10	6.1582	433	70.3178	
2027	1027	6.1671	583	94.7269	
2031	2028	6.2358	729	116.9238	
49	13	6.3425	219	100.3390	
1018	1012	6.3733	90	19.8859	
1022	1012	6.4278	440	68.4927	
2025	1017	6.9196	120	27.6592	
1032	13	7.0219	451	64.2386	
1016	1005	7.1030	554	78.3564	
2024	2008	7.2013	1095	159.4615	
2015	52	7.2383	917	127.9984	
2006	51	7.3480	368	82.5547	
1015	1012	7.4062	385	51.9896	
2021	2010	7.4364	409	57.7499	
2014	2002	7.4949	328	44.5142	
18	11	7.4984	260	34.9662	
1010	13	7.7060	618	80.3919	
1021	1006	7.7789	600	77.5614	
2008	53	7.8521	777	99.0603	
2024	1025	7.8656	275	35.0203	
2009	17	8.4341	787	93.5602	
2015	2013	8.4344	841	101.3563	
1035	1008	8.4625	582	69.5107	
1007	11	8.4665	1175	139.2810	
2026	52	8.6553	198	23.4663	
1035	1015	8.7527	413	47.5147	
2011	49	8.8070	789	94.1962	
1030	1009	8.8988	334	37.8118	
2022	50	8.9227	475	53.4687	
1008	13	9.0572	789	87.2147	
2010	1005	9.3616	708	75.6652	
1009	51	9.3763	1833	195.5873	
2025	1006	9.5381	1586	166.3132	
1007	51	9.6082	1886	196.4022	
2034	51	9.6927	188	21.5607	
2030	2011	9.7485	1066	109.6060	
1024	1020	9.9268	803	80.9314	
2023	58	10.3142	714	70.0553	
2007	49	10.5381	1114	107.6390	
1010	49	10.8448	691	80.9380	
1025	1014	10.8968	1349	124.0865	
2027	2022	11.0546	921	86.1053	
2025	1013	11.0578	888	88.6277	
2021	2015	11.3765	1353	120.6176	
2016	54	11.4715	1237	110.1656	
1008	10	11.7060	933	79.9116	
2011	1021	11.8886	1969	166.3808	
2028	2022	11.8980	831	70.4215	
1022	1007	11.9582	1412	119.1665	
1007	13	12.0707	819	74.7717	
1026	58	12.7804	205	29.0487	
1005	17	12.8106	699	56.1453	
1025	54	12.8819	1868	145.3005	
1007	53	13.4260	2561	190.8395	
50	13	13.6405	244	18.0592	
2030	52	13.9250	571	41.0570	
1005	13	13.9569	1246	89.5122	
53	17	14.0964	848	100.0422	
1014	52	14.2298	425	30.6110	
2026	1002	14.4178	718	50.0683	
2023	50	14.4461	925	64.5158	
1019	11	14.5003	389	27.6305	
1015	12	14.8142	570	38.7610	
2013	1011	14.8409	177	15.4372	
1014	1010	15.0778	1556	103.9431	
1005	10	15.0814	1734	115.4624	
1030	1019	15.1731	184	12.2099	
1009	53	15.1838	2981	196.7051	
1030	1014	15.4038	267	20.7681	
17	13	15.4115	825	78.2934	
1002	11	15.4822	705	45.5615	
2021	2016	15.5092	816	54.2500	
1020	1007	15.6119	2836	182.6216	
2030	54	15.6513	359	24.5624	
2016	51	15.8549	1491	95.4554	
1028	1020	15.9050	830	52.7083	
1031	1003	15.9607	1155	72.6749	
1013	1006	16.0224	1449	102.0248	
1009	1006	16.0875	868	59.6692	
2011	1025	16.2047	2008	125.9916	
2003	10	16.2898	1450	89.1069	
49	12	16.3438	2561	156.8885	
2024	2020	16.4488	394	43.1407	
2014	10	16.7212	694	41.6558	
1033	1013	16.7446	1579	95.8911	
2029	53	16.8127	1568	93.6747	
1009	49	16.8886	2964	175.8094	
1025	1006	17.1951	1222	72.6943	
49	11	17.3496	794	66.2130	
1029	18	17.4585	2022	115.9427	
1003	17	17.6351	2578	146.2886	
1006	12	17.8243	602	34.7988	
2005	1011	17.9712	369	21.3637	
1017	10	18.1445	931	52.6212	
2029	11	19.1788	1989	103.7700	
2005	51	19.2292	1570	81.7041	
1011	18	19.5932	2281	116.5420	
2011	53	20.5159	1645	81.2822	
1009	12	21.0415	1037	67.7263	
52	12	21.0758	508	24.6771	
1027	1008	21.3498	2928	137.3527	
2031	2024	21.9176	1519	69.3871	
2020	50	22.0245	703	34.3071	
1028	1009	22.0607	3356	152.4108	
2022	1013	22.2549	3887	174.7531	
2025	1007	23.1468	4041	175.9323	
1034	12	23.1958	1233	66.9529	
2021	2009	23.3577	2599	113.0940	
2028	1026	24.0178	1394	58.1625	
2030	2013	24.0804	2396	100.9611	
1016	10	24.1878	247	70.0936	
2029	2013	24.4076	1501	104.4030	
1014	1002	24.6124	1298	52.8755	
1030	1020	24.6603	3105	126.7831	
1010	12	25.2629	1787	71.0664	
2018	2012	25.7698	280	11.4398	
2013	2006	26.2339	2080	83.1799	
2017	1029	26.4724	2766	105.2045	
2027	1028	26.9314	2657	99.1947	
54	10	27.0126	4216	156.5327	
1010	1002	27.6560	1688	61.2899	
2007	1013	28.1597	1842	86.8999	
1010	51	28.8090	2426	85.6615	
1013	10	29.0218	2462	87.6793	
2012	2009	29.0903	1736	71.5635	
1033	51	29.3794	5817	198.1411	
52	18	30.7235	1094	36.0626	
2015	53	31.1081	1075	36.8443	
1014	58	31.5107	361	18.2133	
2008	54	31.5633	2843	90.1162	
2021	1011	31.9550	5237	163.9641	
2022	1029	32.4233	3991	123.1202	
2029	2018	32.5818	3658	113.0885	
2025	2008	33.0401	1870	56.8477	
2029	54	33.5634	3352	99.9368	
1021	53	33.9057	4305	142.1695	
2019	50	34.5709	1254	36.4619	
2008	49	34.6460	2498	72.8044	
2014	1028	35.5190	3534	99.6220	
1009	10	35.9235	2181	64.3559	
1033	13	36.1379	1526	42.5191	
1012	1006	36.3608	292	16.1451	
2028	1024	38.4322	4189	110.1485	
51	10	38.4632	5850	152.2729	
2029	1029	38.4802	2006	119.1173	
53	50	38.7587	1827	63.5664	
2025	1021	39.1100	4730	121.9057	
2027	11	40.1066	4853	124.5900	
1011	10	40.4884	4707	116.4150	
1020	1009	41.2971	6003	145.4855	
2028	2010	42.1164	4654	111.0134	
2022	1022	42.3780	5117	120.7888	
1033	49	42.5195	7660	180.4562	
2028	1023	43.1087	1865	52.3117	
1002	26	43.1274	2196	51.1224	
2010	2006	43.6058	2069	48.4523	
1023	1014	43.9004	3386	77.9055	
1005	12	44.4938	4946	113.7487	
1003	11	44.9747	1458	33.6818	
2028	1027	45.8577	4284	93.8815	
1006	10	45.9886	2499	64.2591	
2008	2003	46.3807	5206	114.1004	
49	17	46.6290	5932	131.7394	
51	12	46.8488	7833	167.4299	
1031	1012	48.8286	3341	69.7212	
1028	1010	49.1173	4110	86.3488	
2025	1029	50.0098	5438	117.2774	
2026	2025	50.0139	5203	104.1646	
2026	2023	50.1541	3168	64.7213	
2029	2010	51.3788	3289	65.6227	
1024	1008	51.4901	4494	88.2265	
2030	2021	53.7659	6151	114.8874	
1017	11	53.9819	2398	47.4250	
17	12	56.0193	2671	88.0808	
1035	1029	56.6286	5039	89.0900	
1005	53	56.7018	9020	159.9879	
1007	12	56.8670	5926	122.1841	
1031	12	57.1594	2452	45.6383	
1014	10	58.0226	1442	33.1708	
1018	1009	58.0639	6544	113.6205	
2022	1025	58.2757	6681	114.8416	
2016	2005	58.6572	3842	65.8478	
1027	10	58.8277	3518	60.0851	
2010	1023	58.9330	416	7.1245	
1015	1007	61.6837	2301	37.5815	
2035	2006	61.9087	165	4.2653	
1029	53	62.5466	10005	160.7387	
2024	1017	63.0844	7407	123.8640	
2003	49	63.2056	3352	53.3017	
2010	2005	63.5490	4027	63.5011	
1032	12	63.9560	3232	50.7041	
2025	53	64.6578	3904	63.6767	
2028	2012	64.9716	3158	48.7144	
2023	1025	64.9826	3606	56.1171	
2025	17	68.0977	9614	141.3941	
1026	50	69.4044	2478	36.2870	
2029	52	69.4777	5292	76.3549	
1007	49	70.2207	12364	176.4042	
1031	1009	70.4431	4559	65.0863	
1029	1010	70.5091	3575	52.6614	
53	12	71.5328	12317	172.7913	
1030	1013	71.5502	8452	118.3552	
2026	26	73.1546	409	6.3354	
1033	53	73.2965	14073	192.4662	
2026	11	73.6215	395	5.5784	
2025	54	74.0212	6787	91.8153	
1005	51	74.9667	11937	160.1324	
2028	1032	75.0403	6615	90.9196	
2017	1023	76.6507	1581	44.2413	
2010	54	77.6119	6747	87.3848	
1029	1024	77.6172	4970	64.5040	
2029	10	79.6745	9080	114.2729	
1033	1021	80.9459	9493	117.8074	
1027	1007	81.2175	14549	181.0671	
2029	2017	81.3513	341	4.9121	
26	18	81.7728	1899	23.8002	
53	52	82.3376	1314	17.4385	
2011	1029	82.3536	7366	140.1814	
1021	1007	82.8015	4377	64.3773	
2024	1024	83.2607	8378	120.3544	
1023	26	83.6200	5306	64.6472	
2021	1010	85.6822	7325	85.8553	
2026	50	88.2444	998	14.0172	
2007	54	89.1948	1053	13.2159	
1003	12	89.3813	3728	43.3471	
2011	2010	89.4558	5322	60.5993	
2010	10	93.3518	6360	69.0369	
1021	1010	93.5434	2539	49.1507	
2009	54	97.4104	1300	14.6701	
2028	2019	97.9440	5231	53.7600	
2029	1010	100.1523	8602	86.3353	
2030	2019	100.3201	848	9.0386	
1022	13	100.9099	6879	68.5718	
2012	49	101.9685	1332	13.9437	
2030	2008	102.9118	9668	98.6176	
1011	17	103.8788	8023	77.5588	
50	10	104.4294	7322	72.4826	
2003	50	104.9552	3158	30.2703	
2013	1010	105.0060	4585	47.1888	
1034	1024	106.3444	211	2.5279	
2010	1025	107.8722	5511	52.7911	
1011	53	110.7337	18934	171.1592	
2030	2018	111.2424	732	7.7450	
2017	11	111.6805	8500	76.7493	
2027	49	113.5455	5904	52.4049	
2032	50	113.7629	4458	39.4140	
1021	1016	114.9205	5676	49.9904	
2032	51	116.7499	5847	50.6206	
2024	11	117.8525	9447	80.2724	
2028	1017	119.3451	8941	75.8761	
2028	10	121.9193	11590	95.2968	
2025	2006	121.9875	8941	76.0600	
1025	1024	124.1500	6491	52.7521	
2005	1029	124.3383	2746	41.4174	
1024	13	127.2536	9024	70.9196	
2001	51	127.5661	8597	67.9569	
2029	2021	128.9858	3111	25.2260	
1021	10	129.1526	13777	107.0522	
2018	2008	129.4796	13167	102.3717	
1034	1022	130.6043	296	2.6978	
1016	1009	130.8260	1549	12.4997	
2021	1025	131.9904	431	7.0017	
1025	1016	134.4097	5865	51.0533	
1007	1003	134.8123	18824	142.0401	
2011	1011	139.6742	11087	154.4758	
1033	1014	142.0393	3552	28.8170	
1007	10	142.4533	10314	77.5096	
1025	17	144.7300	8164	58.9796	
1031	1018	147.2118	12256	83.6390	
2014	49	148.4167	2913	22.1145	
18	13	149.0096	2933	20.5190	
2011	1010	149.0876	12707	86.0755	
52	13	149.2235	2805	18.9480	
1025	49	149.3571	16735	113.0559	
2026	49	151.8614	1699	12.0705	
1011	13	155.6912	15360	98.9518	
52	10	155.8022	2058	14.4374	
1019	12	156.6966	5140	33.0592	
2022	11	157.3205	15353	97.8415	
2028	2020	157.4142	8435	54.3888	
2007	51	159.9793	14209	90.7861	
1025	13	161.2011	12439	77.2448	
2024	50	164.4801	7619	46.4004	
2023	1017	165.4524	6909	44.9741	
1025	12	167.1007	11453	68.6540	
2013	1021	167.5224	11233	107.3279	
1025	51	168.7271	21978	130.4492	
1033	1012	169.1339	3469	40.6937	
1030	1011	169.4515	21154	125.0925	
2005	1010	169.5728	13237	78.7363	
2025	2022	170.8948	950	7.9423	
2032	2012	171.8767	1874	21.9326	
2012	1014	172.0561	1232	7.3159	
1024	1009	173.0799	18997	109.9042	
