Source Node	Dest Node	Inverse Sum of Streamline Lenght	Streamline Count	Average Length	
2023	1035	0.0140	1	71.2501	
2002	49	0.0140	2	142.4985	
2029	1011	0.0141	3	218.7479	
2023	11	0.0143	1	70.0000	
2025	1016	0.0146	3	206.0834	
2008	1007	0.0148	3	203.1669	
1001	49	0.0151	2	132.8734	
2033	2008	0.0158	2	126.4977	
1010	18	0.0160	1	62.5000	
1011	54	0.0160	4	249.6214	
2028	2001	0.0167	2	120.1169	
2020	2008	0.0169	2	118.3748	
2002	26	0.0170	1	58.7501	
2029	2006	0.0171	2	117.1249	
1028	1009	0.0173	2	115.4976	
2011	1010	0.0175	3	172.5001	
2003	13	0.0177	3	169.2487	
1020	58	0.0179	1	55.7500	
1035	58	0.0180	1	55.4966	
2025	11	0.0191	2	104.9980	
1035	1009	0.0191	2	108.9964	
2010	50	0.0192	2	103.9983	
2007	1008	0.0194	4	206.8732	
2010	2002	0.0194	1	51.5000	
2016	12	0.0196	2	102.2435	
2023	49	0.0197	3	152.5834	
1028	1013	0.0201	4	198.8723	
2014	12	0.0211	1	47.4959	
2021	1011	0.0213	3	141.3332	
1011	13	0.0214	2	96.3707	
2035	18	0.0216	1	46.1980	
2029	12	0.0217	3	138.4944	
2013	2003	0.0222	4	180.4682	
2026	2012	0.0223	1	44.7500	
2017	1021	0.0224	4	178.9272	
2011	13	0.0227	4	176.2490	
1033	1016	0.0227	1	43.9999	
2022	2015	0.0233	2	86.1251	
1006	52	0.0238	5	210.3120	
2006	51	0.0239	3	125.9989	
1030	10	0.0240	3	124.9974	
1030	51	0.0241	4	166.3118	
2006	52	0.0243	3	123.3306	
2002	53	0.0248	4	161.7503	
1028	1010	0.0260	3	115.4894	
2020	2003	0.0263	2	76.0000	
1028	1007	0.0265	6	226.8328	
2011	17	0.0268	4	149.1250	
49	18	0.0278	4	147.9949	
2033	2025	0.0284	4	140.9353	
2020	12	0.0285	2	70.1229	
2010	1011	0.0285	5	175.1989	
1003	51	0.0286	3	104.9917	
1030	54	0.0293	5	170.4486	
2031	2020	0.0294	3	102.1564	
2022	2013	0.0310	5	161.6500	
1030	1005	0.0312	3	97.2500	
2007	12	0.0321	5	160.5938	
2029	1007	0.0331	7	213.1423	
2015	2013	0.0332	3	90.6641	
2035	13	0.0333	1	30.0000	
2024	2013	0.0336	5	148.8865	
2008	1015	0.0344	5	145.3971	
1019	1014	0.0345	1	29.0001	
2011	1006	0.0347	9	259.4998	
2017	1002	0.0354	1	28.2348	
2007	1009	0.0356	6	169.7368	
2024	1022	0.0358	4	111.6666	
2033	2019	0.0370	1	26.9943	
53	13	0.0372	4	107.6250	
1024	1007	0.0372	5	135.3855	
2011	2003	0.0374	7	187.4636	
2028	1007	0.0375	6	159.8738	
2026	1012	0.0379	2	52.7422	
2010	2007	0.0388	1	25.7500	
1034	52	0.0391	6	153.5827	
2008	1013	0.0396	9	227.0811	
1033	49	0.0402	7	174.1427	
1016	52	0.0422	6	146.8722	
2008	1008	0.0434	5	115.2987	
1024	1020	0.0448	3	66.9989	
2014	53	0.0461	6	130.3450	
2013	1006	0.0483	6	124.9160	
1035	1005	0.0490	4	82.4989	
1024	52	0.0491	8	163.0607	
2035	2013	0.0497	3	60.3333	
2025	2006	0.0498	4	80.2484	
1015	49	0.0507	7	137.9576	
1033	10	0.0516	7	136.3913	
2020	1028	0.0522	4	76.7339	
2011	1025	0.0534	10	187.6681	
2009	53	0.0536	2	37.3750	
2035	2015	0.0539	4	74.3279	
54	13	0.0573	9	157.1658	
2035	26	0.0574	1	17.4222	
2020	1014	0.0575	5	86.8984	
2007	1025	0.0585	12	205.0892	
2025	58	0.0603	7	115.9992	
2035	2006	0.0616	1	16.2465	
2017	2011	0.0618	10	161.7988	
2006	1007	0.0623	8	130.0168	
1030	52	0.0624	10	160.3733	
2007	1021	0.0649	12	185.2876	
2011	2010	0.0656	9	137.6539	
2031	49	0.0665	6	90.2488	
2002	1017	0.0675	4	59.3124	
2003	1013	0.0686	11	160.3077	
2018	1020	0.0692	5	72.2447	
2016	2008	0.0729	7	96.2857	
2033	2011	0.0737	9	122.2218	
2014	10	0.0743	2	26.9436	
2024	13	0.0746	13	175.5678	
2021	2015	0.0758	7	93.4268	
2026	1023	0.0758	4	52.7383	
1029	51	0.0776	13	167.5930	
1016	53	0.0803	8	102.7489	
2022	2011	0.0829	14	168.9265	
2025	1007	0.0831	16	194.3098	
2014	49	0.0840	6	90.4492	
2009	2001	0.0842	2	23.8690	
2006	1010	0.0851	8	93.9653	
1028	1015	0.0871	9	103.8299	
2017	1010	0.0885	6	67.8125	
2008	1010	0.0903	8	91.1416	
2024	2012	0.0918	2	21.7846	
2029	13	0.0932	14	150.2567	
2006	49	0.0988	10	101.5487	
2008	1001	0.1024	14	136.8133	
2034	2008	0.1049	8	76.9485	
1030	1007	0.1054	11	123.1879	
1028	26	0.1065	8	75.2975	
2008	2006	0.1068	12	112.7248	
2030	2013	0.1090	11	100.9896	
2008	1016	0.1138	14	123.1002	
2025	2015	0.1138	10	88.1412	
2024	1013	0.1144	20	175.5226	
2011	1016	0.1184	12	122.6364	
1001	12	0.1187	9	75.8603	
2019	1012	0.1198	10	83.6228	
2035	11	0.1205	4	34.2182	
51	13	0.1234	18	146.8541	
2029	1016	0.1347	21	156.3205	
1024	49	0.1358	17	138.2022	
2010	1029	0.1422	10	74.7228	
2003	1003	0.1506	13	86.4346	
2002	1035	0.1523	9	59.1934	
1011	1010	0.1532	25	163.3469	
2007	2005	0.1570	11	74.0195	
2008	1011	0.1606	37	230.4027	
2005	1011	0.1620	2	12.3478	
1014	17	0.1634	9	55.0754	
2016	2011	0.1646	12	92.6010	
1029	1013	0.1667	29	174.7906	
2010	1013	0.1671	9	82.3861	
2005	1016	0.1698	24	142.3279	
2015	49	0.1885	10	53.3647	
1002	50	0.1947	12	61.6201	
2014	1002	0.2013	11	54.6374	
2010	1005	0.2040	14	68.7472	
1014	1006	0.2184	3	13.7362	
54	17	0.2199	32	146.3814	
2029	2024	0.2226	15	67.4791	
2027	2022	0.2367	17	72.5529	
2008	1030	0.2375	35	147.6254	
2023	2016	0.2409	14	59.1208	
2010	1034	0.2415	21	87.0220	
1010	1006	0.2443	16	65.8474	
2007	13	0.2450	54	220.4620	
2013	58	0.2478	23	93.1012	
2026	1020	0.2510	14	55.8011	
2035	1026	0.2544	4	15.7366	
2024	1007	0.2561	42	164.3393	
2013	12	0.2571	36	143.2010	
1024	50	0.2576	22	85.5687	
54	12	0.2647	44	166.2643	
1028	1019	0.2653	10	37.8464	
1027	1015	0.2658	33	124.1803	
2007	1016	0.2666	40	150.9675	
2030	2021	0.2674	27	101.3966	
2035	12	0.2702	10	37.1192	
2010	1016	0.2709	18	66.4756	
1033	53	0.2759	52	188.7367	
2007	1006	0.2844	46	164.1821	
2024	1011	0.2877	55	191.2186	
1013	18	0.2888	25	87.8930	
2011	1029	0.2927	44	152.7647	
2028	2015	0.3017	32	106.1214	
2032	2020	0.3024	16	53.1207	
1011	53	0.3138	38	124.2365	
2029	1022	0.3144	10	32.5291	
2024	12	0.3163	39	130.9758	
1017	1014	0.3176	31	97.6157	
2023	1014	0.3194	21	65.7720	
2014	1020	0.3212	21	65.4626	
2025	17	0.3243	39	120.3546	
2002	1020	0.3269	19	58.2701	
2016	1010	0.3274	22	68.5135	
2012	1012	0.3323	19	57.1841	
2014	2002	0.3325	15	45.6668	
1025	11	0.3367	34	101.2324	
1005	17	0.3396	16	47.4384	
2016	52	0.3441	35	102.6599	
1013	1008	0.3652	62	169.7827	
1033	1011	0.3689	49	132.8550	
2010	1030	0.3729	35	93.9121	
2010	12	0.3840	28	72.9631	
2005	51	0.3846	35	91.5428	
1018	1001	0.3847	39	101.4781	
2011	12	0.3864	56	148.6745	
2021	12	0.3890	59	154.0201	
1034	49	0.4083	56	137.2161	
2003	1011	0.4238	74	174.7011	
2011	1005	0.4272	64	149.9464	
2029	2001	0.4409	39	88.5904	
49	26	0.4425	14	35.0139	
2026	1027	0.4427	34	76.8509	
2011	52	0.4507	51	116.5571	
1021	1006	0.4542	47	103.6726	
2031	52	0.4754	40	84.2476	
2005	54	0.4759	51	107.1684	
2027	10	0.4792	43	89.9177	
2008	1034	0.5062	72	142.2730	
2026	12	0.5073	18	35.6454	
1034	1001	0.5144	5	9.9685	
2030	49	0.5286	33	62.4531	
1009	10	0.5338	33	66.4351	
2017	52	0.5416	35	64.7200	
1022	1011	0.5445	94	172.6380	
2020	2014	0.5486	24	44.2013	
2024	2019	0.5588	11	19.7799	
2012	1020	0.5848	39	67.4926	
2025	2014	0.5888	60	102.1812	
51	17	0.5904	73	124.6219	
2018	1018	0.5916	58	98.2227	
2025	1022	0.6188	71	114.7699	
52	13	0.6325	79	132.3028	
2016	10	0.6933	31	50.8192	
2032	50	0.7150	29	40.5846	
2024	2015	0.7170	70	97.7793	
2016	1007	0.7194	65	95.0397	
2030	53	0.7333	30	40.9946	
2025	2009	0.7583	69	92.1509	
18	11	0.8095	23	29.0098	
2033	2029	0.8301	121	145.7859	
1023	50	0.8640	64	74.4349	
1016	1001	0.8642	90	104.2147	
2026	53	0.8693	93	108.1024	
2006	1013	0.9272	102	110.1704	
1016	1015	0.9279	102	109.9709	
2015	52	0.9312	93	100.0664	
2003	1027	0.9395	81	86.2991	
2011	2006	0.9430	102	109.2803	
2007	10	0.9782	167	178.2906	
58	18	0.9788	39	40.6695	
2018	1027	0.9897	91	91.9758	
1022	1008	1.0215	61	60.9399	
1009	17	1.0236	36	40.3805	
1010	54	1.0295	99	98.8480	
2035	2021	1.0496	84	80.1653	
2020	2015	1.0513	119	113.4394	
2022	1022	1.0580	124	117.2152	
1011	51	1.0593	152	146.3293	
52	17	1.0686	127	119.3603	
2005	53	1.0788	112	104.2937	
1029	53	1.1006	177	160.9293	
2015	53	1.1196	35	32.4725	
1011	49	1.1258	234	212.7096	
51	11	1.1282	62	54.9876	
2003	1007	1.1438	169	147.7952	
1016	49	1.1754	138	117.7054	
2002	1014	1.1875	66	55.6425	
2010	17	1.2159	33	30.6334	
2003	52	1.2458	65	54.4674	
1017	50	1.2469	101	81.0367	
1018	51	1.2486	104	83.5724	
1026	1020	1.2508	33	26.4908	
26	18	1.3431	20	15.4939	
2026	13	1.3432	26	19.6655	
2010	2006	1.3734	63	47.0697	
2029	2013	1.3739	169	133.2448	
1020	50	1.3821	64	46.3407	
2016	1025	1.3930	151	110.8257	
2022	17	1.4135	197	139.3913	
1005	53	1.4528	227	156.5867	
2013	10	1.4623	110	94.5506	
2028	1035	1.4665	81	55.2565	
1029	17	1.5019	130	88.1758	
2021	54	1.5052	130	87.4813	
1027	49	1.5269	152	99.7858	
1030	49	1.5771	227	143.9705	
2008	12	1.6015	206	128.7182	
2010	13	1.6198	136	84.1880	
1034	12	1.6484	44	27.5737	
1030	1016	1.6745	200	119.6931	
2031	2018	1.7046	121	71.0065	
1035	1008	1.7260	116	67.3799	
1034	1016	1.7275	190	110.0545	
2025	1024	1.7302	62	35.8580	
2035	2028	1.7767	80	45.1894	
2028	2019	1.8274	65	35.9328	
2030	54	1.8787	18	10.2876	
2017	17	2.0629	252	122.1697	
2017	51	2.0751	152	73.3907	
2029	1013	2.0821	285	140.6395	
2021	1010	2.1465	142	66.4566	
2017	54	2.1687	162	74.8260	
1016	12	2.1719	212	97.6396	
2016	1016	2.1823	108	49.5251	
2020	2001	2.2105	221	100.1355	
2035	1012	2.2201	60	27.2321	
2011	10	2.2877	289	131.7590	
2007	52	2.3153	364	159.3854	
2023	53	2.3310	199	87.8995	
1017	1002	2.3342	139	60.4756	
1010	51	2.4260	207	87.7390	
2016	51	2.4440	235	97.0027	
2022	2020	2.4463	210	86.2395	
2035	53	2.4490	51	21.3199	
1003	10	2.4549	118	48.2330	
2010	54	2.4631	181	73.8493	
2013	52	2.4908	337	136.8432	
1021	49	2.5577	361	141.5098	
2010	2008	2.5682	155	60.5803	
2023	1024	2.5915	209	80.6743	
2025	2001	2.6431	199	75.3744	
1015	17	2.7222	272	99.9944	
2022	2018	2.7690	236	85.3319	
2028	2022	2.7778	182	65.5448	
1035	1025	2.7893	203	73.0727	
2021	1016	2.8327	321	113.9835	
2035	10	2.8802	44	24.3276	
2026	2023	2.9106	243	86.3286	
1015	1010	2.9210	229	78.7989	
2029	10	2.9460	399	135.5615	
2025	12	2.9538	382	129.3681	
2022	2003	3.0010	134	45.1144	
2029	1017	3.0404	128	42.2411	
2028	1017	3.0523	253	82.9234	
1007	49	3.0945	327	112.3593	
1027	13	3.1018	180	58.0890	
2028	1019	3.1357	242	77.2156	
2011	1013	3.2186	328	124.9998	
2024	2020	3.2492	204	74.7116	
1010	1001	3.3593	233	69.5952	
1016	13	3.3993	369	108.6420	
1001	17	3.4740	320	92.2968	
2008	2005	3.6009	172	47.9153	
1016	18	3.6335	82	24.7600	
1018	10	3.6449	185	51.1452	
1030	17	3.6592	387	106.4620	
2008	13	3.7168	525	141.3558	
1005	49	3.7460	519	139.0955	
2018	49	3.7802	190	50.2759	
2026	49	3.9181	86	33.8499	
2028	1023	3.9492	220	56.8084	
2022	2001	3.9625	258	65.1697	
1025	26	3.9647	427	107.8777	
1013	52	4.1047	445	109.2395	
2008	54	4.1066	361	88.1014	
58	13	4.1340	99	24.5679	
1016	1005	4.2038	292	70.3716	
1010	12	4.3066	268	62.4323	
1028	13	4.3814	290	67.3139	
1007	1005	4.3989	258	60.9435	
2011	1021	4.4508	572	128.7326	
1035	1015	4.5525	342	77.5979	
1013	49	4.5920	456	106.9728	
1034	1010	4.6042	348	75.8588	
2021	1029	4.6191	596	129.3949	
17	13	4.8534	469	98.0588	
1003	50	4.8625	241	49.6817	
2010	1008	4.9485	336	68.0915	
2002	1026	4.9834	72	17.8325	
1007	51	5.1150	622	128.5368	
2020	49	5.1567	274	53.4134	
1021	51	5.2558	788	150.6692	
1010	52	5.3292	487	94.2429	
52	12	5.3425	406	78.9420	
1027	1009	5.3929	617	114.4201	
2035	2007	5.4430	196	36.1185	
2025	1017	5.4668	357	68.5009	
1025	1009	5.5134	456	83.1075	
1028	50	5.6976	388	68.2150	
2032	2012	5.7339	119	48.4541	
2007	49	5.7354	302	58.8477	
1027	50	5.7774	360	62.3482	
2013	1011	5.8072	902	195.6819	
1002	11	5.8656	255	43.9250	
1018	50	5.8787	372	63.8560	
2022	1017	5.8819	572	97.2567	
2024	1017	5.9187	639	108.0497	
2003	12	5.9383	526	88.8521	
2029	1008	6.0070	793	132.0641	
54	52	6.2232	38	8.4995	
2027	12	6.2483	512	82.0533	
2003	1028	6.3713	673	105.8451	
2016	1013	6.4557	403	67.4187	
2027	1028	6.4942	585	90.8279	
1018	1015	6.7826	703	104.5602	
1034	17	6.8285	649	95.4066	
2035	49	6.9980	212	30.7109	
2010	10	7.0878	277	48.0957	
2026	2025	7.1332	690	96.8975	
2014	1019	7.1859	546	76.0788	
2012	11	7.4292	342	46.2254	
2028	1002	7.4476	273	38.9086	
1013	51	7.5569	1043	138.1617	
1011	17	7.5653	779	105.1283	
2016	2009	7.6433	88	12.1795	
1007	53	7.7329	1292	170.0642	
1035	1013	7.9224	498	63.0076	
1010	13	8.0186	587	73.4700	
2014	26	8.0205	93	17.8956	
2009	54	8.3139	116	14.0159	
1029	1001	8.3952	645	77.0496	
2029	53	8.4601	911	108.3020	
2002	1028	8.4953	323	38.3707	
2001	52	8.5864	819	95.5056	
1029	1024	8.6444	226	26.5574	
51	12	9.0229	718	83.8764	
53	52	9.1271	486	106.0373	
2013	1021	9.1486	103	15.0887	
2020	1012	9.1635	528	57.6370	
58	12	9.2728	324	37.4126	
1013	1006	9.4792	800	87.5227	
2034	2025	9.4914	867	91.8915	
1025	18	9.5615	818	85.6156	
49	13	9.6019	1282	134.0346	
1014	49	9.6393	174	18.0693	
1027	51	9.8775	804	81.4697	
54	10	10.0763	1374	136.5607	
1028	49	10.3534	1045	101.2899	
1030	1010	10.3700	848	82.5090	
2027	2008	10.5606	1007	95.5116	
2026	1028	10.6760	712	66.8862	
1006	10	10.7692	517	69.6876	
1025	1007	10.9405	684	68.1817	
2022	11	11.3429	1042	91.9404	
1035	1011	11.4432	928	81.6012	
2021	2010	11.4760	91	13.5812	
2027	2015	11.6766	1284	110.1467	
1020	1014	11.7853	506	42.9484	
2008	10	11.8690	1443	121.7656	
2030	2025	12.0601	1229	102.6397	
2030	2007	12.2679	424	43.2365	
2026	1002	12.3689	493	40.8618	
2005	49	12.5916	1036	82.4749	
2022	50	12.7856	634	49.7083	
2034	2029	12.8696	1056	83.2559	
1035	50	12.9177	574	44.4385	
1021	1010	13.0412	877	67.5516	
2035	2008	13.0841	1173	90.7363	
1023	11	13.3735	771	57.8844	
1021	53	13.5104	1885	140.8726	
2025	1013	13.8401	358	89.4689	
1019	13	14.0285	750	53.5382	
1025	54	14.0594	1760	125.4180	
2019	2014	14.4195	537	37.6035	
2013	17	14.4673	957	69.6987	
2008	53	14.5352	1596	110.2751	
2027	2024	14.9221	802	54.0469	
1018	1009	14.9283	1531	102.7946	
2013	2006	15.0524	1240	84.1232	
2012	1014	15.0570	283	19.0123	
2025	1008	15.0583	1725	114.7789	
2029	1024	15.1149	581	38.4807	
1030	1011	15.2889	1566	103.4751	
2024	54	15.4331	1111	72.0041	
1031	12	15.8300	434	27.9977	
2025	50	15.8832	1573	99.8417	
2034	2018	16.0038	167	10.4610	
1011	52	16.3609	2081	127.7321	
2025	1023	16.6208	472	35.2693	
1016	1011	16.7688	1322	80.7268	
1024	11	16.8382	780	48.3076	
2020	1027	16.9554	1194	70.4706	
1022	1009	17.2375	1488	86.6244	
2031	2028	17.4959	1446	83.0488	
2014	1012	17.7529	899	54.2272	
2035	2025	17.8622	1142	64.7716	
1014	10	18.2021	255	17.5381	
2010	52	18.2517	1148	63.2592	
2013	1025	18.2946	366	64.2490	
2021	1025	18.5725	1864	100.5030	
1025	53	18.6770	2298	123.7110	
1010	53	19.4458	1298	74.8212	
1005	10	19.7047	1396	72.3240	
1035	10	19.7434	767	38.9714	
2011	1011	19.8448	3757	195.8888	
2010	51	19.9743	1299	66.0335	
1005	18	20.5887	1972	96.0849	
1009	12	20.8969	1582	76.6586	
2024	2008	20.9597	1331	64.3130	
2011	1007	21.3908	2730	134.2508	
2033	53	21.4067	403	18.8747	
2019	11	21.8110	1226	56.4069	
1025	1024	21.8736	689	31.6224	
1021	1016	21.9499	1752	80.2962	
1029	49	22.1007	2430	111.4624	
2031	2003	22.3017	1662	74.8047	
1011	10	22.6560	2439	108.5878	
1020	10	22.9140	978	42.7654	
1025	17	23.0109	682	36.1020	
1029	1021	23.0116	423	19.6563	
1035	11	23.0337	339	15.3000	
1034	1008	23.3502	1941	83.1779	
2026	10	23.3818	247	10.9746	
1025	1001	23.8141	1876	79.0524	
1033	1021	24.1249	2525	105.5866	
2003	1024	24.6944	2621	106.2289	
1008	10	24.9428	1605	64.7634	
50	10	25.2128	1234	65.0339	
49	11	25.2698	1609	64.2921	
1010	49	25.3237	1509	62.0309	
2030	2011	25.6201	2123	83.4804	
2011	54	25.7012	2498	97.2933	
1007	18	25.9961	389	16.6395	
1025	51	26.3242	2976	113.9497	
1014	13	26.9152	513	36.8383	
1011	18	26.9204	2636	97.9458	
50	17	26.9628	2940	109.2221	
1035	1003	27.3276	1203	44.2540	
1029	1009	28.0005	1669	60.6688	
2026	2017	28.0056	2626	93.8737	
1029	1016	28.5226	2506	87.9578	
2013	1016	28.5432	2868	102.2216	
1008	17	29.0658	2198	75.7181	
2028	2025	29.3749	2854	97.3099	
1015	12	29.3847	2619	89.3775	
1019	11	29.9940	1068	35.7673	
1007	10	30.0537	3253	115.3058	
53	50	30.6795	2539	85.0671	
2018	2008	30.6937	2894	95.0805	
53	10	31.0699	4793	156.5072	
2020	1018	31.6192	2996	94.7674	
1029	18	31.9696	3162	99.0206	
17	11	32.1284	1456	49.9161	
1011	1006	32.3480	3044	94.3970	
51	10	32.3545	3023	96.3213	
2029	2009	32.5378	2820	87.7836	
1035	1001	32.5551	1717	53.8076	
1031	1009	32.5559	2178	66.9935	
1013	53	32.9248	2909	93.5851	
2018	2015	33.9439	3813	112.4230	
1026	1023	34.2115	1948	58.3144	
2022	10	35.0615	3625	103.4654	
1003	1001	35.0748	3040	86.8419	
2025	2007	35.4533	2150	64.2311	
2012	53	35.4905	690	19.7219	
1010	1008	35.5647	1746	49.4632	
1025	52	36.9038	4046	110.0049	
2014	1028	37.1720	818	50.2310	
2025	54	38.5644	3235	84.1035	
2016	54	38.6413	734	21.4124	
1024	13	38.9832	2463	65.4092	
1027	1024	39.1628	2082	56.4606	
1012	10	39.3778	2110	55.7996	
1029	1015	39.4613	3260	82.9785	
1025	1015	41.1652	3484	84.9112	
1024	1008	41.6327	2741	66.1559	
2029	54	42.1196	3937	93.7807	
1019	10	43.0397	2635	61.2889	
1003	12	43.4891	1855	43.0392	
2023	58	44.3797	2684	60.5576	
1028	1012	44.4428	1288	29.9166	
2011	53	44.7140	4016	90.8842	
1005	12	44.8763	3808	85.7145	
2029	1010	45.0250	3830	85.3861	
1033	1019	45.5762	1051	25.6688	
1016	1009	46.3143	2375	53.7785	
2028	1026	46.8889	628	24.0002	
2035	50	47.1785	816	17.3919	
2022	2008	47.2734	3603	76.4936	
1026	58	48.2224	761	16.7763	
1026	1025	48.3490	4843	100.6878	
2005	1010	48.8727	3748	76.9015	
58	26	49.2401	625	12.8940	
2030	2029	49.2912	5081	109.9256	
2029	2015	49.8435	4059	81.8582	
26	10	50.7756	454	10.6394	
1012	50	51.5047	2371	46.0400	
2013	1005	51.7362	669	13.3735	
1005	13	51.7987	4463	86.4428	
2034	51	52.4282	1810	37.8984	
2030	2009	53.8676	3209	61.7948	
1015	1013	54.1664	5366	99.2515	
1022	1001	54.4220	4626	85.3775	
1013	1009	54.5284	5239	96.2471	
2035	2029	54.9299	4210	77.4193	
2022	54	55.8016	4513	81.3392	
2015	2003	56.0023	5136	91.8570	
1021	1009	57.1744	5973	105.2606	
1007	52	57.6472	5652	98.4427	
1035	1029	58.7401	4929	83.9979	
1030	18	58.8260	857	14.8009	
2019	2018	60.1422	793	13.5571	
2017	2002	60.6770	3485	58.4691	
2008	49	60.9180	3555	58.9231	
2025	1021	63.4895	8274	130.8677	
2017	1029	63.5181	6857	108.1499	
2025	2016	64.3260	2973	48.4842	
1021	1015	64.4385	7225	113.2418	
1029	1010	64.6490	3624	57.6317	
58	11	64.7776	753	11.8297	
1026	50	64.9684	2440	39.8009	
1022	1015	65.6143	5714	87.4123	
1009	1006	67.1979	4043	60.6189	
2003	11	68.6030	4442	65.0229	
2029	52	68.6828	5452	80.4924	
1028	1020	69.0331	2325	38.3965	
1012	13	69.1727	3183	48.0906	
2027	1020	69.3943	5213	75.3870	
2021	49	69.6189	4464	66.7823	
58	53	70.4633	6153	88.8181	
2028	1018	71.6624	6216	88.7842	
1016	1008	71.8187	5947	82.9964	
2009	2008	72.8310	3365	46.4483	
2007	1013	74.5703	4472	61.4186	
2020	1035	75.1892	4323	57.5166	
2007	1011	76.1010	14187	186.7674	
1021	17	76.7024	6220	81.9806	
2024	1028	77.6842	8015	103.3483	
2021	2007	78.3670	1740	35.7309	
1020	11	78.9037	1301	16.7460	
2020	11	79.0566	5224	66.3379	
2025	1029	79.8781	9627	122.0818	
2029	2017	79.9007	1852	25.5179	
2012	49	81.0185	2662	33.1162	
2026	26	81.4538	825	15.0068	
2028	1020	81.4681	5235	64.7697	
2035	2003	81.7120	2912	36.3358	
2007	1007	82.0125	6297	82.4313	
2003	10	85.7699	7443	87.0813	
1003	11	87.4102	1217	14.4456	
2002	1023	89.1277	538	13.7114	
2026	11	89.1739	495	5.6365	
2014	1032	90.0141	395	4.5041	
49	12	90.3721	12219	136.9668	
2025	2002	90.7896	4879	54.4976	
2028	1003	91.6802	7912	87.0806	
2021	1005	91.6856	10998	126.7923	
1030	1009	92.3581	1494	17.5189	
58	52	93.9847	597	11.2203	
49	17	94.7963	10526	120.8539	
2003	2001	95.6461	8499	89.1852	
2029	2010	95.7149	6706	70.2425	
2029	1025	97.5957	5713	105.3298	
1035	1021	98.9165	6774	69.8166	
1031	1003	99.7206	7588	77.0850	
1028	51	100.3910	8353	83.7075	
2023	50	101.1697	5584	55.7958	
1025	1011	101.3682	8376	133.8142	
1025	49	101.7303	9498	95.3466	
1029	1007	102.2553	7977	79.4482	
2017	1022	103.0414	10476	101.9130	
2023	1025	103.4654	5433	55.8932	
2021	53	104.5822	6423	64.6376	
2013	1007	106.0487	6357	69.4857	
2035	2011	106.5199	8782	82.6562	
2012	2006	108.2140	372	3.9315	
2028	1024	110.3095	10053	92.1570	
1034	1025	111.7352	9463	85.0345	
2028	2020	112.3733	3016	27.9493	
2027	2001	112.6943	11431	101.5765	
2035	2001	114.6453	6424	57.9241	
1016	10	115.3137	568	26.1508	
2024	10	116.5035	11199	96.8879	
2024	2001	117.3403	9169	78.4485	
1011	12	118.1189	10034	85.6985	
1025	1008	118.5003	5667	53.4799	
2017	1023	118.9356	5793	54.4160	
2023	1017	119.2154	7127	61.8700	
1027	10	119.2714	7187	60.7920	
2012	52	120.8452	4399	36.5924	
2028	12	120.8602	9099	76.3859	
2028	2008	125.0262	11821	94.6490	
2025	2011	126.4294	5988	55.0220	
2014	11	129.4385	4956	45.7594	
1017	10	131.6305	6506	50.1970	
53	17	132.2638	7370	61.8819	
2010	2005	132.4800	5184	60.5146	
2027	1012	133.4760	10072	75.7998	
2002	58	134.0453	6456	48.5636	
2025	1005	134.0666	16918	127.9385	
1025	1016	135.0614	7798	59.3773	
2022	49	137.8203	7927	57.8080	
1025	1014	138.4757	15806	114.5351	
