Source Node	Dest Node	Inverse Sum of Streamline Lenght	Streamline Count	Average Length	
1013	53	0.0113	1	88.2500	
1018	13	0.0114	2	175.1232	
2015	1029	0.0115	2	173.8683	
1019	1003	0.0118	1	84.4836	
2034	51	0.0120	2	167.1234	
1031	1018	0.0121	2	165.5000	
1017	1007	0.0123	2	162.7481	
2012	2007	0.0125	2	160.2499	
2016	1016	0.0129	2	156.3751	
2030	1008	0.0132	2	152.0001	
1008	10	0.0133	1	75.4334	
2030	1005	0.0135	2	149.3704	
2022	2012	0.0135	1	74.2501	
1023	1009	0.0136	3	220.9854	
2009	11	0.0137	2	145.6112	
1021	1002	0.0140	2	142.3749	
1025	1006	0.0148	2	135.0000	
2025	54	0.0155	1	64.4967	
2015	50	0.0157	2	127.7480	
2013	18	0.0159	4	250.9306	
1015	1005	0.0161	2	124.3747	
2011	18	0.0163	4	245.4968	
2007	1006	0.0169	2	119.1232	
2013	13	0.0169	2	118.6144	
2011	17	0.0169	4	237.6859	
2017	2011	0.0169	3	177.5833	
2006	1029	0.0176	4	227.6204	
1033	1018	0.0180	1	55.4666	
2027	17	0.0184	3	166.5776	
2028	1013	0.0184	3	162.8291	
2011	1015	0.0186	5	268.6800	
1022	1018	0.0188	1	53.2501	
2023	1027	0.0193	3	155.0832	
2035	1005	0.0195	3	154.4131	
2006	1016	0.0198	3	152.4167	
1025	1001	0.0208	2	96.4733	
2032	58	0.0217	1	46.0002	
1022	1013	0.0221	4	192.9998	
1006	53	0.0224	4	178.3737	
2003	11	0.0231	3	130.0782	
2026	1011	0.0234	3	128.2484	
2011	13	0.0248	3	121.0493	
1035	49	0.0248	1	40.2501	
1035	1008	0.0249	2	80.2478	
2023	1018	0.0260	3	115.5305	
2027	1025	0.0272	4	147.2468	
1033	1013	0.0274	3	109.7484	
51	13	0.0275	3	108.9738	
1023	1007	0.0277	6	216.4996	
2034	2010	0.0279	2	73.6250	
2018	52	0.0283	3	120.6502	
2029	2020	0.0283	4	142.3750	
2015	1018	0.0285	7	246.1359	
2024	1010	0.0289	5	172.9886	
2013	11	0.0310	6	194.1644	
2029	17	0.0315	4	127.1875	
1033	1008	0.0316	4	126.5624	
2028	1012	0.0316	3	94.9165	
2026	1028	0.0323	1	31.0001	
2035	1008	0.0326	5	153.3501	
1024	50	0.0329	3	91.3321	
2006	1022	0.0343	8	233.3121	
1016	49	0.0344	6	175.1877	
2025	1033	0.0348	6	172.3160	
1021	26	0.0352	4	115.5594	
2013	1022	0.0353	6	170.1147	
1028	51	0.0354	4	121.8681	
2012	2005	0.0362	5	138.2497	
1033	49	0.0373	6	161.1647	
2012	52	0.0389	2	51.3729	
2017	1018	0.0391	5	128.2000	
1013	13	0.0394	4	101.8043	
1026	12	0.0400	1	24.9967	
2015	1003	0.0409	10	244.5750	
2016	12	0.0414	7	176.4187	
2021	2020	0.0416	6	144.4017	
2025	1028	0.0418	5	119.9162	
1022	1010	0.0426	11	260.0660	
2013	58	0.0432	4	92.5617	
2013	17	0.0453	11	243.5892	
53	52	0.0455	1	21.9866	
1030	17	0.0456	6	131.7039	
2035	1021	0.0461	8	174.8245	
2003	49	0.0469	5	106.6443	
2031	2003	0.0476	3	62.9984	
2026	18	0.0497	2	40.2436	
1033	17	0.0502	2	39.8750	
1025	1024	0.0505	6	204.1898	
2012	2009	0.0519	3	57.8312	
2026	13	0.0522	2	40.9985	
2010	1009	0.0542	11	202.7854	
2009	1010	0.0550	6	109.0738	
2023	2022	0.0562	3	53.4144	
2011	53	0.0564	4	72.5608	
2023	1003	0.0566	6	105.9742	
52	11	0.0570	5	96.2779	
2030	1015	0.0570	13	227.9773	
1021	50	0.0581	7	122.9641	
2024	1007	0.0583	11	188.6061	
2032	2003	0.0591	5	84.6910	
2027	12	0.0595	6	100.8194	
2030	1021	0.0597	10	168.6994	
1011	11	0.0601	5	83.2836	
2003	10	0.0602	9	149.4151	
2031	2020	0.0609	7	114.9606	
1030	1027	0.0611	5	82.4486	
2028	2016	0.0631	7	111.4214	
1014	53	0.0641	4	62.4272	
2034	2016	0.0654	6	91.7905	
2016	1025	0.0657	13	200.4418	
2008	52	0.0667	6	92.1244	
2007	1015	0.0669	15	224.3804	
1028	1008	0.0682	8	117.4268	
1022	50	0.0682	7	102.6613	
2007	1021	0.0690	11	159.3968	
1006	13	0.0693	3	43.2954	
2020	2001	0.0709	9	127.2214	
2032	1012	0.0715	8	111.9539	
2033	2016	0.0720	3	41.6667	
1014	1011	0.0737	10	135.8386	
1016	1014	0.0746	4	54.7501	
1021	1015	0.0752	9	119.6076	
2025	1008	0.0773	19	245.6565	
1017	50	0.0778	7	89.9994	
2005	50	0.0778	10	128.5192	
2026	1021	0.0784	7	90.5324	
2013	1009	0.0785	22	280.4985	
2035	1015	0.0820	17	207.5402	
52	13	0.0834	4	55.1190	
1002	17	0.0843	10	118.7495	
1033	51	0.0852	15	176.3178	
2024	2020	0.0866	7	80.8791	
1020	49	0.0866	10	115.4974	
1009	1005	0.0874	11	125.8404	
1018	10	0.0887	18	203.2053	
2015	10	0.0896	15	167.4823	
1024	53	0.0899	11	122.3824	
2028	1010	0.0947	18	191.0252	
2018	1003	0.0956	16	167.5136	
2018	1020	0.0968	10	103.2987	
2029	2012	0.0985	13	132.1897	
2010	17	0.0990	3	70.7421	
1033	1020	0.0994	5	50.2984	
2024	53	0.0998	9	90.4392	
1030	1019	0.1006	7	70.1072	
2022	2013	0.1008	17	168.8737	
2007	1009	0.1018	25	251.7787	
2013	1006	0.1022	11	107.6584	
2011	1009	0.1023	28	273.9766	
53	12	0.1036	20	194.2207	
2029	53	0.1039	7	67.4194	
2013	52	0.1056	12	114.7825	
2026	1025	0.1081	9	83.2480	
2028	1007	0.1084	20	184.7932	
2012	1012	0.1085	3	27.6623	
2015	1010	0.1121	12	108.0595	
2028	2001	0.1124	14	124.6752	
1021	13	0.1129	11	97.4215	
2035	1007	0.1161	25	216.6870	
2015	11	0.1169	18	154.3023	
2015	1028	0.1181	20	169.3006	
2027	2001	0.1189	13	109.3756	
2030	1007	0.1191	28	235.3976	
2020	1003	0.1208	15	124.3918	
2026	10	0.1208	2	16.5631	
2011	52	0.1240	14	113.0156	
1011	53	0.1260	19	150.8749	
1027	1022	0.1280	15	117.9783	
2023	2016	0.1283	8	62.4053	
1026	1012	0.1305	2	15.3733	
2027	1012	0.1317	14	106.3541	
1030	1003	0.1335	20	149.9199	
1005	51	0.1347	18	134.0934	
2020	2013	0.1347	20	148.4998	
2029	1015	0.1358	24	176.8517	
2010	1024	0.1369	16	116.8891	
1020	50	0.1402	14	100.8509	
2011	1007	0.1418	37	263.1738	
1032	11	0.1424	6	42.1350	
2035	1012	0.1429	4	28.0000	
2034	2008	0.1443	11	76.2655	
1015	52	0.1477	27	183.1182	
1003	49	0.1487	24	161.3904	
2028	53	0.1530	16	105.5604	
1030	1008	0.1533	17	111.3796	
2028	2007	0.1545	27	176.0846	
2016	1010	0.1557	25	168.7138	
2033	2019	0.1564	6	38.3695	
1021	51	0.1582	27	172.4417	
2011	50	0.1589	20	126.4188	
1010	1009	0.1610	23	144.8747	
1028	1007	0.1647	27	163.9574	
1015	26	0.1703	26	152.7125	
1015	11	0.1703	26	152.7574	
2023	2014	0.1705	12	71.1290	
2007	1010	0.1706	28	179.5004	
1028	1011	0.1753	32	182.5710	
2016	2001	0.1754	17	96.9605	
1022	49	0.1814	20	115.0207	
1031	1011	0.1839	1	5.4367	
2007	13	0.1849	19	102.9845	
2035	1009	0.1871	39	208.5360	
2011	10	0.1882	41	218.5448	
1011	52	0.1923	39	217.8879	
2007	12	0.2005	47	246.8983	
2027	2009	0.2070	26	125.6879	
2014	17	0.2094	12	57.7934	
2013	12	0.2102	50	252.9969	
2011	12	0.2157	54	253.6037	
2010	1011	0.2182	31	150.0353	
2011	11	0.2184	41	188.1950	
2020	11	0.2222	19	85.8195	
1020	10	0.2247	15	66.8074	
2024	2007	0.2298	38	166.0224	
1031	1009	0.2332	23	98.9420	
1006	50	0.2337	35	149.7769	
2035	1026	0.2356	4	18.6341	
2006	10	0.2358	39	165.5338	
1026	58	0.2387	6	26.0779	
1019	50	0.2392	16	66.9972	
1008	51	0.2404	41	187.9177	
2028	2009	0.2429	37	152.4609	
51	18	0.2437	37	151.8352	
2026	2021	0.2447	28	115.3920	
2013	50	0.2504	24	98.9053	
1020	1009	0.2512	45	180.7812	
2035	11	0.2531	6	27.2692	
2013	1016	0.2536	26	103.8285	
2028	1022	0.2606	9	34.5731	
1035	1029	0.2631	21	81.6625	
1021	11	0.2695	28	106.6254	
1019	1015	0.2736	43	157.2005	
1027	1008	0.2835	42	148.3503	
2024	1028	0.2854	30	105.1643	
2018	1028	0.2912	27	93.4418	
2030	1011	0.2937	53	186.8528	
2030	10	0.2966	46	155.1923	
1018	1007	0.3077	51	165.9049	
1013	1006	0.3081	20	68.2342	
1024	49	0.3086	31	100.4729	
2030	1009	0.3098	73	235.7446	
1009	11	0.3122	48	153.8038	
1034	1018	0.3130	30	96.1041	
2006	1025	0.3158	77	244.0372	
1023	10	0.3164	23	72.7057	
2029	1009	0.3229	57	176.8888	
50	13	0.3263	37	113.4074	
2026	54	0.3349	13	42.6608	
1015	1014	0.3361	53	157.7208	
1027	13	0.3404	17	49.9370	
1024	1011	0.3409	61	179.4511	
1026	50	0.3442	19	55.3935	
2007	1016	0.3484	41	118.9689	
2029	2018	0.3486	47	135.2879	
2009	1011	0.3591	72	200.5702	
2013	1029	0.3600	59	174.8841	
1001	12	0.3649	31	85.1262	
2022	2011	0.3666	62	169.2238	
1014	1010	0.3689	47	127.4415	
1021	53	0.3770	43	115.1522	
1005	13	0.3786	31	81.8897	
2020	2003	0.3792	31	81.8154	
2007	1029	0.3831	78	204.5761	
2024	2011	0.3835	68	177.3802	
1009	26	0.4034	63	156.2104	
1008	17	0.4096	32	80.6840	
1010	26	0.4150	50	120.5449	
1016	1015	0.4177	57	138.9013	
1007	11	0.4179	63	151.6559	
2002	11	0.4221	14	33.2472	
2010	2007	0.4338	35	121.1027	
2025	2024	0.4424	26	63.0384	
1021	1009	0.4442	54	121.6609	
2029	1022	0.4501	56	124.4988	
1022	1009	0.4532	73	161.1929	
1021	1016	0.4613	34	77.3937	
2032	1026	0.4635	43	92.7879	
2028	1006	0.4699	80	170.2853	
1003	51	0.4726	72	152.3853	
2009	1015	0.4764	102	214.1920	
2032	11	0.4802	36	75.1032	
1024	1007	0.4806	78	162.8668	
2009	1007	0.4891	103	210.6557	
2029	1007	0.4956	92	186.0904	
58	10	0.5140	12	23.3533	
2012	2008	0.5145	67	130.3121	
1006	11	0.5148	42	82.1638	
1015	1002	0.5225	107	204.8324	
1028	1016	0.5288	54	102.7577	
2016	2011	0.5299	41	77.3981	
2021	1029	0.5373	89	166.0302	
2001	53	0.5402	54	101.1971	
1002	12	0.5446	112	205.6905	
1029	1016	0.5459	50	94.1732	
2030	1029	0.5484	82	149.7251	
2035	18	0.5515	20	36.3493	
2006	1013	0.5567	43	77.3100	
1027	50	0.5616	38	67.6744	
2007	1022	0.5836	108	185.6748	
2028	2013	0.5922	100	169.0258	
1015	17	0.5954	39	71.2827	
2009	1021	0.6202	103	167.6567	
2020	12	0.6213	60	96.6398	
2003	51	0.6292	60	95.6947	
54	26	0.6390	23	36.0613	
2010	1021	0.6395	54	84.4666	
2024	2009	0.6450	62	96.2583	
1022	1015	0.6519	59	93.2118	
2014	1019	0.6621	60	90.7359	
2027	1026	0.6667	58	87.0370	
2025	17	0.6718	84	125.0726	
2016	10	0.6734	66	98.8057	
2022	1025	0.6779	25	50.8838	
2024	2013	0.6932	118	170.8836	
1035	1001	0.6970	56	80.4061	
1035	26	0.7002	9	12.8957	
2030	54	0.7287	18	25.0654	
2022	2020	0.7367	58	79.3825	
2035	2028	0.7385	25	34.0361	
2016	1013	0.7408	48	66.5228	
2022	1017	0.7422	82	120.9930	
2032	52	0.7699	52	67.5619	
1035	1009	0.7821	51	87.7277	
2022	2015	0.8022	25	32.3498	
2010	1029	0.8064	66	83.0865	
1014	1009	0.8249	133	161.2625	
2034	53	0.8271	72	87.2307	
2013	10	0.8307	102	142.5556	
2028	1025	0.8386	42	52.1089	
1018	51	0.8445	129	153.0480	
1016	1005	0.8471	62	77.7287	
2015	1007	0.8523	189	221.8415	
2002	1014	0.8891	30	33.8363	
1012	18	0.8955	10	11.9188	
2012	2006	0.9160	14	18.6566	
2035	2027	0.9210	45	48.8749	
1030	1016	0.9225	116	126.9081	
2025	1023	0.9312	47	50.6579	
2009	1009	0.9403	203	216.0191	
1009	1006	0.9407	23	27.8655	
2018	11	0.9655	82	85.4088	
1007	26	0.9724	147	151.2128	
1018	1008	0.9999	151	151.4363	
1009	1002	1.0138	212	209.1802	
2018	2009	1.0311	139	134.9952	
1017	49	1.0495	105	100.0714	
1028	1015	1.0512	148	141.0509	
2023	2020	1.0544	89	84.4114	
2028	2011	1.1130	184	165.3862	
2020	13	1.1141	116	104.2710	
1007	1005	1.1254	86	84.6864	
1022	1007	1.1665	177	151.9792	
2018	1018	1.1850	128	118.2337	
1035	1011	1.1919	97	81.8478	
2006	49	1.1947	67	74.4394	
1035	1025	1.2054	99	82.1854	
2014	53	1.2086	75	62.2271	
1025	50	1.2108	120	99.1902	
1005	10	1.2155	86	70.8107	
1006	52	1.2176	214	180.1217	
2007	50	1.2427	94	78.0486	
1014	54	1.2535	65	53.9389	
2025	58	1.2572	116	92.2932	
2007	52	1.2725	63	57.4350	
2012	53	1.2792	26	20.3637	
52	18	1.2933	183	153.1265	
2027	10	1.3315	148	113.8762	
1025	53	1.3843	150	109.3926	
1023	1022	1.3931	67	48.1227	
2035	2016	1.4249	141	99.7606	
1016	1008	1.4403	127	90.3374	
1035	17	1.5035	37	25.2070	
2015	52	1.5057	159	106.9038	
1007	1002	1.5082	308	204.3044	
2014	1027	1.5107	137	90.7934	
2022	1022	1.5157	44	46.3240	
2035	2005	1.5239	143	93.9663	
2010	1007	1.5361	194	138.1526	
1007	13	1.5504	135	92.7848	
2021	53	1.6048	69	46.3953	
2017	51	1.6074	105	65.4720	
2015	54	1.7219	60	34.8586	
1011	49	1.7232	206	122.0326	
1009	52	1.7270	323	187.2323	
1015	50	1.7478	268	153.3553	
26	18	1.7708	45	25.7826	
2012	2011	1.7945	245	136.7307	
2015	1011	1.8019	366	203.2627	
1018	49	1.8029	191	108.8806	
1022	1011	1.8266	310	169.8075	
2035	1011	1.8304	283	156.1243	
2014	52	1.8365	80	45.6195	
2024	50	1.8645	81	43.4535	
2011	2010	1.9087	180	108.8314	
2035	1029	1.9403	297	153.3137	
1023	1014	1.9812	155	81.7695	
2009	1025	2.0079	308	153.4919	
2032	1027	2.0292	220	108.7501	
2020	1018	2.0395	201	99.3569	
2025	1013	2.0438	140	70.7811	
2028	1035	2.0590	178	87.3455	
1015	49	2.0930	353	169.0895	
2020	10	2.0940	234	111.7707	
2020	2014	2.1702	79	38.4927	
2033	51	2.1809	83	38.1764	
1035	1007	2.2104	44	22.9776	
1030	1007	2.2340	69	48.3322	
2013	1025	2.2718	266	148.0633	
1006	51	2.3225	408	175.6910	
2015	1009	2.3734	540	227.6062	
1010	11	2.4611	275	111.7771	
2020	1027	2.5031	250	100.0159	
2032	1028	2.5182	280	111.6919	
2029	50	2.5322	134	52.9516	
2020	1028	2.5359	233	92.3208	
2002	50	2.5413	61	24.1046	
2012	1014	2.5869	52	20.1661	
2022	50	2.6249	139	52.9755	
1003	13	2.6409	153	57.9427	
1009	17	2.7095	129	48.9381	
1009	18	2.7150	94	35.0612	
1031	1027	2.7684	248	89.7744	
1020	1015	2.8124	439	156.3798	
2015	1021	2.8291	488	174.1313	
1002	49	2.8571	197	69.2972	
1027	1009	2.8880	431	149.6528	
1015	53	2.8912	520	180.0564	
2005	51	2.9054	293	101.1812	
1014	1007	2.9574	262	125.8567	
2015	1015	2.9674	660	222.4538	
2035	12	2.9856	627	210.0956	
2032	1014	3.0294	208	94.0201	
2027	11	3.0301	241	82.2943	
1003	1001	3.0531	274	89.8840	
1024	1009	3.0706	422	140.8016	
2035	13	3.0964	109	35.5999	
2016	2015	3.0995	313	101.3765	
1018	11	3.1040	114	42.5511	
2025	2007	3.1158	186	65.5978	
1005	49	3.1343	326	104.0770	
1024	1020	3.1613	340	108.0429	
2009	52	3.2410	151	47.2742	
2023	53	3.3985	188	55.4269	
2030	2006	3.4390	89	26.0443	
2016	1007	3.4657	278	82.6294	
2021	12	3.5289	668	189.3611	
1018	50	3.5630	291	82.1889	
1028	1009	3.5672	576	161.6089	
2010	2001	3.5951	315	87.6359	
1014	52	3.5976	194	55.7652	
1022	1001	3.6606	280	76.5285	
50	18	3.7249	476	127.8404	
2009	12	3.7442	822	219.6321	
18	11	3.7960	233	62.1433	
1029	1009	3.9644	505	129.3163	
2025	1015	3.9720	676	170.2573	
2032	49	4.1273	311	75.3687	
1015	18	4.1857	126	30.1124	
2028	2022	4.2447	214	50.5745	
2011	2006	4.2920	344	80.3037	
1035	1028	4.3256	203	47.8217	
1029	17	4.3310	368	86.1509	
2021	2009	4.3391	443	102.4052	
1007	52	4.3751	791	182.2368	
52	12	4.3795	755	172.4919	
2027	2008	4.5398	488	107.7026	
1002	10	4.6297	276	59.8846	
2030	2005	4.8639	558	114.8649	
1006	49	4.9806	834	167.4677	
2021	2015	4.9899	514	103.2371	
2016	2009	5.0545	183	38.4081	
1030	1020	5.0608	203	45.5729	
2010	10	5.1377	345	70.1660	
1022	1003	5.1948	323	62.3329	
2014	13	5.2015	198	38.2176	
1011	1006	5.2240	482	92.3711	
2029	2013	5.2559	327	100.7451	
2019	49	5.3097	338	63.6679	
2019	2018	5.3179	204	39.1646	
2016	51	5.4292	160	44.2459	
1028	1012	5.4334	277	51.2606	
2035	1010	5.5077	522	95.0287	
1005	12	5.5802	625	112.0605	
1027	1014	5.6883	126	31.3263	
1011	17	5.7227	482	85.2110	
2013	1005	5.7527	172	31.2696	
2006	1007	5.8719	543	93.6629	
1034	1025	5.8994	545	92.6585	
1026	1023	5.9350	391	68.8295	
2035	1025	5.9675	836	140.5625	
2032	1019	6.1294	679	110.8673	
2022	2018	6.3810	325	59.2740	
2025	1007	6.4338	1082	168.6279	
2021	58	6.4543	769	119.4693	
51	17	6.4727	874	135.5693	
1029	1003	6.5641	362	55.4479	
54	50	6.7532	164	24.8036	
2026	2010	6.8968	652	97.2230	
1009	50	6.9064	1092	158.2520	
2007	2005	6.9992	460	68.7136	
2017	52	7.0585	553	78.3521	
2024	10	7.1642	749	107.9056	
1021	10	7.1856	669	93.2150	
1027	10	7.2480	396	54.8382	
2032	2020	7.3161	363	49.7555	
1009	13	7.3298	779	107.1585	
2014	26	7.5154	135	18.2207	
1010	52	7.6243	660	86.6148	
1015	51	7.8188	1453	186.2783	
2011	1005	7.9348	1192	152.2858	
2015	49	7.9567	897	113.2307	
2025	2001	7.9705	586	73.7026	
1021	1007	8.1396	683	90.9806	
2030	1025	8.1730	1139	139.8365	
2019	52	8.2832	460	55.5758	
1015	1010	8.3000	877	106.0316	
1025	11	8.3263	741	89.4065	
2029	2009	8.3962	888	107.1387	
1007	53	8.4497	1502	178.5345	
2014	49	8.7351	437	53.5437	
1030	1010	8.7741	953	109.1362	
1009	1003	9.1888	1096	120.4556	
52	17	9.2317	1299	141.7108	
2035	26	9.4618	116	13.9700	
1009	53	9.7333	1784	183.4130	
50	10	9.8944	919	94.8375	
1015	1013	9.9546	1125	113.0785	
2028	2019	10.1749	548	55.0451	
2017	1029	10.1856	185	18.6308	
1014	58	10.1904	182	22.0437	
2007	1011	10.2234	347	38.3835	
2018	2012	10.2782	46	5.5590	
2007	10	10.3346	1242	121.7488	
2021	2010	10.4964	367	47.0570	
2021	2012	10.5362	1327	126.1286	
1007	50	10.5575	1660	157.5675	
2034	2025	10.6352	821	77.5891	
1025	52	10.6648	1283	120.6012	
2029	10	10.8630	1265	116.6551	
1035	1015	10.9059	931	88.9639	
2023	11	11.3378	461	41.4451	
2015	1025	11.3578	1802	158.7808	
2024	2015	11.4467	1114	97.4618	
1020	13	11.8611	711	60.1054	
58	26	12.2577	184	15.9779	
1010	1008	12.3556	758	61.8208	
1011	51	12.3885	1799	148.5448	
2016	49	12.6387	184	18.6729	
1029	50	12.6571	1208	95.4804	
2029	2028	12.7469	775	61.1183	
2019	2014	13.1659	521	42.2666	
2018	50	13.1969	536	42.1493	
2007	1025	13.2616	2649	200.5583	
1031	1003	13.5493	991	73.4508	
2015	53	13.7627	1256	95.1079	
2013	2012	13.8166	1795	130.0360	
2005	1029	14.1618	2066	150.7552	
1019	1014	14.1754	662	47.0067	
2018	49	14.2741	802	57.5329	
2030	2016	14.2761	1470	103.2366	
53	51	14.2784	892	73.7305	
1035	1019	14.6088	258	38.3454	
1015	13	15.5189	1674	108.0872	
1012	1006	15.7717	218	14.4342	
2010	52	15.8382	1018	64.5230	
2002	26	16.2364	556	34.3298	
2027	1014	16.7070	1503	90.0035	
1009	49	16.7581	2831	169.1259	
1021	17	16.8716	1225	73.8589	
1009	1001	17.0995	1321	78.4418	
2005	53	17.2280	737	45.3236	
1016	13	17.2946	1984	116.8807	
1016	10	17.3099	289	19.6534	
2035	2008	17.6670	1402	79.9212	
51	11	17.7787	1045	59.0918	
1028	49	17.8191	1653	93.1178	
2029	2001	18.0671	1447	80.2668	
50	17	18.1174	2116	117.6468	
2005	49	18.4901	1831	99.2777	
2028	13	18.5518	1832	98.8591	
2029	1013	18.6743	2140	114.9878	
1014	1006	18.7366	196	13.0084	
2026	2023	18.8191	1217	66.0793	
1029	52	18.9928	2478	130.5146	
2017	1023	19.0609	912	48.1387	
53	10	19.2526	479	25.7536	
52	10	19.2564	2365	125.6195	
2028	2015	19.6179	2675	136.9750	
1005	17	19.6341	1377	72.0330	
1033	13	19.6567	864	44.3639	
2025	1009	19.6977	3402	172.7912	
1030	1014	19.7458	767	39.4035	
2029	1010	19.7700	1706	86.3835	
1025	26	20.0329	1695	84.6348	
2035	50	20.0429	177	12.3703	
2030	2020	20.1680	217	12.0320	
1025	1014	20.8377	1765	85.0517	
2014	54	21.3640	701	33.3067	
2028	1024	21.3888	2075	99.0523	
1035	1032	21.5489	1174	54.5015	
1020	1003	21.7070	1670	77.2133	
1016	18	21.9675	340	16.8539	
1007	51	22.3556	3945	177.5013	
2027	1019	22.6331	2372	104.9038	
2035	53	22.6841	2040	92.1219	
1009	51	22.7939	4218	185.3462	
49	26	23.1800	419	18.9559	
2027	1027	23.2372	2145	93.3889	
2035	2001	23.6337	2040	86.7625	
2023	1022	23.7844	1478	62.4053	
2032	2019	24.1954	1040	43.8460	
26	17	24.5450	1757	72.7876	
2015	2010	24.6446	2234	91.0644	
2015	12	24.7717	5510	222.5127	
2011	1029	25.4307	4023	158.8216	
2035	2013	26.0144	2528	99.6775	
2035	10	26.0183	552	24.1163	
1030	1011	26.0997	2633	102.1432	
2026	2025	26.1933	2883	110.5552	
1024	1023	26.4857	1276	48.2034	
1035	1027	26.9803	1404	52.4391	
1016	12	27.3129	2856	106.6885	
1016	1011	27.9783	2530	91.6943	
2026	52	28.3078	616	23.1771	
2009	2006	28.4495	469	23.7123	
1015	1007	28.7625	858	37.1345	
2009	50	29.0693	1695	58.4472	
2014	2002	29.6705	827	29.9762	
2013	2006	30.2077	2101	70.0985	
1032	1019	30.3750	1589	52.3968	
2009	2003	30.4042	3271	108.5864	
2035	2010	30.4214	2189	72.2361	
2010	1013	30.4486	1062	37.8510	
2014	1028	30.8060	2650	87.5939	
2029	2010	31.2387	2148	69.7191	
2025	2011	31.2526	2218	84.0451	
2026	1002	31.5396	1020	32.5617	
1029	1015	31.8458	3306	104.8656	
1029	49	31.9968	3351	105.1721	
2030	2007	32.0580	3675	126.2921	
2020	1020	32.0763	3534	110.2934	
2010	2002	32.0954	1615	54.1063	
2030	1010	32.2110	3115	97.0409	
2027	1028	32.2501	2944	92.3541	
2025	1021	33.2206	3413	104.6065	
2021	1005	33.6842	222	24.0357	
1034	1024	34.0971	345	10.1360	
2012	50	34.4190	1009	29.8401	
1029	1017	34.6762	171	5.2826	
2029	2007	34.9141	2736	82.2459	
2014	10	35.0027	941	27.1177	
2021	50	35.0246	3990	114.3338	
2022	2003	35.4118	1769	50.3839	
2020	52	35.5619	2026	57.3632	
2013	1010	35.6809	1875	53.9464	
2031	51	35.7953	2021	57.2563	
1007	49	35.8242	5771	162.8218	
2027	1018	35.8455	3432	96.2459	
2013	1021	36.0091	435	80.4630	
2007	1013	36.4304	1361	41.9802	
1029	10	36.5070	2850	78.2573	
2022	49	36.9526	2634	71.8763	
2024	1024	37.2635	4224	113.3848	
2023	1024	37.3839	2293	61.4091	
2015	2012	37.4145	701	28.6717	
2018	2008	37.8765	3742	99.0537	
1016	1009	37.9131	790	22.3386	
1018	1009	38.2719	5963	156.7536	
2025	1024	38.3139	3980	104.0309	
1003	10	38.4753	2469	64.7524	
2022	11	38.5609	3738	97.0053	
1023	11	38.6594	2965	77.0603	
1028	50	39.7835	2543	64.4056	
1014	17	39.8403	1873	51.2930	
2028	12	40.1756	3515	87.5824	
1010	1002	41.3337	2976	73.9495	
1008	1003	42.2994	3334	80.3187	
2034	2024	42.6422	44	1.3853	
1013	49	42.7013	2782	65.2306	
1021	49	43.3630	3818	90.4882	
2007	51	43.7976	1813	50.4681	
2030	2019	44.7106	505	11.3903	
