Source Node	Dest Node	Inverse Sum of Streamline Lenght	Streamline Count	Average Length	
1021	18	0.2703	29	112.3146	
1007	26	0.2745	40	146.0288	
2014	1023	0.2789	34	122.0361	
58	13	0.2940	6	20.4096	
2028	13	0.2997	30	100.1148	
1012	1005	0.3034	42	138.5053	
1010	54	0.3100	27	87.1023	
2035	1012	0.3211	21	127.0371	
2015	1025	0.3213	54	168.0839	
2007	2003	0.3232	50	154.9583	
2026	11	0.3250	4	12.3125	
2035	1007	0.3265	69	211.3639	
52	13	0.3317	28	85.6812	
1035	54	0.3321	12	36.1854	
1015	1010	0.3322	28	84.2822	
2024	2014	0.3346	35	104.7981	
49	18	0.3350	9	26.9187	
1030	1003	0.3377	38	112.5311	
2029	1021	0.3408	59	173.2924	
1027	1001	0.3505	54	154.1441	
2025	12	0.3555	56	157.5386	
2009	2001	0.3613	8	22.1460	
54	17	0.3661	39	114.3446	
1034	1007	0.3663	43	117.4347	
2032	50	0.3677	17	46.2512	
1011	18	0.3684	48	135.0384	
1015	26	0.3721	57	153.2367	
1034	1024	0.3775	31	82.4964	
54	26	0.3824	12	31.4257	
1012	10	0.3837	25	65.4281	
2014	1002	0.3874	28	72.2834	
2009	1025	0.3924	65	165.6500	
49	26	0.3965	6	16.4995	
2027	1014	0.4124	50	121.2979	
2022	2018	0.4214	7	16.6224	
2035	1023	0.4217	30	71.4932	
2030	2003	0.4239	69	162.7877	
1011	11	0.4343	61	140.7064	
1009	1006	0.4367	7	16.0323	
2022	1024	0.4392	9	20.8042	
1009	49	0.4511	73	161.8467	
2025	11	0.4518	41	90.9743	
1033	1010	0.4529	39	86.1233	
1021	11	0.4666	60	129.8709	
1033	52	0.4679	89	190.2288	
1035	53	0.4701	85	180.8973	
2016	1007	0.4701	35	75.2402	
1013	13	0.4725	52	112.8793	
1033	26	0.4814	74	153.8864	
1005	12	0.4931	51	104.7654	
1008	17	0.5046	42	83.5833	
2022	1010	0.5111	37	72.4560	
52	12	0.5146	47	92.4428	
1030	1021	0.5283	65	123.1019	
2030	1007	0.5318	117	220.0426	
2005	58	0.5585	67	120.3811	
1035	1008	0.5621	43	77.9807	
2017	10	0.5622	50	89.0765	
2025	1012	0.5640	97	172.0444	
1029	18	0.5768	62	115.0291	
1024	17	0.5827	46	78.9670	
1033	13	0.5897	26	44.2097	
1023	50	0.5914	58	98.1847	
2029	10	0.5935	66	111.6196	
1012	1007	0.5997	70	116.7370	
2013	1029	0.6037	28	50.8669	
2028	1023	0.6048	37	61.2573	
2025	1015	0.6292	105	166.9716	
2021	26	0.6297	75	119.1797	
2030	50	0.6360	52	82.3202	
1021	54	0.6382	96	150.8147	
2024	2001	0.6483	75	116.5412	
1011	51	0.6501	111	172.2791	
2003	1008	0.6553	93	142.0475	
1021	1006	0.6579	66	100.8775	
1029	53	0.6728	96	145.7244	
2003	1009	0.6752	112	166.1611	
1016	13	0.6820	13	19.0752	
1021	58	0.6988	94	134.6662	
2016	2009	0.7063	15	23.4311	
2028	2009	0.7073	111	157.3451	
2035	13	0.7077	22	31.2189	
2029	11	0.7173	69	96.2937	
1013	26	0.7222	66	91.4270	
2016	1013	0.7296	65	93.6284	
2023	2022	0.7554	44	58.3200	
2018	2009	0.7775	107	138.0854	
1033	1025	0.7938	95	120.0066	
1028	1022	0.8192	21	33.8973	
2027	2008	0.8433	76	90.2831	
2028	26	0.8491	74	90.7781	
1013	49	0.8507	100	128.2210	
1002	50	0.8512	46	54.0430	
2016	10	0.8622	78	90.7712	
2025	58	0.8623	104	120.8246	
1017	49	0.8714	93	116.3473	
1007	52	0.8792	119	139.4082	
2028	2008	0.8941	123	138.1545	
1030	1013	0.9168	113	123.4398	
2010	1005	0.9195	73	79.4790	
54	10	0.9594	88	122.5264	
1033	50	0.9624	154	160.4460	
1013	52	0.9701	125	129.2243	
1014	10	0.9848	47	54.3592	
2014	13	0.9909	48	48.4829	
1012	1011	0.9998	137	137.5769	
2030	2010	1.0070	86	85.5462	
1035	1015	1.0137	49	48.7719	
2033	2014	1.0160	22	24.2689	
1012	51	1.0183	200	196.4654	
1034	1018	1.0531	110	104.6805	
2035	10	1.0771	53	117.8017	
1011	54	1.1144	173	155.2817	
1029	1015	1.1305	128	114.8276	
1029	1028	1.1552	95	83.1241	
58	18	1.1585	39	34.0214	
1009	10	1.1638	115	105.9979	
2025	2011	1.1669	41	35.1955	
1014	13	1.1762	56	48.0290	
2003	1024	1.2423	122	98.2456	
1035	1027	1.2633	61	48.8393	
1018	1001	1.2652	125	98.8844	
2016	17	1.2725	69	55.5329	
2030	17	1.2734	227	178.3391	
51	12	1.2750	166	141.6160	
2011	2006	1.2767	114	89.6408	
2029	1008	1.2809	154	120.3320	
1034	1008	1.2918	124	96.3042	
1011	58	1.3118	180	137.2557	
2002	50	1.3298	61	46.0851	
1015	10	1.3542	78	58.5025	
1007	50	1.3562	198	146.7316	
2005	49	1.3635	124	93.6725	
2028	1009	1.3843	247	178.6186	
2024	1022	1.4307	83	106.7592	
1015	1005	1.4324	186	129.9874	
49	12	1.4448	232	160.6150	
2002	1035	1.4497	73	51.1127	
1026	18	1.4498	66	45.5884	
1007	11	1.4947	140	94.5448	
2007	12	1.4972	201	134.3625	
54	50	1.5355	42	27.3620	
1031	1020	1.5644	127	81.3290	
2035	1025	1.6483	219	134.7228	
2003	52	1.6543	93	56.2635	
1014	49	1.6830	61	40.3736	
2011	1021	1.6904	20	11.8350	
2019	50	1.6985	72	43.4114	
2032	1026	1.7020	36	21.1899	
2035	53	1.7391	71	49.4720	
1007	13	1.8082	188	104.1913	
2011	12	1.8086	269	148.7739	
1029	54	1.8198	271	148.9786	
1028	1015	1.8835	247	131.2601	
2009	2005	1.9319	126	65.2332	
2005	52	1.9621	234	121.6141	
1013	51	1.9784	239	124.7534	
1032	50	2.0190	136	67.3970	
2029	2016	2.0868	202	97.1238	
1024	49	2.1413	202	94.3391	
1029	1009	2.1725	211	97.6787	
2029	1011	2.1932	390	177.9192	
1022	1009	2.2172	201	91.8972	
1026	58	2.2188	26	12.0827	
2014	1010	2.2192	346	156.2306	
2025	1022	2.2407	264	117.8283	
2028	1029	2.2482	313	139.3665	
1033	1029	2.3030	295	128.3073	
1022	1003	2.3795	184	77.8929	
2020	2009	2.3799	351	148.8099	
2029	2015	2.3845	195	82.2375	
2033	2013	2.4085	297	123.4473	
58	10	2.4128	37	16.0686	
1027	50	2.4578	161	65.5747	
2017	51	2.4627	135	54.8470	
1010	1008	2.4931	156	62.8672	
2021	50	2.4985	286	115.1507	
2030	2025	2.5167	243	96.8080	
2005	17	2.5575	206	81.3631	
1003	1001	2.5612	269	106.0100	
2016	2011	2.5694	156	62.7045	
2035	2010	2.5771	171	68.7629	
1009	53	2.6107	433	166.8344	
1022	1015	2.6263	239	91.3746	
1019	1014	2.6298	124	47.2620	
2014	1025	2.6340	423	160.7356	
1016	1011	2.6636	169	63.6132	
1010	50	2.7169	367	135.4840	
2022	2015	2.7231	241	88.7281	
1035	1007	2.7243	314	115.2705	
1005	53	2.7670	236	85.5238	
1027	1008	2.7682	385	139.5445	
1034	1009	2.7748	332	119.8342	
1029	58	2.7829	365	131.2244	
2023	50	2.8204	174	61.7473	
2030	1025	2.8271	462	163.5730	
1010	51	2.8300	206	73.1835	
2011	1007	2.8868	219	78.7994	
2033	2011	3.0369	387	127.6579	
2010	54	3.0422	232	76.3427	
1025	54	3.0785	437	142.2632	
2013	50	3.1210	274	88.1238	
1015	51	3.1402	593	188.9178	
53	26	3.1554	191	60.6197	
2013	1016	3.1568	128	47.2888	
2035	2025	3.2172	277	89.4508	
2023	2014	3.2358	234	74.5776	
2029	2003	3.2470	216	67.4707	
1011	1006	3.3108	310	93.6771	
2035	2003	3.4451	203	58.9734	
1012	49	3.4687	602	173.5646	
1031	1018	3.4955	259	75.2220	
1021	1016	3.5589	203	59.4771	
1009	13	3.5749	382	107.0551	
1013	10	3.6208	359	99.4124	
1027	1009	3.6300	605	167.1530	
2028	1008	3.6333	538	148.2218	
53	12	3.6886	624	169.2761	
1005	17	3.7272	281	78.9322	
2007	10	3.7363	640	186.4106	
2014	11	3.7445	187	51.6645	
2021	2007	3.7933	306	92.9176	
1029	1003	3.8330	321	84.2500	
2005	54	3.8380	424	113.4438	
2010	1029	3.8619	263	72.0408	
1018	1009	3.9009	540	138.4910	
1006	10	3.9486	166	42.9950	
1013	1012	3.9541	398	103.0909	
1030	1020	4.0322	162	69.1078	
2021	2010	4.0537	271	126.5105	
1027	51	4.1321	580	140.5967	
1021	53	4.1787	661	159.2784	
2014	1027	4.2089	382	90.8252	
1035	1029	4.4186	469	109.9576	
2008	51	4.4684	295	66.3997	
1025	1014	4.4947	548	122.2523	
1033	1005	4.5248	605	133.7334	
2008	1025	4.7120	556	118.0539	
2024	1028	4.7238	480	101.8994	
2022	1029	4.7321	586	126.4736	
2013	54	4.7578	527	111.2755	
2014	52	4.8402	206	46.3366	
2021	17	4.9576	377	84.1996	
1010	1006	4.9953	289	58.4441	
2002	26	5.0685	356	70.7034	
1028	1019	5.1097	316	61.8859	
1013	53	5.1935	306	59.7249	
2024	10	5.2017	486	93.5569	
2025	17	5.2558	593	121.3486	
2003	10	5.3361	478	89.8460	
2035	52	5.3535	62	11.9501	
2014	53	5.3634	124	30.1124	
1025	17	5.3984	249	54.4111	
1027	1015	5.5926	888	158.8905	
1015	49	5.5998	931	166.2938	
2003	1027	5.6304	493	87.5836	
50	18	5.7101	292	51.5548	
2028	1012	6.0410	598	99.7163	
2026	26	6.0489	138	32.3122	
51	10	6.1148	657	114.4385	
1010	1007	6.2461	296	66.4567	
2012	53	6.2502	205	33.5938	
1014	1002	6.3105	292	46.7362	
2029	2010	6.3219	357	57.0862	
2021	2016	6.3796	376	60.1270	
2006	51	6.3887	228	35.9992	
2029	2013	6.3935	264	44.5963	
2029	50	6.6577	393	59.5608	
1025	1006	6.7037	522	79.4753	
2025	1008	6.7786	735	108.8432	
2035	2008	6.8339	498	73.5287	
1035	1021	6.9650	788	113.7505	
1035	1002	7.0074	376	53.8362	
1021	1009	7.3515	744	102.2310	
1029	17	7.3730	634	86.4068	
2010	1013	7.3750	136	19.6598	
2030	54	7.4600	184	25.3622	
1024	1020	7.4662	475	65.4060	
2031	2020	7.5445	841	112.1344	
2013	49	7.5551	609	83.1921	
2015	2012	7.5988	976	129.2633	
1009	17	7.7276	346	47.6917	
2028	52	7.7538	499	64.7371	
2025	54	7.7813	685	88.6493	
1012	53	7.7900	1407	180.8638	
51	17	7.8388	1145	146.7280	
1010	11	7.9633	916	115.3220	
2035	2021	8.0515	826	104.8636	
1013	1009	8.2366	816	100.3108	
2003	11	8.2491	538	65.3477	
2022	2016	8.2972	700	84.5508	
2011	54	8.3118	808	97.2457	
1031	1009	8.3212	764	91.8661	
2030	2007	8.3592	493	60.7166	
1018	10	8.6522	767	88.7495	
2025	10	8.6668	894	103.5087	
2016	1010	8.7592	471	55.2259	
1010	26	8.8129	1068	121.4400	
2019	2018	8.8403	73	9.8627	
2024	1009	9.0494	1592	176.2180	
2017	1010	9.0963	382	42.3670	
1028	13	9.1046	630	69.5809	
1028	50	9.1947	676	73.7261	
1019	10	9.5447	576	60.3868	
2025	1033	9.5562	1626	170.2929	
2017	11	9.7537	734	75.7726	
2035	1026	9.7856	46	5.3987	
1035	1013	9.8438	1166	118.8429	
2024	1008	9.8576	1478	150.0703	
1029	1013	9.9138	464	50.5289	
1028	1012	10.0192	218	25.0403	
1021	13	10.0714	903	90.3357	
17	13	10.1209	625	78.1130	
2007	1010	10.1387	551	54.5503	
2013	10	10.1698	720	72.3477	
1025	26	10.1935	1265	124.3082	
1028	1009	10.2182	1563	153.3607	
1035	1011	10.2265	1300	127.5113	
2011	49	10.2406	834	81.8947	
2026	2010	10.3474	944	91.2987	
1014	58	10.3995	242	23.5225	
1014	1010	10.5179	1265	120.6472	
2003	12	10.7605	856	79.5779	
2029	2018	11.0445	1049	95.0233	
1018	1015	11.1254	1244	113.6464	
2027	1020	11.1551	1171	105.6220	
2027	52	11.2484	728	64.8967	
2024	11	11.3163	900	79.9874	
1035	1023	11.3408	757	66.9816	
1025	50	11.4294	1250	114.3747	
1010	52	11.4404	854	74.8113	
1023	1014	11.5407	907	79.6347	
1005	10	11.6046	863	74.5471	
1028	51	12.0135	1642	137.1649	
2017	2010	12.3507	240	19.5021	
1002	11	12.4543	562	45.5371	
1025	53	12.9038	1551	120.8476	
50	13	13.3292	628	47.8549	
2029	2007	13.5949	726	53.6597	
1007	12	13.7509	1210	93.6944	
1013	1006	13.9416	905	70.5296	
2031	2018	14.1363	1227	87.2469	
1025	1008	14.2402	729	51.4866	
1021	1012	14.2469	1658	116.9070	
2027	1003	14.3775	1308	91.0559	
2011	53	14.4276	1070	75.9355	
2033	49	14.6398	842	58.0087	
1034	1029	14.8737	1331	89.5683	
52	10	14.9476	1794	123.4869	
2025	1007	15.0220	2406	160.2570	
1029	26	15.0252	1932	128.6361	
1035	17	15.0305	1035	70.2078	
18	11	15.3485	614	40.2521	
2035	2028	15.4360	1006	65.5360	
53	10	15.6162	564	47.1478	
1025	1016	15.6860	820	55.9729	
1035	1019	16.1611	65	8.0085	
2024	2007	16.2673	2468	152.1576	
1011	53	16.7793	2767	165.1524	
2009	49	16.8741	957	56.7857	
2022	1025	17.0745	1839	108.5055	
2010	2002	17.1860	937	55.1609	
2024	2020	17.3374	1524	89.0507	
1007	51	17.5652	3198	183.4636	
1027	13	17.6529	1011	57.4827	
1003	10	17.6657	958	56.2406	
2026	1028	18.3973	1099	60.0110	
1033	49	18.7667	3183	169.6532	
1021	10	18.9841	1828	97.1558	
1015	53	19.3382	3334	172.8944	
53	52	19.5148	376	34.1135	
2016	2005	19.5828	1322	68.9061	
1011	26	19.6191	2622	133.6975	
2021	54	20.0062	2369	121.9990	
26	18	20.2543	730	39.3509	
1032	11	20.4261	840	41.1453	
2014	2002	20.5873	646	34.0471	
50	12	20.6476	907	44.3531	
2013	58	20.7766	1849	89.4370	
1020	11	20.9109	835	40.2787	
1017	1002	20.9780	1197	57.5663	
2026	2025	21.0352	2093	99.7056	
2030	2021	21.0555	2287	109.6613	
2031	51	21.7921	639	29.7779	
2021	2015	21.8362	2613	120.2568	
2026	2023	21.8399	1398	65.3393	
2022	1022	22.2571	2798	126.9507	
2007	13	22.3169	2833	127.3347	
17	11	23.0281	1670	75.7754	
2022	53	23.0316	1906	83.1311	
1030	1011	23.2178	2614	113.1012	
2035	2009	23.4619	744	39.7067	
1008	10	24.4128	1525	63.7084	
1029	50	24.6009	2316	94.3423	
1015	17	24.6243	1022	43.2263	
2024	2016	24.6684	2283	92.7537	
1024	50	25.1873	2157	85.6974	
2028	1002	25.3606	1637	65.2880	
2014	54	25.8409	546	25.3482	
2014	1012	25.9449	359	15.4392	
1021	26	26.6852	3357	126.6946	
2011	13	27.3344	3810	139.5172	
1033	51	27.6518	5402	195.4470	
1024	13	27.9411	1811	64.8435	
2010	49	27.9758	1229	53.8556	
50	17	28.1171	2877	103.2405	
2016	54	28.2841	499	17.7061	
1029	49	28.2973	3056	108.3252	
2033	53	29.4611	1221	42.1187	
2020	2003	30.2271	2661	91.6694	
1031	1003	30.4325	2374	78.4121	
2035	2006	30.5758	276	9.1602	
2009	2003	30.8470	3514	115.1113	
2021	49	30.8615	3136	102.2796	
2029	54	30.9261	3051	99.6218	
2020	50	31.0837	1352	43.6962	
1010	49	31.3022	1732	59.2950	
1025	11	31.6096	2258	82.7323	
2035	26	31.9361	403	18.1606	
2021	52	32.1029	4103	128.1855	
2021	58	32.1650	3756	117.0968	
2013	1007	32.2462	1686	53.6123	
2007	1013	32.4920	3182	119.4208	
2015	49	32.5306	1929	59.3247	
1016	18	32.6118	486	17.0283	
1025	52	32.6210	4337	133.3549	
2024	53	32.6624	2929	91.2202	
2028	2010	33.5085	3230	96.4276	
1007	49	33.6787	5384	160.2230	
2028	12	34.0997	3023	90.1623	
1011	13	34.5207	3292	95.6894	
1011	10	38.3050	3587	94.6897	
2007	1007	39.7974	3436	90.0600	
2010	1008	40.7353	2819	69.3128	
2010	2005	41.0269	2591	65.5524	
1033	1013	41.4605	3584	87.6335	
2020	2001	41.7322	5144	124.0423	
2029	2009	41.8602	2184	52.7631	
2011	1011	42.4070	723	56.2176	
2023	58	42.5386	2732	64.3772	
2023	1025	42.6867	1780	50.2407	
2027	2015	42.8676	5171	121.4543	
2013	52	42.9602	4288	100.5986	
2015	2003	43.2476	5290	126.9203	
2007	49	43.4289	2462	58.6598	
2035	2002	44.0005	1856	43.2866	
1035	50	44.8217	774	27.5017	
2013	17	45.9954	2186	49.9937	
2001	51	46.3954	3273	71.6633	
2035	2029	47.5078	3896	83.5498	
2012	49	47.8645	2949	62.4852	
1033	1011	48.0337	5948	125.1415	
2021	1010	48.6884	3037	62.5608	
2016	49	50.4603	752	19.0771	
2029	2017	50.7382	748	18.7828	
2014	49	51.5623	1697	43.0852	
2015	54	51.8954	1240	24.1428	
2029	53	52.4840	4838	92.4966	
2021	1025	53.4459	6308	119.0443	
1011	17	53.4465	4773	90.6681	
1025	51	53.7921	6868	128.1515	
2027	11	54.0505	3763	69.8451	
2010	52	55.1528	3679	66.9632	
2011	1025	55.7991	7690	138.2749	
1020	1003	57.2240	2834	50.9216	
1024	1008	57.4448	4682	81.7989	
2022	50	58.1729	3076	52.9951	
2003	1028	59.0639	5934	100.9229	
2028	2020	59.6760	4101	69.7324	
2013	1010	59.8662	1684	49.1839	
1030	1029	60.7360	5292	87.6872	
2005	1011	60.7560	914	92.0572	
2031	2015	61.0698	3539	58.2374	
1022	1008	62.4300	3963	63.9601	
2017	1023	63.3635	3013	52.0863	
17	12	63.6142	697	40.7714	
1013	12	63.6557	6596	104.4380	
2005	53	65.2398	4588	71.8204	
1032	1012	65.2419	500	16.1652	
2021	1011	65.4171	10025	153.3594	
49	17	66.2628	4731	96.5979	
1008	13	66.3250	5259	79.5115	
2028	10	67.8377	6196	91.8164	
2030	2020	68.0642	1354	41.6449	
2029	1005	69.0023	7690	159.3882	
1026	1010	69.2546	7359	107.8573	
1017	10	69.5698	3730	53.8253	
1027	1024	71.1210	5213	93.0243	
2030	49	71.1886	3966	55.7447	
2013	1011	72.0278	882	22.0412	
1009	1001	72.2367	3243	46.7857	
2035	2015	72.7736	5887	94.4659	
