Source Node	Dest Node	Inverse Sum of Streamline Lenght	Streamline Count	Average Length	
2034	2012	0.0173	1	57.7500	
2022	1005	0.0175	4	228.6249	
2012	2008	0.0176	2	114.4985	
1029	53	0.0176	2	113.6234	
1023	50	0.0176	2	113.8843	
2034	1012	0.0176	4	226.7484	
1024	1023	0.0177	1	56.4965	
1013	18	0.0177	2	112.8690	
2018	12	0.0179	2	112.1168	
2011	2006	0.0187	2	106.8502	
2011	2010	0.0189	3	158.4986	
2013	58	0.0213	2	93.7501	
1024	1011	0.0214	4	187.6207	
1032	49	0.0220	3	136.4998	
2021	2016	0.0223	1	44.7458	
2011	11	0.0226	3	132.8333	
1021	49	0.0232	4	172.8093	
1035	1026	0.0234	1	42.7483	
1015	11	0.0238	2	83.8751	
1028	1015	0.0246	4	164.6827	
2012	2010	0.0249	3	120.7406	
2016	2009	0.0250	2	79.8730	
2011	13	0.0262	5	213.4993	
2028	2001	0.0263	5	190.1483	
51	26	0.0274	1	36.4956	
2023	1022	0.0274	2	72.8751	
2002	1027	0.0276	2	72.4764	
2015	58	0.0278	2	72.0764	
1011	18	0.0284	3	105.9971	
1019	1013	0.0292	5	171.0772	
1019	1002	0.0299	2	66.8750	
1024	1019	0.0299	5	167.0354	
2028	1022	0.0309	4	129.6866	
2013	1006	0.0309	3	97.4144	
2001	1028	0.0310	7	226.0177	
2028	1007	0.0313	7	226.6426	
2005	11	0.0315	4	127.1627	
2014	18	0.0318	1	31.4957	
2008	53	0.0323	4	138.0626	
2024	2007	0.0327	6	184.1661	
1031	1003	0.0331	3	90.7489	
1008	1006	0.0335	4	119.5605	
1025	1020	0.0343	6	175.1661	
2007	13	0.0351	5	142.9478	
2024	2014	0.0358	7	195.3913	
2009	26	0.0360	3	83.3307	
1019	1010	0.0361	6	166.1210	
2024	2013	0.0362	6	166.1208	
2013	17	0.0388	4	102.9959	
1001	12	0.0392	4	106.3086	
2022	10	0.0394	7	192.7490	
2020	2016	0.0399	6	150.6586	
2012	1025	0.0410	7	170.8198	
2030	1015	0.0412	10	242.6955	
2029	1028	0.0416	13	312.9039	
2033	13	0.0422	4	94.8729	
2018	1002	0.0426	3	70.5000	
2008	54	0.0435	4	92.0600	
2012	2002	0.0438	3	68.6665	
2018	49	0.0442	3	67.9111	
2033	1014	0.0453	4	88.3116	
2015	1030	0.0456	11	241.8576	
2027	2022	0.0460	4	87.1231	
2027	2017	0.0465	5	107.5001	
2009	2001	0.0465	1	21.4966	
1034	1001	0.0470	2	42.5904	
53	11	0.0471	7	155.6756	
2016	2001	0.0476	5	105.0968	
1030	26	0.0477	4	96.0610	
2006	52	0.0483	6	124.2473	
2018	2016	0.0492	10	203.3238	
2010	2006	0.0503	3	59.6653	
2029	18	0.0506	8	163.7150	
2012	53	0.0507	6	122.3321	
1030	54	0.0510	10	196.7708	
2006	1013	0.0511	7	137.2470	
1018	52	0.0523	7	133.7850	
49	26	0.0526	1	19.0001	
1002	12	0.0531	8	151.2040	
2013	1024	0.0532	10	187.9729	
2025	1035	0.0548	7	127.8539	
2014	17	0.0554	3	54.1343	
2013	1028	0.0568	11	193.7711	
1026	1007	0.0576	10	173.7480	
1008	18	0.0582	6	103.3991	
1002	58	0.0586	3	51.1656	
2015	1021	0.0590	12	203.5598	
2025	1026	0.0596	6	100.6232	
1016	49	0.0597	7	119.0561	
2010	1009	0.0598	8	133.7963	
1011	52	0.0599	10	167.0179	
2015	1010	0.0602	7	116.2840	
2018	1003	0.0606	8	131.9273	
2030	2006	0.0611	8	130.9568	
1029	52	0.0615	11	178.9006	
2010	1007	0.0620	9	146.0268	
2022	2013	0.0639	11	172.4745	
1021	58	0.0646	9	139.3023	
1028	1021	0.0684	14	206.0062	
2028	1026	0.0698	5	77.6445	
2010	2007	0.0706	6	122.7451	
2024	1018	0.0719	12	182.6860	
1033	50	0.0721	10	152.2378	
1013	53	0.0725	7	97.3565	
2018	11	0.0726	6	82.6981	
52	11	0.0727	2	27.5000	
2003	1003	0.0752	8	106.3396	
2024	1009	0.0767	15	195.6662	
2018	2009	0.0776	11	141.9415	
2025	1033	0.0788	15	190.5470	
1015	1010	0.0792	8	101.0296	
1013	13	0.0810	9	111.3864	
2026	1021	0.0818	11	134.5625	
1020	1010	0.0820	14	170.7125	
2032	1019	0.0821	10	121.8396	
1005	49	0.0821	14	174.2845	
1012	1007	0.0846	11	130.1106	
2029	13	0.0853	16	196.4056	
1027	1025	0.0875	15	171.8139	
2025	2009	0.0878	10	116.8177	
2033	26	0.0903	8	88.6872	
1003	50	0.0914	8	87.4994	
1022	1018	0.0930	8	86.9045	
2018	1018	0.0949	12	126.5173	
2005	58	0.0957	12	125.6240	
2010	1033	0.0970	13	134.1717	
2015	2010	0.0971	10	103.0615	
2034	10	0.0974	17	174.7637	
1033	1008	0.0975	13	133.7295	
2022	1025	0.0986	6	95.4557	
2029	1033	0.1010	19	188.2882	
2022	2011	0.1043	19	182.3583	
2029	58	0.1066	14	131.6392	
2011	58	0.1068	14	131.2654	
1008	17	0.1083	10	93.5640	
2015	2006	0.1092	15	137.3490	
1013	51	0.1099	25	242.3884	
1028	1022	0.1131	13	117.3587	
2026	13	0.1145	2	17.4633	
2035	10	0.1167	20	171.6741	
2003	1018	0.1170	14	119.7303	
2024	1023	0.1175	8	68.1237	
1022	1007	0.1175	22	196.9733	
1020	1015	0.1179	16	135.8434	
2024	2011	0.1191	22	185.0888	
2016	1010	0.1206	5	41.4979	
2016	2008	0.1214	10	82.4729	
2017	52	0.1224	10	81.7218	
2007	1029	0.1266	28	222.6031	
2024	1022	0.1274	5	54.1847	
1030	1028	0.1282	16	127.0104	
2011	1030	0.1283	27	210.8177	
1033	1003	0.1285	29	225.7411	
2003	1027	0.1285	14	108.9544	
1005	18	0.1289	13	101.2616	
2027	1010	0.1289	21	162.9181	
1014	1007	0.1296	20	155.5802	
1025	1024	0.1308	7	53.9269	
2024	13	0.1363	19	142.2473	
2029	2027	0.1395	14	100.4282	
2023	53	0.1399	7	50.0686	
2021	1025	0.1443	16	110.9029	
2025	26	0.1475	14	94.9553	
2014	11	0.1499	8	54.9660	
1015	49	0.1504	32	213.1321	
2021	53	0.1515	10	66.3395	
2026	12	0.1575	24	152.3889	
2020	1032	0.1601	19	118.7858	
2028	1015	0.1601	28	175.4328	
2013	1022	0.1602	30	187.2436	
2035	2027	0.1610	9	55.9421	
1026	1012	0.1630	7	43.4569	
1025	54	0.1633	22	135.0993	
2010	1016	0.1698	3	17.6667	
2035	2009	0.1708	9	52.6938	
2020	2011	0.1717	27	157.4659	
1024	1007	0.1723	27	157.1745	
2028	2015	0.1832	34	185.8115	
2016	2012	0.1874	26	138.7524	
1006	1005	0.1888	24	127.8123	
53	10	0.1892	16	93.1776	
2028	1010	0.1915	36	188.1705	
1026	12	0.1977	15	123.2126	
2013	12	0.1990	48	244.6980	
53	13	0.2028	29	159.5145	
2010	17	0.2032	4	19.6867	
2012	1029	0.2043	42	205.5720	
2035	1029	0.2073	33	159.2717	
1026	1021	0.2077	27	130.4762	
1015	10	0.2086	14	73.4885	
2017	2003	0.2116	22	104.0184	
2010	1011	0.2129	17	79.8666	
2022	1029	0.2215	19	202.0472	
1005	53	0.2232	24	107.8925	
2035	49	0.2272	11	48.4297	
1009	50	0.2282	41	179.6694	
1015	13	0.2302	12	52.1225	
1027	1021	0.2312	40	173.0522	
2032	49	0.2337	19	81.5353	
1026	18	0.2358	8	34.2465	
2021	52	0.2409	24	101.1284	
2030	58	0.2441	14	60.2376	
2013	13	0.2447	33	144.3059	
1027	1010	0.2470	41	166.1017	
2010	1014	0.2477	31	125.2490	
58	12	0.2529	6	42.6204	
2015	1028	0.2579	56	217.2666	
2025	1028	0.2615	32	126.3859	
2022	1017	0.2711	9	49.0993	
2023	2014	0.2729	24	88.0187	
2013	1025	0.2789	32	136.0932	
1033	1028	0.2790	28	100.8720	
1021	1019	0.2846	48	168.7366	
1028	1007	0.2859	51	180.1940	
1030	52	0.2866	56	195.4620	
2012	1014	0.2868	10	34.8640	
2027	1002	0.2900	17	58.6696	
2030	1029	0.2919	47	161.0628	
2029	2014	0.3049	40	131.5509	
1014	1010	0.3057	34	111.3484	
2035	2023	0.3074	35	113.9061	
2019	52	0.3077	19	61.7771	
2020	10	0.3105	41	132.0883	
1033	1029	0.3146	46	146.7033	
2021	2007	0.3152	13	46.6947	
2030	2009	0.3172	6	30.0413	
26	18	0.3201	10	31.8466	
2029	17	0.3241	44	136.1746	
2028	2012	0.3282	18	56.6541	
2011	10	0.3300	46	163.7696	
2023	52	0.3306	35	105.8766	
1035	1008	0.3481	29	83.4059	
2012	1011	0.3489	70	200.6309	
1028	1011	0.3535	74	210.2981	
2027	1003	0.3566	40	113.8132	
1010	1009	0.3585	40	112.5734	
2015	12	0.3597	86	239.4284	
2018	2012	0.3604	10	28.1181	
1011	11	0.3642	50	137.3974	
1033	49	0.3709	76	206.8285	
2034	18	0.3720	70	188.2010	
2002	1020	0.3756	24	64.3215	
1030	18	0.3790	7	42.9968	
2030	2020	0.3821	39	102.1071	
1021	10	0.3837	38	100.1979	
2035	13	0.3898	68	174.6250	
1028	1013	0.3906	68	174.5046	
1021	13	0.3993	39	97.7672	
2022	50	0.4041	27	66.8319	
2027	1032	0.4138	51	123.3110	
1013	11	0.4142	56	135.2723	
2029	1009	0.4151	79	190.8378	
2018	2002	0.4186	29	70.4136	
2029	1022	0.4238	21	50.0455	
1030	50	0.4356	78	179.3364	
2007	10	0.4367	93	219.9980	
2035	18	0.4439	81	182.5688	
2010	50	0.4442	25	57.2221	
1035	51	0.4593	91	201.1220	
1033	1018	0.4595	108	235.0399	
2006	49	0.4701	31	70.6015	
2005	49	0.4853	38	81.8980	
2013	54	0.4921	34	69.2702	
2016	52	0.4995	46	93.2340	
2025	1009	0.5033	92	184.3823	
1006	13	0.5109	90	177.5967	
2035	1011	0.5150	83	162.4581	
1021	50	0.5201	74	142.3660	
1033	1010	0.5471	45	85.8628	
2013	1011	0.5602	30	124.9974	
1021	11	0.5677	73	128.9019	
49	17	0.5715	72	126.8192	
2030	1010	0.5723	66	115.4606	
1016	13	0.5732	92	160.6717	
2034	13	0.5779	104	180.0531	
2002	1018	0.5797	43	74.6532	
2021	49	0.5798	51	88.0826	
1018	17	0.5831	114	196.0713	
1028	1009	0.5931	106	180.9874	
1029	1023	0.5974	34	56.9487	
1022	1009	0.6028	116	203.2495	
2035	1025	0.6086	83	136.8055	
2014	53	0.6154	30	48.7828	
2030	1009	0.6169	146	236.7114	
2005	50	0.6222	80	128.6602	
2007	1016	0.6284	59	94.1329	
2035	1030	0.6314	136	215.8793	
2028	1012	0.6549	78	121.7438	
2023	50	0.6563	57	88.6037	
2020	12	0.6703	74	110.4396	
2011	12	0.6768	137	202.8989	
2030	18	0.6768	132	196.4140	
1003	17	0.6834	127	186.2948	
1025	52	0.6858	82	119.6356	
1035	1032	0.6870	38	55.3264	
1021	18	0.6939	108	157.1257	
2005	52	0.6947	91	131.0707	
1006	1003	0.7070	156	220.6781	
1027	52	0.7086	84	118.6914	
1033	1025	0.7200	85	120.4428	
2034	1025	0.7219	104	144.3161	
2030	1011	0.7244	114	158.2027	
2021	1029	0.7420	107	144.5667	
1021	53	0.7497	60	80.8660	
2023	2016	0.7554	42	55.6333	
2030	1021	0.7591	151	198.9371	
1016	1003	0.7615	148	194.4077	
1026	13	0.7684	19	24.7315	
1027	1011	0.7734	136	175.9151	
52	18	0.7827	133	175.8138	
2030	13	0.7831	135	172.9362	
1008	11	0.7840	100	128.4458	
18	11	0.7851	44	56.0884	
1033	1011	0.7969	101	127.7799	
58	18	0.8111	36	44.3911	
1033	1005	0.8261	111	134.5447	
2009	50	0.8289	55	66.3701	
2014	13	0.8322	36	43.6431	
2025	1007	0.8330	159	191.1691	
1031	1018	0.8400	78	97.5200	
1003	49	0.8434	84	99.6149	
1028	52	0.8476	93	110.2319	
2025	1014	0.8540	83	97.8374	
2026	2010	0.8540	90	106.7006	
2023	58	0.8561	66	77.1371	
1009	49	0.8577	168	200.4332	
2030	17	0.8580	167	194.8669	
2011	1007	0.8595	55	66.5515	
2035	53	0.8759	72	94.9378	
2035	2005	0.8778	80	91.1696	
51	17	0.9185	149	163.1325	
2012	1030	0.9250	240	259.9253	
2021	2009	0.9257	85	93.8328	
1019	1011	0.9396	162	172.5313	
2016	2015	0.9424	98	104.8160	
1020	1009	0.9455	140	148.1781	
2034	12	0.9457	161	170.3664	
2006	51	0.9497	51	69.9195	
2029	2026	0.9531	142	149.1109	
2009	58	0.9594	58	60.4786	
2010	54	0.9717	69	72.7934	
2025	2014	0.9762	118	121.2588	
2030	1033	0.9762	234	239.7401	
1011	1006	0.9825	106	108.3929	
52	12	0.9932	133	156.7866	
1029	1016	0.9933	107	115.2999	
58	10	0.9942	18	18.1098	
1029	49	0.9993	200	209.7619	
1011	49	1.0006	170	170.1082	
2031	2018	1.0075	93	92.9187	
2011	50	1.0096	137	136.5349	
2034	2010	1.0176	98	96.5835	
2029	1012	1.0251	152	148.4656	
2034	2025	1.0361	104	100.4995	
2010	18	1.0547	108	102.7457	
2027	1019	1.0625	121	114.0102	
1034	1029	1.1093	107	96.6237	
1003	12	1.1133	55	49.4140	
2034	53	1.1168	115	102.9802	
2035	26	1.1314	33	29.1809	
2030	1025	1.1350	156	137.9635	
1029	1006	1.1410	151	133.2286	
1025	1014	1.1428	142	124.9085	
1007	49	1.1430	172	165.8561	
2023	49	1.1737	60	64.0387	
1009	1005	1.1928	159	133.4778	
2022	1024	1.2035	31	25.9563	
2013	50	1.2146	119	98.0192	
2030	10	1.2186	251	206.8578	
1032	10	1.2252	98	80.0161	
2030	2014	1.2325	123	99.8339	
54	12	1.2438	214	172.3523	
1014	51	1.2481	142	186.8890	
2026	2012	1.2541	31	24.8182	
2029	2010	1.2819	87	67.9063	
2007	2005	1.2878	82	64.7764	
1013	49	1.2966	149	120.3372	
1029	1012	1.2990	181	139.4249	
2020	1019	1.2997	159	122.3948	
2010	1012	1.3061	175	133.9933	
1018	1006	1.3084	300	229.4242	
2026	2011	1.3164	169	128.8486	
1035	1009	1.3269	148	111.9196	
2035	2010	1.3302	144	111.4150	
1005	10	1.3344	124	94.7940	
2015	50	1.3373	162	136.6690	
2026	52	1.3841	54	39.2102	
1014	54	1.3943	65	56.9803	
2026	2005	1.4077	172	122.6722	
1014	53	1.4119	82	59.5149	
2012	52	1.4140	64	45.2957	
2003	49	1.4192	76	53.9356	
1006	11	1.4349	106	73.8768	
2003	13	1.4445	155	107.3677	
2018	10	1.4474	192	132.6838	
54	13	1.4558	252	175.6008	
2002	1014	1.4859	105	70.6801	
2017	10	1.5160	150	99.0129	
2020	2003	1.5214	96	63.5897	
1020	1014	1.5312	90	59.1403	
2030	2007	1.5398	159	104.1226	
1025	1007	1.5458	172	116.0116	
2029	2018	1.5656	306	195.5498	
2021	1011	1.6125	90	128.0335	
1013	1012	1.6466	236	143.4868	
2011	1025	1.6602	65	55.8861	
2013	1007	1.6724	127	79.3178	
1030	1010	1.6873	192	114.2364	
2025	1024	1.6906	111	65.6700	
1011	10	1.7054	151	89.3844	
2027	2002	1.7226	101	58.9837	
2029	12	1.7332	363	209.9211	
1012	1010	1.7349	208	119.9217	
2028	1025	1.7438	235	142.2540	
1029	1014	1.7485	224	128.2925	
2020	2002	1.8096	132	73.4048	
2029	1010	1.8388	143	77.8386	
2029	1030	1.8545	349	189.5206	
2025	1012	1.8892	271	144.1805	
1025	1009	1.8998	249	131.4527	
1017	13	1.8999	148	77.9019	
1030	1009	1.9812	151	108.0015	
2013	10	2.0502	378	193.3625	
1021	1006	2.0565	214	104.0838	
2025	18	2.0746	297	143.5602	
1011	13	2.1108	218	104.1208	
52	26	2.1165	63	30.1843	
1035	1027	2.1240	117	55.2975	
2022	1022	2.1747	17	7.9050	
2025	1030	2.2079	370	169.2552	
2007	51	2.2365	144	75.1231	
2007	52	2.2475	218	98.1004	
2029	1007	2.2528	420	186.5242	
1020	52	2.2531	267	119.7713	
2034	2018	2.2782	10	4.3983	
2015	52	2.2832	133	59.1312	
54	10	2.2879	364	160.7669	
2028	26	2.3199	151	66.1326	
1030	11	2.3319	173	75.3953	
2011	1009	2.3344	210	89.9793	
1035	1007	2.3632	207	90.5211	
1030	1016	2.3688	323	137.7061	
54	18	2.4349	448	184.0166	
1007	50	2.4443	431	176.4035	
1002	51	2.4689	134	54.3613	
2011	2001	2.5019	280	112.1205	
2016	49	2.5081	97	79.7471	
1007	1003	2.5214	493	198.7891	
2024	2023	2.5310	136	54.2433	
2020	52	2.5711	135	54.5239	
2029	1017	2.5768	192	75.6693	
2026	51	2.5790	341	134.4004	
2029	2020	2.6329	399	151.9275	
1005	13	2.6498	264	100.0825	
1021	1012	2.6994	392	146.0385	
1025	1011	2.7870	145	55.2102	
1018	1016	2.7940	569	203.7799	
2002	26	2.8127	201	71.4714	
1027	51	2.8225	305	108.5200	
1012	17	2.8500	226	86.6054	
2026	11	2.8647	38	13.2807	
1021	51	2.8661	467	165.1734	
50	12	2.8783	314	120.5961	
1009	11	2.9328	237	81.1605	
2026	2023	3.0021	222	75.4143	
2030	2010	3.0028	269	91.8323	
1021	1009	3.1395	338	108.5638	
1015	17	3.1430	363	124.7794	
2010	1030	3.1741	353	114.8494	
1033	51	3.1792	685	216.0196	
1009	13	3.1926	422	134.5331	
2022	2018	3.2276	40	12.4158	
1014	52	3.2301	112	35.7585	
2013	1016	3.2514	259	80.0538	
1021	1007	3.2570	292	99.1047	
1033	1021	3.2584	359	110.2620	
1015	1006	3.2820	613	187.8869	
2028	1023	3.3697	27	18.9979	
2011	54	3.4231	329	96.2660	
2035	1014	3.4257	86	27.1380	
1033	1027	3.4684	829	239.8961	
2028	1029	3.5249	158	44.8935	
1029	17	3.5735	336	96.3933	
1035	11	3.6034	54	17.2225	
2013	2006	3.6196	269	75.2144	
1035	1010	3.6238	288	79.6771	
2028	1002	3.7451	180	50.1766	
1035	1029	3.8443	394	104.0506	
50	18	3.8756	207	60.6826	
1010	18	3.9477	305	78.2159	
2034	2024	3.9533	17	4.5077	
1007	13	3.9713	593	152.2629	
2013	2009	3.9788	419	107.8797	
2028	1009	3.9833	749	188.9859	
2030	2018	4.0146	402	100.2039	
17	13	4.0475	307	91.3736	
1016	1008	4.0747	378	92.9848	
53	17	4.1027	602	149.0333	
2027	10	4.2144	481	115.2133	
2012	2005	4.2340	567	133.9897	
1025	1012	4.2403	553	130.6621	
1035	1013	4.2709	466	111.4650	
1035	50	4.2713	278	65.2177	
2029	50	4.3090	240	59.3628	
1012	51	4.3256	527	164.1492	
2021	1010	4.4828	358	80.1842	
1035	1025	4.5094	467	106.1569	
2035	2016	4.5420	515	115.1807	
2024	2015	4.6591	441	96.8641	
51	11	4.6837	375	89.1119	
1035	1028	4.7121	443	97.6018	
2014	2002	4.7154	311	68.3294	
2027	13	4.7181	522	110.7321	
1018	1007	4.7294	961	204.4436	
1009	51	4.8700	1055	217.2020	
1028	1008	4.8992	647	133.0998	
1005	51	4.9842	758	152.6501	
2024	1029	5.2364	182	40.7169	
2018	1028	5.2670	520	98.9387	
1013	10	5.2727	482	92.6257	
1014	1013	5.6468	902	159.8326	
1025	49	5.6587	625	113.7095	
1021	1014	5.6893	805	142.0408	
1023	1014	5.7927	456	80.1081	
1026	1025	5.8344	709	121.9976	
2005	53	5.9713	496	83.4324	
1030	17	5.9977	521	90.5252	
50	10	6.0133	596	105.0851	
2010	52	6.0938	414	70.7036	
1024	49	6.1029	607	99.5230	
1005	12	6.2617	647	103.7533	
1020	13	6.3809	394	61.8290	
1030	1005	6.4854	852	131.7060	
2027	2009	6.5114	924	142.6172	
2018	2010	6.5187	785	121.1539	
2025	2012	6.5411	740	114.3596	
2035	12	6.5491	1310	200.9768	
2028	1003	6.5903	668	101.8347	
2022	2001	6.6564	314	47.8458	
2024	2001	6.7105	555	83.1514	
1015	51	6.7203	1459	217.5370	
2034	2016	6.7258	748	111.2151	
1015	1005	6.7532	911	135.1459	
2035	52	6.7908	96	22.2288	
1014	1011	6.8026	1112	163.8487	
2019	2014	6.8866	373	54.3746	
2007	1007	6.8913	516	76.6892	
1035	1019	6.9327	303	44.4479	
2025	13	6.9519	932	134.7411	
2026	54	6.9655	199	28.6339	
2013	1009	7.0560	543	77.7498	
1027	49	7.1809	926	129.0639	
2030	1030	7.3718	1711	232.3921	
1014	49	7.5938	240	53.1237	
2030	1007	7.7088	1804	234.0825	
1006	10	7.7697	447	58.2460	
1010	1007	8.4995	761	91.5243	
58	53	8.7141	597	70.5247	
2025	12	8.7429	1246	144.3322	
1012	53	8.8273	605	68.6200	
2003	11	8.8542	775	87.7950	
2013	1029	9.0029	1122	131.4821	
2012	12	9.0591	2216	245.0015	
1029	1001	9.1650	926	101.1279	
52	10	9.2142	742	119.7788	
1010	49	9.4348	247	39.2032	
2023	2020	9.4455	1024	108.6535	
1019	1018	9.5269	385	40.5472	
49	18	9.5967	1673	175.1499	
1012	18	9.6444	153	17.3867	
2030	2022	9.6741	227	51.7111	
1011	17	9.7220	679	72.2908	
1012	1011	9.7400	1437	147.8916	
1016	1011	9.8883	880	89.0464	
2035	2028	9.9276	735	75.2390	
2020	1027	10.1123	1213	120.0885	
1016	1015	10.1491	1624	161.1851	
2028	2022	10.4692	357	34.2570	
1023	11	10.6605	344	38.5597	
2020	2010	10.9173	1339	123.3369	
2029	2016	10.9696	1022	93.4998	
2011	52	11.0652	1225	110.8742	
1008	10	11.1214	1700	153.1973	
2020	1028	11.1575	1287	115.6330	
1032	1020	11.2792	662	58.8467	
1014	17	11.3335	501	44.9926	
2021	2015	11.5331	1380	119.7475	
1012	54	11.5628	644	56.6159	
2024	10	11.5718	1175	102.8194	
1027	17	11.6742	2295	197.9632	
2012	54	11.6871	118	11.0644	
1025	1001	11.9087	1144	96.3878	
2008	52	11.9771	1480	123.6360	
2029	53	12.0099	1250	104.8690	
2020	11	12.0571	1004	83.5510	
2020	1020	12.1843	1425	117.7935	
2015	54	12.6319	403	33.8459	
1019	13	12.6417	748	59.3884	
2010	1013	12.7753	528	44.5239	
2012	49	12.8897	506	40.4255	
1030	1007	13.1130	1456	113.8199	
1026	50	13.4201	536	41.1718	
2024	1028	13.5610	1433	111.3827	
1010	51	13.8187	1285	95.3460	
1007	51	14.3347	3045	213.5937	
2025	2001	14.5382	1197	82.4616	
2009	52	14.6726	675	46.0178	
2025	58	14.7130	1326	90.4715	
2025	1013	14.7361	1558	110.4857	
2010	1021	15.1518	1007	66.5352	
2029	2009	15.2920	1509	100.0730	
1007	1005	15.2922	1211	85.9492	
2007	1009	15.3165	1511	100.0721	
2030	2016	15.3571	1663	108.9047	
1003	1001	15.6014	1609	103.6749	
1013	1006	15.7557	1363	86.8917	
2028	1032	15.9315	1903	119.6298	
2023	2018	16.1269	1697	105.3215	
1027	1006	16.1899	3752	232.6688	
1030	1019	16.2270	116	7.4074	
1029	18	16.2803	1674	103.4649	
1021	17	16.3678	920	57.0362	
2002	12	16.3937	894	54.5528	
2025	2018	16.6956	2318	138.8819	
1015	12	16.9623	1216	85.7863	
1012	13	17.1176	713	42.2274	
2011	49	17.4586	1573	90.7151	
2002	51	17.7779	811	46.2384	
2030	52	17.8784	963	53.9808	
1025	1015	17.9439	1879	106.3599	
1020	50	18.0194	1865	105.2822	
2029	54	18.3175	1740	95.1555	
2007	49	18.7776	1541	86.0140	
